FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-2.512	1.358	-0.912	0.555	0.488	0.167	0.800	0.204	0.249	0.821	0.399	0.107	0.228	0.730	-1.011	0.713	0.772	-0.142	-0.048	0.843	0.776	-0.265	0.118	-0.218	-0.417	-0.499	-0.122	-0.646	-199.219
-1.420	0.868	-0.496	0.243	0.304	-0.249	0.471	0.146	0.185	0.856	0.379	0.146	0.255	0.589	-0.595	0.588	0.510	-0.222	0.022	0.677	0.671	-0.189	-0.018	-0.275	-0.514	-0.404	-0.132	-0.504	-195.312
-0.446	0.421	-0.125	-0.037	0.130	-0.609	0.167	0.087	0.131	0.898	0.364	0.190	0.285	0.462	-0.231	0.474	0.284	-0.284	0.086	0.525	0.574	-0.121	-0.135	-0.327	-0.593	-0.314	-0.133	-0.365	-191.406
0.317	0.050	0.161	-0.262	-0.018	-0.861	-0.088	0.029	0.093	0.948	0.355	0.244	0.321	0.361	0.039	0.378	0.118	-0.315	0.135	0.397	0.490	-0.069	-0.220	-0.369	-0.637	-0.232	-0.122	-0.227	-187.500
0.807	-0.224	0.337	-0.416	-0.130	-0.977	-0.276	-0.018	0.081	1.005	0.356	0.306	0.361	0.295	0.195	0.301	0.016	-0.318	0.163	0.296	0.423	-0.036	-0.266	-0.397	-0.637	-0.160	-0.094	-0.093	-183.594
1.006	-0.397	0.399	-0.496	-0.199	-0.956	-0.385	-0.041	0.102	1.067	0.368	0.375	0.403	0.263	0.236	0.240	-0.033	-0.305	0.163	0.223	0.372	-0.021	-0.276	-0.408	-0.593	-0.095	-0.050	0.037	-179.688
0.938	-0.481	0.361	-0.510	-0.224	-0.820	-0.412	-0.030	0.159	1.128	0.392	0.447	0.440	0.260	0.178	0.189	-0.052	-0.291	0.133	0.169	0.333	-0.022	-0.258	-0.399	-0.510	-0.037	0.007	0.160	-175.781
0.664	-0.494	0.248	-0.474	-0.207	-0.610	-0.367	0.022	0.247	1.177	0.424	0.511	0.468	0.275	0.046	0.141	-0.068	-0.290	0.075	0.128	0.302	-0.032	-0.221	-0.370	-0.399	0.020	0.067	0.272	-171.875
0.272	-0.462	0.094	-0.405	-0.157	-0.375	-0.271	0.114	0.352	1.199	0.453	0.555	0.482	0.298	-0.131	0.093	-0.101	-0.304	-0.006	0.091	0.273	-0.044	-0.176	-0.322	-0.272	0.080	0.119	0.367	-167.969
-0.143	-0.404	-0.066	-0.321	-0.082	-0.158	-0.152	0.231	0.448	1.177	0.460	0.565	0.479	0.316	-0.323	0.042	-0.162	-0.329	-0.097	0.056	0.243	-0.051	-0.128	-0.258	-0.138	0.147	0.150	0.440	-164.062
