FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-1.598	-1.967	-1.661	-1.398	0.486	-0.230	1.946	1.152	1.750	2.249	2.463	2.161	2.025	1.347	-2.042	-0.751	-1.232	-2.341	-0.590	0.115	1.199	-0.037	-0.721	1.237	0.223	1.321	1.788	1.818	-199.219
-1.682	-1.771	-1.556	-1.253	0.510	-0.107	1.980	1.238	1.807	2.216	2.386	2.003	1.928	1.342	-1.886	-0.740	-1.199	-2.011	-0.601	0.069	1.118	-0.061	-0.660	1.153	0.051	1.112	1.611	1.672	-195.312
-1.745	-1.569	-1.452	-1.101	0.531	0.007	1.982	1.293	1.835	2.153	2.287	1.842	1.824	1.326	-1.721	-0.717	-1.145	-1.689	-0.596	0.039	1.045	-0.084	-0.593	1.071	-0.105	0.915	1.437	1.529	-191.406
-1.767	-1.359	-1.345	-0.940	0.543	0.102	1.923	1.291	1.803	2.032	2.141	1.669	1.702	1.285	-1.534	-0.672	-1.051	-1.380	-0.562	0.034	0.982	-0.105	-0.512	0.986	-0.228	0.741	1.264	1.388	-187.500
-1.732	-1.139	-1.232	-0.768	0.541	0.173	1.783	1.216	1.693	1.831	1.933	1.478	1.551	1.208	-1.320	-0.598	-0.909	-1.089	-0.494	0.061	0.928	-0.122	-0.412	0.897	-0.304	0.599	1.092	1.245	-183.594
-1.636	-0.911	-1.109	-0.588	0.523	0.218	1.552	1.066	1.494	1.543	1.654	1.262	1.359	1.089	-1.080	-0.494	-0.719	-0.816	-0.394	0.118	0.878	-0.133	-0.292	0.801	-0.322	0.498	0.919	1.097	-179.688
-1.480	-0.680	-0.974	-0.406	0.488	0.235	1.236	0.850	1.208	1.169	1.305	1.019	1.122	0.927	-0.821	-0.365	-0.492	-0.561	-0.268	0.197	0.825	-0.138	-0.154	0.697	-0.273	0.444	0.745	0.940	-175.781
-1.273	-0.453	-0.824	-0.231	0.436	0.230	0.851	0.585	0.847	0.724	0.892	0.746	0.838	0.724	-0.552	-0.217	-0.242	-0.323	-0.126	0.289	0.763	-0.131	-0.001	0.582	-0.159	0.437	0.567	0.768	-171.875
-1.026	-0.239	-0.658	-0.071	0.372	0.207	0.421	0.297	0.426	0.231	0.431	0.443	0.514	0.489	-0.280	-0.062	0.013	-0.098	0.022	0.382	0.686	-0.111	0.162	0.455	0.008	0.467	0.385	0.577	-167.969
-0.751	-0.046	-0.475	0.066	0.299	0.174	-0.020	0.007	-0.032	-0.277	-0.059	0.114	0.164	0.234	-0.014	0.093	0.255	0.120	0.169	0.463	0.591	-0.076	0.327	0.317	0.207	0.514	0.198	0.366	-164.062
-0.463	0.118	-0.277	0.177	0.226	0.136	-0.439	-0.263	-0.498	-0.765	-0.550	-0.229	-0.190	-0.024	0.242	0.238	0.473	0.331	0.309	0.527	0.482	-0.027	0.486	0.170	0.408	0.555	0.008	0.137	-160.156
-0.176	0.250	-0.074	0.260	0.160	0.099	-0.802	-0.498	-0.943	-1.194	-1.010	-0.567	-0.520	-0.263	0.481	0.367	0.658	0.536	0.440	0.567	0.367	0.031	0.627	0.020	0.577	0.563	-0.179	-0.099	-156.250
0.092	0.349	0.118	0.319	0.109	0.067	-1.078	-0.688	-1.333	-1.529	-1.403	-0.876	-0.796	-0.462	0.696	0.476	0.805	0.727	0.558	0.582	0.257	0.092	0.738	-0.125	0.683	0.519	-0.351	-0.326	-152.344
0.327	0.416	0.281	0.357	0.079	0.039	-1.248	-0.829	-1.636	-1.740	-1.697	-1.127	-0.991	-0.604	0.875	0.562	0.911	0.894	0.659	0.574	0.163	0.146	0.807	-0.253	0.705	0.416	-0.493	-0.523	-148.438
0.511	0.456	0.393	0.378	0.072	0.015	-1.300	-0.922	-1.826	-1.810	-1.866	-1.294	-1.086	-0.674	1.006	0.622	0.977	1.025	0.737	0.546	0.094	0.187	0.826	-0.351	0.638	0.261	-0.590	-0.670	-144.531
0.633	0.474	0.439	0.386	0.087	-0.007	-1.236	-0.969	-1.888	-1.736	-1.897	-1.359	-1.074	-0.669	1.078	0.656	1.001	1.104	0.785	0.501	0.052	0.208	0.791	-0.408	0.491	0.070	-0.629	-0.748	-140.625
0.687	0.475	0.411	0.381	0.118	-0.029	-1.072	-0.971	-1.817	-1.531	-1.793	-1.313	-0.961	-0.595	1.085	0.659	0.982	1.120	0.795	0.441	0.032	0.208	0.709	-0.415	0.289	-0.127	-0.602	-0.749	-136.719
0.673	0.464	0.313	0.362	0.152	-0.054	-0.831	-0.933	-1.625	-1.222	-1.570	-1.165	-0.769	-0.469	1.026	0.632	0.922	1.066	0.763	0.366	0.026	0.188	0.590	-0.368	0.065	-0.302	-0.508	-0.676	-132.812
0.599	0.442	0.158	0.326	0.178	-0.081	-0.545	-0.858	-1.335	-0.845	-1.259	-0.933	-0.526	-0.313	0.909	0.573	0.819	0.943	0.686	0.279	0.018	0.156	0.452	-0.271	-0.142	-0.430	-0.353	-0.540	-128.906
0.479	0.410	-0.033	0.268	0.179	-0.115	-0.247	-0.750	-0.979	-0.439	-0.895	-0.645	-0.269	-0.155	0.745	0.482	0.681	0.763	0.567	0.178	-0.005	0.118	0.314	-0.134	-0.299	-0.491	-0.152	-0.359	-125.000
0.330	0.364	-0.232	0.186	0.145	-0.157	0.030	-0.615	-0.592	-0.044	-0.516	-0.331	-0.031	-0.021	0.552	0.361	0.514	0.545	0.419	0.063	-0.057	0.084	0.193	0.029	-0.382	-0.475	0.078	-0.154	-121.094
0.172	0.300	-0.416	0.078	0.068	-0.211	0.260	-0.464	-0.208	0.307	-0.158	-0.023	0.161	0.067	0.347	0.216	0.332	0.314	0.255	-0.063	-0.143	0.062	0.102	0.201	-0.383	-0.382	0.315	0.056	-117.188
