FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.346	-0.385	-0.096	0.064	1.051	-0.131	0.305	0.203	0.742	-0.920	1.166	0.342	0.465	0.598	-0.341	-0.174	-0.683	-0.738	-0.148	0.402	0.594	0.285	-0.293	-0.182	-0.487	-0.359	0.406	-0.094	-199.219
-0.333	-0.298	-0.029	0.275	1.281	0.145	0.233	-0.024	0.661	-0.698	0.919	0.175	0.686	1.004	-0.430	-0.139	-0.680	-0.827	-0.146	0.591	0.987	0.282	-0.395	-0.106	-0.690	-0.530	0.198	-0.246	-195.312
-0.318	-0.205	0.055	0.481	1.512	0.416	0.168	-0.240	0.562	-0.513	0.660	-0.005	0.880	1.377	-0.511	-0.114	-0.669	-0.882	-0.144	0.749	1.336	0.289	-0.464	-0.036	-0.872	-0.691	-0.012	-0.399	-191.406
-0.302	-0.106	0.163	0.674	1.736	0.672	0.124	-0.426	0.439	-0.382	0.392	-0.199	1.029	1.685	-0.584	-0.112	-0.651	-0.885	-0.146	0.847	1.601	0.308	-0.477	0.023	-1.012	-0.824	-0.213	-0.544	-187.500
-0.289	-0.005	0.288	0.842	1.945	0.900	0.115	-0.565	0.296	-0.311	0.123	-0.399	1.116	1.903	-0.648	-0.143	-0.628	-0.830	-0.157	0.867	1.754	0.336	-0.425	0.067	-1.092	-0.914	-0.395	-0.669	-183.594
-0.283	0.085	0.418	0.974	2.122	1.085	0.156	-0.644	0.143	-0.290	-0.132	-0.590	1.137	2.013	-0.706	-0.209	-0.609	-0.726	-0.185	0.802	1.782	0.364	-0.313	0.094	-1.102	-0.944	-0.541	-0.759	-179.688
-0.286	0.153	0.531	1.058	2.247	1.210	0.257	-0.654	-0.001	-0.296	-0.351	-0.749	1.093	2.009	-0.760	-0.309	-0.604	-0.595	-0.232	0.660	1.688	0.381	-0.159	0.103	-1.038	-0.901	-0.633	-0.798	-175.781
-0.303	0.183	0.606	1.082	2.300	1.259	0.421	-0.594	-0.115	-0.301	-0.510	-0.853	0.994	1.891	-0.812	-0.433	-0.617	-0.464	-0.299	0.461	1.489	0.377	0.011	0.098	-0.905	-0.781	-0.655	-0.773	-171.875
-0.333	0.166	0.623	1.038	2.261	1.221	0.640	-0.472	-0.184	-0.279	-0.591	-0.881	0.852	1.667	-0.859	-0.566	-0.650	-0.354	-0.377	0.230	1.212	0.345	0.170	0.080	-0.714	-0.587	-0.599	-0.678	-167.969
-0.375	0.097	0.574	0.920	2.116	1.091	0.897	-0.301	-0.198	-0.213	-0.584	-0.821	0.681	1.353	-0.894	-0.690	-0.694	-0.278	-0.453	-0.003	0.883	0.289	0.295	0.054	-0.483	-0.331	-0.464	-0.512	-164.062
