FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.034	-0.026	-0.284	0.129	0.967	0.636	-0.182	-2.093	-1.880	-0.572	-0.501	-0.688	1.238	0.856	-0.540	0.192	2.282	0.696	-0.318	0.191	0.164	0.452	0.263	1.235	0.634	0.186	0.748	0.555	-199.219
-0.016	-0.006	-0.334	-0.053	0.672	0.450	-0.038	-1.710	-1.625	-0.349	-0.489	-0.725	1.424	1.068	-0.564	0.077	1.516	0.245	-0.129	0.295	0.438	0.802	0.243	1.541	0.734	0.275	0.942	0.472	-195.312
0.006	0.015	-0.369	-0.219	0.401	0.279	0.118	-1.335	-1.360	-0.113	-0.447	-0.736	1.596	1.269	-0.593	-0.026	0.804	-0.193	0.041	0.381	0.685	1.122	0.212	1.801	0.808	0.338	1.101	0.398	-191.406
0.027	0.032	-0.389	-0.355	0.176	0.133	0.301	-0.974	-1.073	0.145	-0.353	-0.700	1.738	1.450	-0.636	-0.108	0.190	-0.602	0.174	0.437	0.887	1.389	0.165	1.975	0.839	0.357	1.196	0.342	-187.500
0.040	0.035	-0.397	-0.452	0.010	0.021	0.515	-0.634	-0.760	0.429	-0.191	-0.605	1.838	1.600	-0.696	-0.168	-0.294	-0.961	0.255	0.453	1.027	1.582	0.103	2.040	0.819	0.324	1.212	0.311	-183.594
0.038	0.014	-0.402	-0.509	-0.088	-0.049	0.760	-0.317	-0.423	0.731	0.042	-0.451	1.889	1.713	-0.768	-0.205	-0.639	-1.249	0.271	0.426	1.099	1.682	0.033	1.984	0.748	0.241	1.143	0.306	-179.688
0.013	-0.037	-0.412	-0.529	-0.120	-0.077	1.024	-0.030	-0.073	1.033	0.333	-0.250	1.883	1.784	-0.843	-0.227	-0.852	-1.441	0.214	0.358	1.106	1.682	-0.036	1.817	0.636	0.119	0.997	0.327	-175.781
-0.037	-0.121	-0.438	-0.520	-0.093	-0.065	1.288	0.223	0.272	1.311	0.656	-0.025	1.818	1.810	-0.907	-0.240	-0.950	-1.524	0.091	0.261	1.061	1.584	-0.093	1.560	0.499	-0.022	0.792	0.367	-171.875
-0.111	-0.234	-0.483	-0.490	-0.023	-0.025	1.523	0.433	0.588	1.535	0.976	0.192	1.697	1.792	-0.942	-0.249	-0.955	-1.490	-0.077	0.153	0.985	1.411	-0.125	1.243	0.355	-0.160	0.552	0.416	-167.969
-0.197	-0.362	-0.548	-0.449	0.074	0.027	1.701	0.591	0.846	1.677	1.250	0.367	1.523	1.732	-0.934	-0.251	-0.890	-1.348	-0.255	0.061	0.904	1.196	-0.123	0.900	0.223	-0.279	0.301	0.459	-164.062
-0.280	-0.485	-0.623	-0.402	0.177	0.075	1.793	0.688	1.021	1.714	1.437	0.468	1.304	1.634	-0.868	-0.241	-0.772	-1.120	-0.400	0.011	0.843	0.984	-0.082	0.562	0.112	-0.367	0.059	0.483	-160.156
-0.340	-0.581	-0.694	-0.351	0.271	0.102	1.778	0.717	1.094	1.632	1.501	0.472	1.049	1.502	-0.737	-0.207	-0.614	-0.834	-0.471	0.025	0.821	0.816	0.000	0.254	0.028	-0.424	-0.161	0.471	-156.250
-0.359	-0.628	-0.744	-0.294	0.343	0.101	1.644	0.677	1.056	1.428	1.422	0.367	0.771	1.343	-0.538	-0.137	-0.424	-0.526	-0.441	0.115	0.845	0.721	0.118	-0.007	-0.032	-0.454	-0.354	0.411	-152.344
-0.324	-0.611	-0.754	-0.228	0.389	0.070	1.395	0.573	0.910	1.113	1.197	0.157	0.481	1.160	-0.278	-0.021	-0.210	-0.224	-0.303	0.280	0.911	0.708	0.259	-0.213	-0.075	-0.468	-0.518	0.296	-148.438
-0.234	-0.525	-0.715	-0.147	0.409	0.019	1.046	0.416	0.670	0.708	0.842	-0.141	0.196	0.959	0.025	0.140	0.017	0.049	-0.076	0.505	1.001	0.760	0.406	-0.361	-0.108	-0.473	-0.656	0.131	-144.531
-0.097	-0.377	-0.621	-0.045	0.407	-0.038	0.625	0.222	0.362	0.242	0.390	-0.498	-0.069	0.745	0.344	0.338	0.248	0.282	0.201	0.759	1.089	0.845	0.539	-0.453	-0.138	-0.473	-0.766	-0.072	-140.625
0.067	-0.184	-0.480	0.075	0.389	-0.084	0.172	0.008	0.014	-0.247	-0.114	-0.876	-0.299	0.524	0.645	0.552	0.465	0.472	0.471	1.003	1.142	0.916	0.642	-0.491	-0.164	-0.464	-0.842	-0.291	-136.719
0.228	0.023	-0.306	0.205	0.360	-0.103	-0.272	-0.207	-0.341	-0.719	-0.614	-1.234	-0.480	0.300	0.893	0.751	0.648	0.625	0.682	1.193	1.129	0.930	0.706	-0.478	-0.179	-0.436	-0.873	-0.494	-132.812
0.356	0.208	-0.118	0.329	0.322	-0.086	-0.664	-0.405	-0.672	-1.132	-1.057	-1.529	-0.602	0.076	1.055	0.903	0.771	0.747	0.788	1.287	1.027	0.857	0.730	-0.417	-0.174	-0.375	-0.845	-0.650	-128.906
