FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.463	0.539	-1.387	0.437	0.137	-0.238	0.288	-1.206	-1.620	-1.238	-1.030	-0.510	1.863	2.401	-1.470	0.842	1.453	-0.286	0.791	0.912	2.232	1.416	0.535	1.453	0.379	-0.234	1.043	-0.167	-199.219
-0.106	0.499	-1.147	0.223	-0.087	-0.538	0.139	-1.441	-1.631	-1.210	-1.092	-0.640	1.795	2.271	-0.684	0.739	1.080	-0.163	0.582	0.693	2.049	1.306	0.604	1.368	0.436	-0.270	0.937	-0.251	-195.312
0.230	0.459	-0.913	0.012	-0.294	-0.802	-0.007	-1.624	-1.610	-1.172	-1.132	-0.761	1.709	2.133	0.030	0.633	0.746	-0.036	0.388	0.492	1.869	1.190	0.646	1.264	0.489	-0.301	0.812	-0.336	-191.406
0.517	0.418	-0.689	-0.189	-0.471	-0.999	-0.148	-1.718	-1.538	-1.119	-1.130	-0.856	1.588	1.977	0.612	0.518	0.473	0.098	0.219	0.320	1.690	1.064	0.643	1.128	0.537	-0.316	0.663	-0.414	-187.500
0.732	0.371	-0.487	-0.375	-0.608	-1.114	-0.283	-1.700	-1.400	-1.049	-1.072	-0.910	1.423	1.796	1.023	0.391	0.275	0.236	0.086	0.183	1.512	0.927	0.589	0.958	0.576	-0.306	0.493	-0.476	-183.594
0.855	0.313	-0.320	-0.539	-0.701	-1.143	-0.412	-1.567	-1.195	-0.967	-0.950	-0.913	1.214	1.589	1.246	0.252	0.154	0.374	-0.003	0.085	1.334	0.789	0.491	0.762	0.605	-0.264	0.319	-0.507	-179.688
0.871	0.239	-0.201	-0.676	-0.752	-1.094	-0.531	-1.334	-0.936	-0.878	-0.767	-0.858	0.969	1.356	1.289	0.103	0.100	0.502	-0.042	0.024	1.158	0.658	0.370	0.558	0.622	-0.188	0.163	-0.496	-175.781
0.779	0.146	-0.140	-0.780	-0.765	-0.988	-0.639	-1.033	-0.649	-0.792	-0.534	-0.743	0.704	1.106	1.179	-0.052	0.094	0.608	-0.035	-0.007	0.984	0.545	0.250	0.366	0.626	-0.082	0.051	-0.431	-171.875
0.593	0.034	-0.140	-0.847	-0.746	-0.845	-0.725	-0.706	-0.366	-0.711	-0.268	-0.573	0.439	0.848	0.959	-0.209	0.109	0.681	0.007	-0.018	0.809	0.454	0.152	0.205	0.618	0.048	0.000	-0.307	-167.969
0.339	-0.092	-0.190	-0.875	-0.700	-0.688	-0.779	-0.393	-0.123	-0.636	0.008	-0.356	0.195	0.594	0.678	-0.362	0.117	0.709	0.065	-0.024	0.632	0.382	0.089	0.084	0.599	0.187	0.021	-0.128	-164.062
0.056	-0.223	-0.271	-0.864	-0.632	-0.535	-0.785	-0.127	0.055	-0.562	0.271	-0.107	-0.011	0.357	0.385	-0.509	0.092	0.688	0.113	-0.037	0.454	0.321	0.066	0.006	0.571	0.316	0.109	0.091	-160.156
-0.212	-0.351	-0.356	-0.815	-0.545	-0.398	-0.731	0.075	0.155	-0.479	0.500	0.155	-0.164	0.150	0.124	-0.646	0.019	0.613	0.128	-0.070	0.278	0.263	0.076	-0.034	0.533	0.417	0.247	0.327	-156.250
-0.426	-0.468	-0.417	-0.733	-0.443	-0.281	-0.606	0.211	0.178	-0.378	0.679	0.407	-0.254	-0.015	-0.078	-0.772	-0.106	0.487	0.097	-0.128	0.114	0.201	0.108	-0.046	0.488	0.471	0.410	0.547	-152.344
-0.560	-0.567	-0.436	-0.626	-0.331	-0.185	-0.408	0.295	0.140	-0.249	0.798	0.628	-0.277	-0.125	-0.208	-0.881	-0.271	0.317	0.016	-0.210	-0.025	0.134	0.151	-0.038	0.437	0.466	0.566	0.720	-148.438
-0.606	-0.647	-0.406	-0.504	-0.213	-0.106	-0.148	0.346	0.066	-0.089	0.853	0.796	-0.232	-0.173	-0.276	-0.966	-0.455	0.116	-0.105	-0.307	-0.125	0.067	0.195	-0.018	0.384	0.399	0.689	0.820	-144.531
