FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
2.681	0.938	1.395	0.029	-1.051	-1.092	-3.033	-0.949	-2.086	-2.190	-1.756	-1.688	-0.289	-0.017	1.478	0.951	0.966	2.159	0.296	0.574	-0.260	0.681	0.438	0.135	0.359	-1.217	-1.141	-0.776	-199.219
2.160	0.377	0.793	-0.169	-1.107	-1.459	-2.820	-0.963	-1.861	-1.863	-1.280	-1.121	-0.049	0.221	1.240	0.543	0.941	1.845	0.357	0.461	-0.325	0.880	0.887	0.606	0.617	-0.359	-0.536	-0.269	-195.312
1.651	-0.120	0.225	-0.337	-1.126	-1.764	-2.598	-0.963	-1.636	-1.539	-0.849	-0.609	0.176	0.435	1.020	0.186	0.932	1.548	0.416	0.379	-0.352	1.061	1.281	1.023	0.841	0.388	0.003	0.169	-191.406
1.168	-0.503	-0.271	-0.458	-1.084	-1.956	-2.360	-0.933	-1.408	-1.223	-0.495	-0.193	0.368	0.599	0.830	-0.080	0.942	1.276	0.466	0.350	-0.317	1.206	1.579	1.343	1.006	0.943	0.422	0.490	-187.500
0.724	-0.745	-0.667	-0.523	-0.971	-2.007	-2.102	-0.857	-1.175	-0.919	-0.235	0.102	0.517	0.698	0.671	-0.237	0.967	1.032	0.507	0.380	-0.208	1.300	1.759	1.538	1.096	1.262	0.688	0.664	-183.594
0.326	-0.839	-0.948	-0.536	-0.793	-1.913	-1.826	-0.723	-0.933	-0.633	-0.072	0.270	0.612	0.723	0.539	-0.286	0.997	0.812	0.542	0.464	-0.030	1.336	1.821	1.598	1.112	1.344	0.792	0.689	-179.688
-0.024	-0.801	-1.114	-0.510	-0.572	-1.694	-1.539	-0.522	-0.679	-0.369	0.014	0.326	0.653	0.676	0.419	-0.249	1.014	0.605	0.575	0.583	0.196	1.312	1.784	1.532	1.067	1.228	0.749	0.587	-175.781
-0.327	-0.659	-1.177	-0.460	-0.339	-1.388	-1.251	-0.255	-0.410	-0.127	0.051	0.304	0.641	0.565	0.298	-0.158	1.000	0.402	0.608	0.709	0.436	1.233	1.678	1.363	0.981	0.980	0.594	0.402	-171.875
-0.590	-0.453	-1.157	-0.405	-0.129	-1.041	-0.976	0.065	-0.130	0.095	0.073	0.246	0.580	0.400	0.159	-0.054	0.940	0.193	0.637	0.810	0.651	1.107	1.540	1.127	0.880	0.676	0.378	0.189	-167.969
-0.816	-0.221	-1.075	-0.358	0.025	-0.696	-0.728	0.417	0.157	0.303	0.115	0.195	0.478	0.196	-0.004	0.030	0.821	-0.025	0.648	0.856	0.801	0.944	1.400	0.866	0.786	0.383	0.153	0.006	-164.062
-1.005	0.002	-0.950	-0.325	0.096	-0.391	-0.518	0.769	0.438	0.502	0.201	0.188	0.344	-0.035	-0.192	0.068	0.641	-0.244	0.624	0.827	0.857	0.758	1.276	0.621	0.714	0.152	-0.036	-0.099	-160.156
-1.156	0.186	-0.796	-0.310	0.073	-0.151	-0.352	1.090	0.699	0.697	0.341	0.246	0.190	-0.281	-0.396	0.050	0.404	-0.452	0.549	0.715	0.805	0.561	1.174	0.425	0.669	0.008	-0.156	-0.099	-156.250
-1.266	0.315	-0.624	-0.308	-0.038	0.012	-0.228	1.352	0.923	0.889	0.531	0.372	0.029	-0.526	-0.601	-0.017	0.127	-0.630	0.414	0.531	0.650	0.368	1.089	0.298	0.647	-0.051	-0.194	0.012	-152.344
-1.333	0.387	-0.445	-0.307	-0.218	0.099	-0.137	1.533	1.094	1.072	0.750	0.551	-0.124	-0.754	-0.784	-0.114	-0.163	-0.761	0.225	0.299	0.420	0.190	1.007	0.241	0.633	-0.050	-0.161	0.211	-148.438
-1.358	0.411	-0.275	-0.296	-0.430	0.125	-0.065	1.625	1.197	1.235	0.970	0.753	-0.255	-0.943	-0.924	-0.214	-0.430	-0.831	0.003	0.057	0.154	0.038	0.913	0.242	0.606	-0.029	-0.082	0.456	-144.531
-1.344	0.407	-0.129	-0.259	-0.628	0.112	0.006	1.627	1.222	1.365	1.157	0.938	-0.350	-1.074	-0.998	-0.286	-0.634	-0.833	-0.217	-0.158	-0.100	-0.082	0.792	0.269	0.540	-0.031	0.004	0.690	-140.625
-1.293	0.398	-0.023	-0.185	-0.767	0.089	0.092	1.550	1.164	1.444	1.279	1.067	-0.400	-1.126	-0.992	-0.305	-0.738	-0.771	-0.395	-0.310	-0.297	-0.166	0.641	0.289	0.412	-0.094	0.055	0.856	-136.719
-1.208	0.405	0.034	-0.069	-0.806	0.083	0.206	1.405	1.019	1.458	1.310	1.104	-0.403	-1.087	-0.899	-0.254	-0.718	-0.655	-0.495	-0.377	-0.401	-0.214	0.465	0.267	0.207	-0.242	0.037	0.903	-132.812
-1.086	0.445	0.044	0.088	-0.721	0.116	0.352	1.205	0.786	1.393	1.231	1.029	-0.360	-0.953	-0.721	-0.129	-0.571	-0.502	-0.489	-0.353	-0.397	-0.228	0.278	0.184	-0.078	-0.478	-0.069	0.802	-128.906
-0.927	0.522	0.019	0.275	-0.510	0.200	0.526	0.961	0.470	1.245	1.038	0.833	-0.281	-0.731	-0.474	0.062	-0.312	-0.330	-0.368	-0.247	-0.287	-0.210	0.103	0.034	-0.429	-0.786	-0.262	0.549	-125.000
-0.729	0.627	-0.021	0.478	-0.189	0.334	0.717	0.681	0.078	1.021	0.736	0.527	-0.178	-0.440	-0.180	0.295	0.020	-0.154	-0.145	-0.082	-0.090	-0.163	-0.039	-0.167	-0.815	-1.131	-0.524	0.166	-121.094
-0.497	0.745	-0.053	0.678	0.205	0.504	0.909	0.373	-0.370	0.734	0.344	0.140	-0.062	-0.109	0.132	0.540	0.378	0.014	0.148	0.111	0.156	-0.090	-0.127	-0.390	-1.193	-1.467	-0.817	-0.299	-117.188
-0.239	0.853	-0.061	0.856	0.621	0.688	1.083	0.047	-0.848	0.410	-0.106	-0.287	0.053	0.229	0.433	0.764	0.709	0.167	0.465	0.299	0.412	0.005	-0.151	-0.596	-1.515	-1.748	-1.097	-0.785	-113.281
0.028	0.932	-0.036	0.992	1.004	0.860	1.217	-0.287	-1.318	0.080	-0.573	-0.705	0.159	0.536	0.694	0.933	0.969	0.304	0.755	0.456	0.636	0.117	-0.110	-0.748	-1.737	-1.931	-1.318	-1.225	-109.375
0.283	0.963	0.024	1.072	1.301	0.991	1.297	-0.615	-1.740	-0.228	-1.010	-1.068	0.246	0.783	0.892	1.025	1.128	0.423	0.973	0.562	0.796	0.238	-0.014	-0.821	-1.826	-1.990	-1.442	-1.563	-105.469
0.500	0.938	0.112	1.088	1.473	1.061	1.310	-0.920	-2.073	-0.488	-1.373	-1.336	0.310	0.945	1.013	1.030	1.173	0.527	1.085	0.611	0.874	0.359	0.119	-0.802	-1.770	-1.919	-1.446	-1.757	-101.562
