FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.341	0.904	1.487	1.032	0.337	0.158	-0.251	-0.526	-1.078	-1.570	-1.085	-0.911	0.509	0.919	0.365	0.541	-0.146	-0.253	0.780	0.992	0.996	1.372	1.060	0.307	-1.023	-0.819	-0.143	-0.716	-199.219
0.472	0.828	1.181	1.007	0.311	0.348	-0.272	-0.398	-0.898	-1.237	-0.673	-0.759	0.474	0.822	0.227	0.507	-0.137	-0.166	0.704	0.972	0.954	1.211	0.880	0.171	-1.026	-0.881	-0.230	-0.776	-195.312
0.584	0.760	0.897	0.982	0.287	0.509	-0.293	-0.293	-0.749	-0.929	-0.298	-0.612	0.447	0.735	0.116	0.485	-0.122	-0.081	0.637	0.956	0.917	1.059	0.716	0.051	-1.023	-0.936	-0.305	-0.829	-191.406
0.660	0.701	0.649	0.954	0.267	0.619	-0.314	-0.228	-0.652	-0.667	0.010	-0.475	0.432	0.662	0.052	0.479	-0.099	-0.000	0.585	0.945	0.891	0.926	0.581	-0.037	-1.007	-0.975	-0.358	-0.869	-187.500
0.688	0.650	0.448	0.918	0.254	0.666	-0.337	-0.209	-0.617	-0.464	0.232	-0.350	0.431	0.608	0.042	0.491	-0.071	0.068	0.551	0.938	0.875	0.821	0.485	-0.086	-0.974	-0.990	-0.381	-0.886	-183.594
0.668	0.602	0.291	0.871	0.250	0.651	-0.364	-0.234	-0.639	-0.324	0.363	-0.237	0.441	0.572	0.082	0.513	-0.040	0.118	0.535	0.933	0.870	0.747	0.433	-0.093	-0.918	-0.972	-0.372	-0.872	-179.688
0.606	0.550	0.174	0.810	0.258	0.588	-0.398	-0.292	-0.704	-0.242	0.410	-0.135	0.457	0.550	0.155	0.537	-0.015	0.140	0.531	0.925	0.871	0.705	0.423	-0.062	-0.838	-0.918	-0.332	-0.821	-175.781
0.516	0.490	0.089	0.735	0.278	0.496	-0.437	-0.365	-0.787	-0.206	0.388	-0.043	0.470	0.537	0.240	0.550	-0.001	0.129	0.534	0.909	0.872	0.693	0.447	-0.002	-0.738	-0.827	-0.269	-0.733	-171.875
0.414	0.418	0.027	0.647	0.306	0.400	-0.480	-0.431	-0.862	-0.202	0.318	0.036	0.472	0.525	0.312	0.544	-0.005	0.084	0.538	0.882	0.870	0.704	0.494	0.075	-0.624	-0.708	-0.192	-0.613	-167.969
0.315	0.333	-0.019	0.551	0.336	0.323	-0.523	-0.473	-0.906	-0.213	0.220	0.101	0.458	0.513	0.353	0.518	-0.026	0.012	0.539	0.844	0.861	0.734	0.550	0.155	-0.509	-0.572	-0.116	-0.472	-164.062
0.227	0.241	-0.056	0.455	0.361	0.277	-0.561	-0.480	-0.903	-0.225	0.114	0.146	0.424	0.498	0.356	0.474	-0.059	-0.075	0.536	0.797	0.849	0.776	0.602	0.227	-0.407	-0.437	-0.053	-0.325	-160.156
0.155	0.147	-0.090	0.365	0.371	0.268	-0.590	-0.446	-0.849	-0.228	0.010	0.166	0.374	0.483	0.322	0.425	-0.095	-0.159	0.532	0.747	0.835	0.826	0.642	0.280	-0.332	-0.318	-0.014	-0.190	-156.250
0.098	0.061	-0.125	0.291	0.359	0.291	-0.606	-0.376	-0.748	-0.218	-0.081	0.154	0.313	0.473	0.264	0.383	-0.120	-0.221	0.531	0.702	0.826	0.879	0.663	0.312	-0.294	-0.230	-0.006	-0.084	-152.344
0.050	-0.009	-0.166	0.238	0.325	0.334	-0.606	-0.280	-0.611	-0.194	-0.157	0.108	0.249	0.472	0.196	0.359	-0.124	-0.247	0.535	0.669	0.826	0.928	0.664	0.320	-0.295	-0.182	-0.028	-0.019	-148.438
0.011	-0.055	-0.211	0.212	0.269	0.381	-0.587	-0.168	-0.455	-0.155	-0.215	0.031	0.190	0.483	0.132	0.359	-0.102	-0.235	0.544	0.651	0.833	0.964	0.643	0.308	-0.331	-0.176	-0.077	-0.004	-144.531
-0.019	-0.071	-0.258	0.214	0.203	0.419	-0.546	-0.055	-0.296	-0.106	-0.253	-0.069	0.146	0.506	0.080	0.380	-0.060	-0.194	0.550	0.646	0.846	0.978	0.603	0.279	-0.392	-0.207	-0.145	-0.035	-140.625
-0.037	-0.057	-0.303	0.242	0.138	0.438	-0.478	0.050	-0.148	-0.045	-0.272	-0.178	0.121	0.537	0.042	0.414	-0.011	-0.144	0.544	0.650	0.856	0.960	0.547	0.238	-0.464	-0.266	-0.219	-0.103	-136.719
-0.038	-0.016	-0.339	0.291	0.089	0.432	-0.383	0.142	-0.021	0.026	-0.269	-0.280	0.120	0.570	0.013	0.444	0.027	-0.109	0.514	0.654	0.855	0.904	0.477	0.191	-0.533	-0.340	-0.289	-0.193	-132.812
-0.022	0.040	-0.362	0.350	0.065	0.402	-0.258	0.217	0.082	0.109	-0.244	-0.360	0.140	0.597	-0.015	0.457	0.036	-0.109	0.454	0.647	0.834	0.810	0.400	0.140	-0.586	-0.418	-0.346	-0.290	-128.906
0.009	0.098	-0.372	0.409	0.074	0.352	-0.107	0.277	0.161	0.203	-0.196	-0.405	0.177	0.611	-0.047	0.440	0.007	-0.150	0.364	0.622	0.788	0.686	0.318	0.088	-0.614	-0.490	-0.387	-0.378	-125.000
0.045	0.144	-0.371	0.454	0.113	0.287	0.062	0.323	0.219	0.305	-0.128	-0.411	0.221	0.605	-0.087	0.387	-0.054	-0.222	0.250	0.574	0.714	0.543	0.239	0.038	-0.613	-0.550	-0.410	-0.446	-121.094
0.073	0.164	-0.361	0.474	0.176	0.213	0.231	0.353	0.261	0.409	-0.044	-0.380	0.261	0.578	-0.133	0.302	-0.134	-0.301	0.126	0.502	0.616	0.398	0.164	-0.010	-0.585	-0.593	-0.421	-0.490	-117.188
0.081	0.151	-0.348	0.461	0.252	0.133	0.379	0.368	0.291	0.503	0.049	-0.319	0.284	0.528	-0.177	0.194	-0.207	-0.357	0.009	0.410	0.500	0.266	0.096	-0.054	-0.531	-0.617	-0.424	-0.507	-113.281
