FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.753	-0.996	-2.173	-0.706	-0.085	-1.530	0.278	-0.353	0.508	0.999	0.891	0.605	0.620	0.778	-0.346	-0.106	0.378	1.123	0.856	0.259	0.443	1.014	0.309	0.681	-0.102	1.493	0.283	0.360	-199.219
-0.752	-0.780	-1.847	-0.593	-0.117	-1.404	0.145	-0.397	0.425	0.857	0.772	0.597	0.506	0.692	-0.265	0.073	0.311	0.683	0.702	0.323	0.466	0.955	0.186	0.684	0.007	1.479	0.324	0.401	-195.312
-0.739	-0.575	-1.538	-0.492	-0.147	-1.278	0.024	-0.430	0.348	0.730	0.665	0.594	0.395	0.604	-0.179	0.225	0.251	0.291	0.551	0.363	0.470	0.873	0.058	0.673	0.102	1.460	0.363	0.439	-191.406
-0.702	-0.389	-1.253	-0.412	-0.171	-1.151	-0.075	-0.444	0.277	0.627	0.574	0.596	0.290	0.511	-0.082	0.331	0.204	-0.004	0.408	0.362	0.439	0.750	-0.069	0.635	0.176	1.430	0.396	0.465	-187.500
-0.634	-0.228	-0.999	-0.356	-0.183	-1.014	-0.147	-0.439	0.209	0.547	0.494	0.596	0.192	0.413	0.033	0.380	0.176	-0.175	0.278	0.314	0.372	0.586	-0.189	0.563	0.222	1.378	0.415	0.469	-183.594
-0.531	-0.094	-0.777	-0.325	-0.177	-0.858	-0.195	-0.421	0.139	0.483	0.417	0.584	0.105	0.316	0.168	0.378	0.171	-0.208	0.171	0.226	0.277	0.392	-0.290	0.457	0.237	1.295	0.410	0.442	-179.688
-0.397	0.012	-0.588	-0.312	-0.147	-0.674	-0.223	-0.400	0.060	0.421	0.327	0.549	0.029	0.227	0.324	0.335	0.189	-0.114	0.091	0.117	0.172	0.191	-0.359	0.323	0.225	1.173	0.376	0.377	-175.781
-0.240	0.090	-0.436	-0.310	-0.088	-0.460	-0.243	-0.388	-0.033	0.345	0.212	0.480	-0.035	0.153	0.494	0.271	0.229	0.082	0.047	0.007	0.076	0.014	-0.381	0.173	0.193	1.010	0.308	0.271	-171.875
-0.076	0.143	-0.321	-0.310	-0.002	-0.220	-0.262	-0.394	-0.143	0.242	0.063	0.369	-0.092	0.100	0.672	0.203	0.286	0.342	0.038	-0.083	0.009	-0.111	-0.346	0.025	0.155	0.815	0.207	0.130	-167.969
0.078	0.167	-0.245	-0.306	0.103	0.029	-0.289	-0.422	-0.271	0.104	-0.122	0.215	-0.143	0.070	0.845	0.148	0.353	0.630	0.065	-0.139	-0.019	-0.163	-0.247	-0.103	0.125	0.604	0.081	-0.033	-164.062
0.206	0.161	-0.207	-0.298	0.211	0.265	-0.328	-0.472	-0.410	-0.067	-0.332	0.028	-0.195	0.061	1.000	0.111	0.422	0.915	0.120	-0.157	-0.006	-0.136	-0.088	-0.193	0.115	0.402	-0.057	-0.198	-160.156
0.296	0.121	-0.202	-0.290	0.303	0.456	-0.380	-0.535	-0.551	-0.259	-0.551	-0.178	-0.250	0.066	1.125	0.093	0.486	1.175	0.195	-0.139	0.040	-0.036	0.119	-0.234	0.136	0.234	-0.189	-0.345	-156.250
0.336	0.047	-0.229	-0.291	0.360	0.576	-0.440	-0.602	-0.684	-0.455	-0.755	-0.381	-0.309	0.081	1.206	0.090	0.540	1.404	0.279	-0.096	0.106	0.117	0.355	-0.219	0.191	0.121	-0.295	-0.451	-152.344
0.324	-0.060	-0.283	-0.307	0.367	0.604	-0.504	-0.663	-0.794	-0.634	-0.922	-0.559	-0.367	0.099	1.231	0.091	0.581	1.600	0.362	-0.038	0.176	0.295	0.592	-0.149	0.276	0.076	-0.359	-0.500	-148.438
0.258	-0.194	-0.366	-0.342	0.319	0.534	-0.566	-0.708	-0.871	-0.774	-1.031	-0.690	-0.419	0.118	1.191	0.088	0.604	1.766	0.436	0.022	0.241	0.470	0.804	-0.031	0.379	0.099	-0.365	-0.482	-144.531
0.145	-0.343	-0.479	-0.393	0.223	0.375	-0.617	-0.729	-0.901	-0.859	-1.068	-0.756	-0.456	0.138	1.081	0.073	0.605	1.900	0.493	0.075	0.292	0.618	0.965	0.122	0.482	0.181	-0.308	-0.395	-140.625
-0.008	-0.494	-0.624	-0.453	0.095	0.150	-0.651	-0.723	-0.878	-0.875	-1.027	-0.746	-0.466	0.164	0.901	0.040	0.580	1.997	0.527	0.117	0.329	0.726	1.057	0.296	0.564	0.299	-0.191	-0.248	-136.719
-0.187	-0.632	-0.797	-0.514	-0.042	-0.107	-0.658	-0.685	-0.798	-0.817	-0.909	-0.659	-0.440	0.199	0.658	-0.011	0.522	2.047	0.531	0.144	0.357	0.786	1.071	0.475	0.608	0.428	-0.023	-0.054	-132.812
-0.378	-0.746	-0.990	-0.565	-0.163	-0.356	-0.628	-0.615	-0.660	-0.687	-0.722	-0.499	-0.369	0.249	0.368	-0.077	0.427	2.038	0.499	0.157	0.381	0.803	1.009	0.641	0.600	0.538	0.177	0.166	-128.906
