FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
1.336	0.745	0.338	-1.014	-1.053	-1.051	-0.808	-0.505	-1.814	-1.700	-0.774	-0.840	0.652	0.967	0.948	0.036	0.163	-0.351	-0.365	-0.087	1.292	0.743	0.666	1.546	1.191	0.516	1.836	1.192	-199.219
0.934	0.363	0.191	-1.039	-0.835	-0.825	-0.533	-0.218	-1.285	-1.257	-0.316	-0.502	0.714	0.850	0.383	-0.185	-0.244	-0.407	-0.593	-0.268	1.032	0.486	0.517	1.467	0.975	0.637	1.603	1.321	-195.312
0.574	0.016	0.053	-1.055	-0.635	-0.622	-0.292	0.016	-0.812	-0.855	0.101	-0.199	0.762	0.740	-0.110	-0.377	-0.580	-0.440	-0.777	-0.433	0.784	0.253	0.385	1.375	0.768	0.723	1.383	1.418	-191.406
0.292	-0.268	-0.062	-1.054	-0.465	-0.461	-0.108	0.166	-0.434	-0.522	0.447	0.041	0.787	0.648	-0.480	-0.520	-0.797	-0.441	-0.887	-0.570	0.564	0.064	0.279	1.265	0.578	0.749	1.187	1.463	-187.500
0.103	-0.477	-0.150	-1.034	-0.333	-0.351	0.010	0.222	-0.171	-0.272	0.706	0.211	0.791	0.583	-0.705	-0.606	-0.878	-0.413	-0.909	-0.671	0.384	-0.067	0.206	1.139	0.412	0.705	1.027	1.448	-183.594
0.004	-0.609	-0.211	-0.995	-0.240	-0.292	0.066	0.199	-0.021	-0.104	0.877	0.315	0.779	0.553	-0.797	-0.642	-0.843	-0.373	-0.849	-0.733	0.251	-0.136	0.164	1.007	0.275	0.600	0.910	1.381	-179.688
-0.024	-0.676	-0.248	-0.941	-0.180	-0.272	0.079	0.132	0.038	-0.003	0.971	0.372	0.763	0.564	-0.790	-0.644	-0.738	-0.342	-0.728	-0.759	0.171	-0.152	0.144	0.885	0.170	0.456	0.840	1.279	-175.781
-0.007	-0.696	-0.263	-0.873	-0.139	-0.276	0.072	0.064	0.036	0.050	1.003	0.403	0.753	0.616	-0.732	-0.631	-0.622	-0.341	-0.579	-0.756	0.143	-0.128	0.133	0.785	0.096	0.302	0.809	1.165	-171.875
0.030	-0.685	-0.257	-0.796	-0.104	-0.283	0.069	0.034	0.007	0.076	0.988	0.425	0.759	0.704	-0.666	-0.622	-0.549	-0.385	-0.435	-0.729	0.164	-0.081	0.117	0.720	0.050	0.163	0.804	1.056	-167.969
0.072	-0.658	-0.229	-0.710	-0.062	-0.274	0.083	0.065	-0.024	0.088	0.933	0.442	0.782	0.819	-0.615	-0.626	-0.552	-0.472	-0.324	-0.685	0.226	-0.030	0.084	0.691	0.025	0.051	0.802	0.961	-164.062
