FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.660	-0.122	-0.781	0.293	-0.459	-0.386	-0.191	-0.083	0.319	-0.802	0.118	-0.114	0.028	0.081	-0.699	0.605	0.091	-1.019	-0.033	0.556	0.522	0.285	-0.042	0.397	-0.083	0.215	-1.159	0.010	-199.219
0.542	-0.087	-0.579	0.234	-0.385	-0.121	-0.229	-0.090	0.353	-0.776	0.151	-0.039	-0.045	0.101	-0.539	0.550	0.143	-0.671	0.039	0.494	0.500	0.274	-0.008	0.386	-0.144	0.245	-1.091	0.158	-195.312
0.409	-0.056	-0.396	0.168	-0.328	0.103	-0.267	-0.089	0.391	-0.743	0.178	0.036	-0.116	0.113	-0.376	0.494	0.187	-0.357	0.111	0.429	0.473	0.265	0.022	0.373	-0.204	0.274	-1.031	0.291	-191.406
0.256	-0.030	-0.246	0.094	-0.299	0.262	-0.301	-0.078	0.431	-0.700	0.191	0.105	-0.182	0.115	-0.205	0.440	0.223	-0.107	0.184	0.363	0.439	0.261	0.047	0.356	-0.263	0.295	-0.987	0.390	-187.500
0.081	-0.009	-0.137	0.016	-0.298	0.345	-0.329	-0.056	0.467	-0.646	0.183	0.159	-0.241	0.108	-0.030	0.394	0.254	0.071	0.260	0.301	0.402	0.265	0.067	0.332	-0.322	0.301	-0.962	0.438	-183.594
-0.111	0.011	-0.067	-0.055	-0.323	0.359	-0.348	-0.024	0.492	-0.582	0.151	0.191	-0.290	0.096	0.130	0.360	0.280	0.184	0.340	0.250	0.365	0.276	0.084	0.301	-0.384	0.282	-0.954	0.427	-179.688
-0.306	0.036	-0.026	-0.107	-0.359	0.326	-0.352	0.012	0.498	-0.515	0.095	0.193	-0.330	0.088	0.251	0.347	0.305	0.255	0.421	0.219	0.335	0.292	0.102	0.261	-0.451	0.230	-0.957	0.353	-175.781
-0.481	0.073	0.001	-0.124	-0.390	0.274	-0.341	0.047	0.477	-0.452	0.017	0.156	-0.358	0.093	0.311	0.358	0.333	0.304	0.495	0.215	0.320	0.308	0.121	0.212	-0.520	0.140	-0.962	0.219	-171.875
-0.602	0.125	0.033	-0.096	-0.395	0.234	-0.312	0.074	0.423	-0.399	-0.081	0.077	-0.375	0.118	0.301	0.395	0.366	0.345	0.559	0.244	0.329	0.319	0.140	0.153	-0.588	0.008	-0.963	0.030	-167.969
-0.639	0.194	0.082	-0.017	-0.356	0.226	-0.268	0.091	0.335	-0.361	-0.195	-0.046	-0.381	0.168	0.231	0.455	0.407	0.380	0.606	0.307	0.366	0.320	0.155	0.086	-0.648	-0.162	-0.955	-0.203	-164.062
-0.567	0.279	0.157	0.109	-0.263	0.264	-0.211	0.095	0.218	-0.340	-0.321	-0.205	-0.378	0.245	0.131	0.532	0.454	0.396	0.634	0.399	0.432	0.311	0.160	0.011	-0.693	-0.362	-0.937	-0.466	-160.156
-0.384	0.372	0.254	0.270	-0.115	0.346	-0.147	0.088	0.082	-0.331	-0.453	-0.389	-0.365	0.343	0.040	0.613	0.503	0.379	0.645	0.511	0.522	0.293	0.152	-0.070	-0.722	-0.580	-0.912	-0.740	-156.250
-0.113	0.465	0.365	0.447	0.080	0.458	-0.078	0.071	-0.059	-0.326	-0.583	-0.579	-0.345	0.453	-0.005	0.683	0.544	0.319	0.643	0.627	0.625	0.270	0.130	-0.152	-0.731	-0.796	-0.882	-1.002	-152.344
0.202	0.547	0.475	0.616	0.298	0.578	-0.008	0.049	-0.187	-0.314	-0.702	-0.754	-0.318	0.562	0.019	0.729	0.567	0.217	0.633	0.731	0.726	0.247	0.096	-0.228	-0.721	-0.989	-0.847	-1.227	-148.438
