FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.929	1.182	0.616	0.944	1.027	0.497	-0.050	0.612	-0.053	-0.487	-0.942	-1.139	-0.302	0.695	0.234	1.578	0.145	0.647	0.214	2.085	1.677	-0.196	-0.748	-1.406	-1.751	-2.220	-0.652	-2.001	-199.219
0.474	0.757	0.246	0.619	0.837	0.403	-0.119	0.557	-0.048	-0.529	-0.770	-0.989	-0.339	0.631	0.056	1.328	0.147	0.690	0.269	1.905	1.584	0.057	-0.363	-1.116	-1.284	-1.821	-0.431	-1.675	-195.312
0.033	0.358	-0.113	0.322	0.672	0.316	-0.169	0.501	-0.037	-0.555	-0.603	-0.839	-0.348	0.596	-0.125	1.091	0.147	0.717	0.322	1.740	1.510	0.298	-0.008	-0.823	-0.843	-1.438	-0.216	-1.362	-191.406
-0.379	0.009	-0.451	0.078	0.553	0.240	-0.180	0.444	-0.013	-0.548	-0.444	-0.688	-0.305	0.614	-0.309	0.880	0.138	0.705	0.364	1.603	1.474	0.515	0.289	-0.524	-0.451	-1.080	-0.006	-1.070	-187.500
-0.748	-0.270	-0.757	-0.095	0.496	0.179	-0.140	0.387	0.029	-0.495	-0.297	-0.535	-0.193	0.699	-0.495	0.710	0.116	0.637	0.391	1.507	1.487	0.696	0.503	-0.221	-0.128	-0.757	0.197	-0.807	-183.594
-1.060	-0.464	-1.023	-0.183	0.506	0.137	-0.041	0.334	0.090	-0.389	-0.170	-0.385	-0.007	0.854	-0.674	0.589	0.077	0.501	0.399	1.461	1.552	0.831	0.622	0.081	0.112	-0.478	0.396	-0.576	-179.688
-1.304	-0.570	-1.245	-0.185	0.580	0.114	0.113	0.288	0.169	-0.231	-0.066	-0.242	0.247	1.067	-0.836	0.525	0.020	0.293	0.384	1.466	1.662	0.913	0.640	0.370	0.261	-0.246	0.591	-0.380	-175.781
-1.477	-0.594	-1.421	-0.109	0.706	0.110	0.314	0.251	0.264	-0.027	0.012	-0.108	0.552	1.318	-0.973	0.515	-0.054	0.021	0.345	1.518	1.802	0.940	0.567	0.637	0.321	-0.061	0.783	-0.215	-171.875
-1.577	-0.547	-1.555	0.029	0.866	0.122	0.546	0.231	0.371	0.213	0.069	0.013	0.884	1.577	-1.076	0.550	-0.146	-0.302	0.283	1.603	1.950	0.916	0.417	0.870	0.303	0.082	0.972	-0.077	-167.969
-1.613	-0.452	-1.648	0.202	1.038	0.146	0.791	0.233	0.485	0.473	0.113	0.124	1.216	1.816	-1.145	0.614	-0.252	-0.656	0.201	1.700	2.081	0.846	0.212	1.060	0.223	0.188	1.156	0.044	-164.062
-1.596	-0.334	-1.706	0.381	1.200	0.177	1.030	0.263	0.604	0.737	0.156	0.228	1.521	2.007	-1.183	0.682	-0.370	-1.016	0.105	1.783	2.169	0.743	-0.019	1.202	0.102	0.267	1.329	0.153	-160.156
-1.541	-0.221	-1.734	0.539	1.332	0.209	1.247	0.323	0.723	0.985	0.211	0.328	1.775	2.132	-1.195	0.731	-0.494	-1.357	-0.000	1.826	2.197	0.619	-0.250	1.293	-0.038	0.323	1.481	0.254	-156.250
-1.463	-0.136	-1.732	0.649	1.418	0.239	1.425	0.412	0.837	1.199	0.284	0.428	1.962	2.180	-1.188	0.739	-0.614	-1.649	-0.103	1.808	2.152	0.491	-0.453	1.335	-0.176	0.361	1.599	0.349	-152.344
-1.374	-0.098	-1.702	0.698	1.448	0.263	1.554	0.525	0.938	1.361	0.376	0.525	2.070	2.152	-1.165	0.692	-0.716	-1.868	-0.191	1.718	2.034	0.373	-0.605	1.331	-0.300	0.378	1.669	0.430	-148.438
-1.281	-0.114	-1.644	0.679	1.419	0.279	1.625	0.647	1.012	1.455	0.475	0.612	2.096	2.055	-1.122	0.588	-0.781	-1.990	-0.249	1.556	1.851	0.281	-0.686	1.288	-0.401	0.370	1.674	0.487	-144.531
-1.187	-0.182	-1.554	0.599	1.336	0.287	1.632	0.760	1.046	1.471	0.564	0.674	2.041	1.903	-1.053	0.439	-0.792	-2.000	-0.263	1.338	1.622	0.225	-0.684	1.211	-0.478	0.330	1.603	0.506	-140.625
-1.088	-0.286	-1.431	0.472	1.205	0.287	1.574	0.843	1.023	1.401	0.618	0.695	1.910	1.713	-0.948	0.267	-0.733	-1.894	-0.221	1.089	1.370	0.215	-0.598	1.107	-0.534	0.250	1.448	0.475	-136.719
-0.979	-0.405	-1.271	0.321	1.042	0.283	1.451	0.874	0.929	1.246	0.612	0.661	1.715	1.503	-0.798	0.103	-0.595	-1.676	-0.117	0.841	1.121	0.254	-0.433	0.984	-0.576	0.129	1.214	0.386	-132.812
