FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.953	0.576	0.549	-0.017	-0.355	-0.831	-1.180	-1.009	-1.137	-1.534	-1.172	-0.890	-0.654	-0.244	0.952	1.467	1.087	0.519	0.791	0.876	0.736	0.456	0.274	-0.362	0.100	-0.233	-0.280	-0.177	-199.219
0.827	0.532	0.595	0.038	-0.367	-0.534	-1.076	-0.869	-1.152	-1.487	-1.207	-0.905	-0.589	-0.264	1.012	1.328	1.077	0.835	0.736	0.793	0.643	0.266	0.230	-0.390	-0.020	-0.292	-0.235	-0.400	-195.312
0.710	0.503	0.645	0.107	-0.351	-0.246	-0.953	-0.726	-1.148	-1.414	-1.223	-0.915	-0.510	-0.264	1.031	1.189	1.050	1.080	0.652	0.719	0.565	0.083	0.172	-0.407	-0.133	-0.348	-0.189	-0.598	-191.406
0.602	0.496	0.699	0.192	-0.293	0.022	-0.795	-0.576	-1.102	-1.292	-1.201	-0.909	-0.407	-0.232	0.979	1.049	0.987	1.201	0.522	0.657	0.509	-0.089	0.092	-0.402	-0.230	-0.397	-0.143	-0.746	-187.500
0.501	0.505	0.749	0.287	-0.189	0.254	-0.596	-0.417	-0.998	-1.107	-1.123	-0.878	-0.277	-0.165	0.839	0.903	0.882	1.170	0.340	0.605	0.478	-0.242	-0.012	-0.372	-0.302	-0.429	-0.095	-0.826	-183.594
0.405	0.518	0.788	0.377	-0.053	0.437	-0.359	-0.250	-0.829	-0.855	-0.980	-0.815	-0.124	-0.071	0.615	0.751	0.743	0.990	0.115	0.553	0.463	-0.374	-0.135	-0.319	-0.343	-0.441	-0.046	-0.830	-179.688
0.309	0.520	0.806	0.442	0.095	0.560	-0.093	-0.076	-0.595	-0.544	-0.769	-0.714	0.042	0.031	0.331	0.591	0.582	0.691	-0.133	0.492	0.453	-0.481	-0.267	-0.250	-0.354	-0.427	0.003	-0.761	-175.781
0.209	0.489	0.792	0.462	0.229	0.616	0.182	0.098	-0.308	-0.191	-0.499	-0.574	0.203	0.124	0.023	0.427	0.421	0.326	-0.377	0.412	0.432	-0.560	-0.394	-0.176	-0.335	-0.386	0.050	-0.630	-171.875
0.101	0.411	0.739	0.420	0.323	0.606	0.445	0.266	0.016	0.177	-0.183	-0.399	0.342	0.189	-0.270	0.260	0.278	-0.046	-0.591	0.305	0.388	-0.611	-0.502	-0.106	-0.293	-0.317	0.095	-0.455	-167.969
-0.017	0.277	0.644	0.310	0.363	0.536	0.674	0.422	0.351	0.533	0.156	-0.195	0.441	0.216	-0.512	0.097	0.164	-0.365	-0.757	0.173	0.313	-0.632	-0.579	-0.048	-0.234	-0.226	0.135	-0.256	-164.062
-0.143	0.094	0.510	0.139	0.345	0.418	0.849	0.557	0.671	0.848	0.495	0.027	0.489	0.205	-0.676	-0.056	0.085	-0.590	-0.864	0.021	0.207	-0.622	-0.618	-0.004	-0.168	-0.118	0.172	-0.055	-160.156
-0.271	-0.122	0.348	-0.074	0.275	0.270	0.957	0.664	0.950	1.100	0.806	0.251	0.480	0.163	-0.751	-0.191	0.039	-0.698	-0.913	-0.136	0.078	-0.585	-0.616	0.028	-0.102	-0.004	0.204	0.130	-156.250
-0.388	-0.345	0.172	-0.301	0.172	0.110	0.988	0.734	1.162	1.268	1.061	0.461	0.418	0.104	-0.737	-0.299	0.022	-0.689	-0.909	-0.281	-0.059	-0.521	-0.577	0.052	-0.044	0.104	0.233	0.281	-152.344
-0.478	-0.541	0.003	-0.508	0.058	-0.041	0.943	0.761	1.288	1.339	1.236	0.635	0.311	0.043	-0.644	-0.370	0.027	-0.583	-0.863	-0.392	-0.188	-0.435	-0.509	0.071	-0.001	0.193	0.256	0.388	-148.438
-0.524	-0.681	-0.137	-0.664	-0.045	-0.164	0.825	0.739	1.314	1.308	1.308	0.754	0.175	-0.005	-0.489	-0.398	0.051	-0.410	-0.787	-0.454	-0.290	-0.332	-0.419	0.088	0.022	0.247	0.271	0.440	-144.531
-0.512	-0.741	-0.229	-0.744	-0.118	-0.248	0.645	0.665	1.233	1.172	1.265	0.798	0.025	-0.032	-0.292	-0.376	0.094	-0.203	-0.691	-0.454	-0.351	-0.214	-0.313	0.104	0.020	0.255	0.272	0.434	-140.625
-0.436	-0.712	-0.259	-0.736	-0.153	-0.285	0.415	0.541	1.050	0.940	1.102	0.755	-0.123	-0.035	-0.072	-0.304	0.160	0.009	-0.582	-0.388	-0.360	-0.083	-0.195	0.115	-0.005	0.211	0.255	0.371	-136.719
-0.300	-0.601	-0.224	-0.645	-0.150	-0.276	0.150	0.372	0.777	0.624	0.828	0.625	-0.258	-0.018	0.154	-0.188	0.250	0.205	-0.466	-0.262	-0.313	0.058	-0.065	0.119	-0.048	0.115	0.214	0.254	-132.812
-0.116	-0.429	-0.133	-0.488	-0.117	-0.232	-0.134	0.168	0.436	0.245	0.465	0.416	-0.371	0.010	0.372	-0.039	0.363	0.375	-0.347	-0.090	-0.215	0.206	0.079	0.113	-0.101	-0.024	0.149	0.095	-128.906
0.093	-0.228	-0.005	-0.297	-0.071	-0.166	-0.418	-0.054	0.057	-0.169	0.049	0.151	-0.460	0.038	0.572	0.125	0.491	0.518	-0.229	0.106	-0.078	0.356	0.234	0.098	-0.152	-0.189	0.058	-0.092	-125.000
0.300	-0.033	0.136	-0.104	-0.027	-0.095	-0.682	-0.276	-0.323	-0.582	-0.378	-0.136	-0.525	0.055	0.745	0.281	0.622	0.635	-0.120	0.302	0.078	0.498	0.394	0.074	-0.189	-0.358	-0.051	-0.291	-121.094
0.477	0.124	0.263	0.059	0.002	-0.035	-0.907	-0.476	-0.666	-0.958	-0.766	-0.410	-0.570	0.055	0.883	0.408	0.738	0.727	-0.031	0.473	0.233	0.617	0.547	0.044	-0.204	-0.509	-0.172	-0.482	-117.188
0.604	0.223	0.351	0.172	0.010	0.006	-1.069	-0.631	-0.937	-1.258	-1.073	-0.632	-0.597	0.036	0.979	0.488	0.821	0.791	0.024	0.598	0.364	0.698	0.674	0.013	-0.192	-0.622	-0.293	-0.646	-113.281
0.665	0.256	0.384	0.228	-0.001	0.026	-1.151	-0.723	-1.107	-1.452	-1.265	-0.775	-0.609	0.001	1.026	0.509	0.855	0.821	0.034	0.667	0.456	0.724	0.755	-0.017	-0.156	-0.684	-0.398	-0.768	-109.375
0.657	0.231	0.356	0.233	-0.019	0.030	-1.140	-0.742	-1.162	-1.520	-1.323	-0.822	-0.604	-0.042	1.018	0.471	0.826	0.806	-0.006	0.674	0.498	0.688	0.774	-0.041	-0.102	-0.691	-0.476	-0.835	-105.469
0.585	0.169	0.273	0.207	-0.028	0.029	-1.032	-0.684	-1.099	-1.454	-1.247	-0.774	-0.579	-0.079	0.947	0.382	0.728	0.735	-0.095	0.627	0.490	0.591	0.721	-0.056	-0.042	-0.646	-0.515	-0.843	-101.562
