FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.118	1.714	3.100	1.633	0.432	1.419	-0.349	-0.484	-1.163	-0.892	-1.065	-0.694	-1.321	-1.320	1.527	0.214	0.406	1.220	0.246	-0.418	-0.921	-0.097	0.480	-1.035	-0.391	-1.521	-1.702	-1.623	-199.219
0.370	1.513	2.740	1.454	0.404	1.087	-0.301	-0.553	-1.188	-0.746	-0.840	-0.676	-0.969	-0.923	1.224	0.377	0.276	0.823	0.172	-0.169	-0.633	-0.211	0.239	-1.041	-0.509	-1.476	-1.554	-1.446	-195.312
0.802	1.322	2.391	1.291	0.391	0.797	-0.232	-0.584	-1.169	-0.584	-0.596	-0.628	-0.625	-0.543	0.908	0.504	0.114	0.433	0.073	0.038	-0.366	-0.332	0.004	-1.040	-0.626	-1.424	-1.397	-1.261	-191.406
1.129	1.151	2.067	1.155	0.402	0.587	-0.130	-0.555	-1.079	-0.400	-0.327	-0.528	-0.297	-0.197	0.580	0.571	-0.099	0.060	-0.064	0.173	-0.136	-0.461	-0.215	-1.020	-0.734	-1.355	-1.223	-1.060	-187.500
1.320	1.007	1.782	1.049	0.442	0.476	0.008	-0.453	-0.906	-0.198	-0.037	-0.369	0.002	0.098	0.245	0.563	-0.368	-0.288	-0.245	0.220	0.045	-0.596	-0.413	-0.973	-0.821	-1.259	-1.028	-0.842	-183.594
1.373	0.891	1.550	0.971	0.502	0.463	0.171	-0.284	-0.655	0.012	0.261	-0.159	0.261	0.330	-0.087	0.481	-0.684	-0.602	-0.462	0.174	0.168	-0.729	-0.587	-0.891	-0.874	-1.127	-0.812	-0.609	-179.688
1.306	0.802	1.378	0.908	0.568	0.527	0.342	-0.072	-0.354	0.212	0.543	0.086	0.467	0.490	-0.402	0.337	-1.022	-0.873	-0.696	0.051	0.232	-0.847	-0.736	-0.768	-0.877	-0.949	-0.579	-0.365	-175.781
1.149	0.733	1.269	0.849	0.624	0.637	0.497	0.152	-0.041	0.382	0.783	0.338	0.615	0.576	-0.682	0.154	-1.348	-1.094	-0.924	-0.123	0.242	-0.937	-0.857	-0.606	-0.816	-0.723	-0.338	-0.119	-171.875
0.939	0.676	1.218	0.782	0.654	0.757	0.613	0.350	0.235	0.501	0.954	0.567	0.700	0.593	-0.907	-0.043	-1.623	-1.256	-1.117	-0.316	0.209	-0.986	-0.942	-0.406	-0.683	-0.451	-0.096	0.121	-167.969
0.707	0.623	1.207	0.701	0.647	0.855	0.671	0.487	0.434	0.559	1.034	0.749	0.726	0.551	-1.065	-0.230	-1.816	-1.354	-1.253	-0.495	0.144	-0.984	-0.984	-0.178	-0.480	-0.143	0.135	0.345	-164.062
0.475	0.566	1.214	0.605	0.599	0.908	0.665	0.543	0.527	0.550	1.017	0.870	0.700	0.463	-1.150	-0.390	-1.905	-1.388	-1.315	-0.636	0.059	-0.926	-0.970	0.067	-0.216	0.190	0.349	0.550	-160.156
0.256	0.499	1.210	0.496	0.515	0.908	0.600	0.515	0.506	0.485	0.908	0.929	0.637	0.345	-1.170	-0.516	-1.889	-1.362	-1.299	-0.728	-0.038	-0.815	-0.894	0.316	0.090	0.529	0.541	0.735	-156.250
0.053	0.415	1.164	0.378	0.407	0.854	0.494	0.420	0.387	0.381	0.730	0.936	0.553	0.211	-1.140	-0.612	-1.781	-1.287	-1.213	-0.774	-0.143	-0.661	-0.751	0.552	0.410	0.856	0.707	0.902	-152.344
-0.134	0.311	1.052	0.256	0.290	0.758	0.370	0.287	0.207	0.266	0.516	0.911	0.463	0.074	-1.081	-0.688	-1.611	-1.177	-1.072	-0.789	-0.256	-0.478	-0.548	0.761	0.713	1.150	0.844	1.053	-148.438
-0.308	0.184	0.860	0.134	0.180	0.638	0.256	0.157	0.011	0.168	0.303	0.876	0.384	-0.056	-1.014	-0.759	-1.412	-1.046	-0.902	-0.792	-0.377	-0.285	-0.299	0.927	0.968	1.389	0.952	1.187	-144.531
-0.469	0.036	0.586	0.015	0.091	0.512	0.177	0.065	-0.152	0.111	0.126	0.849	0.327	-0.171	-0.954	-0.838	-1.219	-0.907	-0.725	-0.804	-0.505	-0.100	-0.025	1.040	1.147	1.553	1.025	1.301	-140.625
-0.617	-0.128	0.243	-0.101	0.033	0.398	0.145	0.036	-0.246	0.111	0.009	0.841	0.298	-0.265	-0.909	-0.933	-1.056	-0.765	-0.565	-0.837	-0.634	0.061	0.251	1.094	1.231	1.627	1.062	1.385	-136.719
-0.751	-0.300	-0.144	-0.210	0.009	0.310	0.164	0.081	-0.251	0.169	-0.038	0.852	0.298	-0.333	-0.875	-1.041	-0.933	-0.624	-0.437	-0.891	-0.754	0.187	0.504	1.087	1.214	1.604	1.058	1.431	-132.812
-0.868	-0.466	-0.542	-0.309	0.017	0.254	0.221	0.188	-0.171	0.273	-0.021	0.876	0.319	-0.374	-0.844	-1.152	-0.849	-0.480	-0.348	-0.959	-0.852	0.273	0.718	1.023	1.104	1.487	1.013	1.429	-128.906
-0.962	-0.611	-0.913	-0.391	0.049	0.231	0.294	0.330	-0.028	0.399	0.040	0.895	0.351	-0.387	-0.803	-1.248	-0.788	-0.330	-0.295	-1.021	-0.913	0.318	0.881	0.911	0.920	1.290	0.924	1.373	-125.000
-1.025	-0.715	-1.225	-0.448	0.095	0.234	0.358	0.468	0.139	0.515	0.113	0.890	0.377	-0.373	-0.738	-1.306	-0.728	-0.171	-0.268	-1.054	-0.924	0.328	0.991	0.762	0.690	1.036	0.792	1.258	-121.094
-1.044	-0.760	-1.449	-0.475	0.142	0.250	0.384	0.562	0.284	0.588	0.166	0.841	0.381	-0.337	-0.637	-1.302	-0.643	-0.004	-0.250	-1.034	-0.874	0.311	1.052	0.589	0.447	0.753	0.620	1.083	-117.188
-1.008	-0.733	-1.568	-0.464	0.184	0.265	0.353	0.579	0.367	0.593	0.166	0.732	0.351	-0.282	-0.490	-1.220	-0.515	0.167	-0.223	-0.944	-0.762	0.280	1.070	0.405	0.218	0.465	0.411	0.847	-113.281
-0.905	-0.630	-1.578	-0.413	0.215	0.268	0.258	0.500	0.360	0.515	0.092	0.555	0.280	-0.213	-0.298	-1.051	-0.334	0.331	-0.172	-0.774	-0.590	0.247	1.056	0.222	0.030	0.195	0.174	0.556	-109.375
-0.731	-0.459	-1.487	-0.325	0.233	0.251	0.103	0.325	0.258	0.355	-0.062	0.314	0.168	-0.136	-0.069	-0.801	-0.104	0.477	-0.085	-0.530	-0.372	0.225	1.017	0.051	-0.104	-0.043	-0.080	0.222	-105.469
-0.491	-0.242	-1.315	-0.210	0.238	0.209	-0.095	0.074	0.073	0.128	-0.285	0.027	0.024	-0.055	0.181	-0.490	0.157	0.595	0.039	-0.226	-0.124	0.224	0.958	-0.098	-0.176	-0.241	-0.334	-0.132	-101.562
-0.200	-0.011	-1.093	-0.085	0.230	0.143	-0.312	-0.217	-0.158	-0.139	-0.548	-0.280	-0.139	0.026	0.426	-0.149	0.424	0.677	0.191	0.111	0.134	0.248	0.882	-0.218	-0.191	-0.395	-0.569	-0.478	-97.656
0.115	0.198	-0.854	0.031	0.206	0.055	-0.520	-0.505	-0.389	-0.411	-0.813	-0.572	-0.301	0.101	0.640	0.184	0.664	0.718	0.358	0.448	0.380	0.299	0.791	-0.305	-0.159	-0.507	-0.767	-0.784	-93.750
0.418	0.351	-0.628	0.116	0.162	-0.052	-0.695	-0.747	-0.570	-0.654	-1.038	-0.818	-0.446	0.167	0.801	0.474	0.848	0.722	0.520	0.753	0.596	0.371	0.685	-0.356	-0.099	-0.577	-0.909	-1.017	-89.844
0.670	0.426	-0.441	0.155	0.093	-0.176	-0.821	-0.907	-0.658	-0.838	-1.184	-0.988	-0.558	0.218	0.897	0.689	0.956	0.694	0.659	0.994	0.766	0.454	0.566	-0.370	-0.031	-0.606	-0.981	-1.154	-85.938
0.834	0.415	-0.310	0.141	-0.001	-0.311	-0.888	-0.966	-0.628	-0.940	-1.224	-1.067	-0.629	0.252	0.926	0.814	0.981	0.646	0.758	1.154	0.883	0.537	0.435	-0.351	0.025	-0.596	-0.976	-1.184	-82.031
0.883	0.326	-0.241	0.075	-0.119	-0.449	-0.895	-0.921	-0.475	-0.952	-1.149	-1.051	-0.656	0.271	0.896	0.847	0.930	0.590	0.807	1.221	0.943	0.607	0.295	-0.304	0.049	-0.551	-0.897	-1.111	-78.125
0.808	0.180	-0.232	-0.027	-0.250	-0.578	-0.847	-0.785	-0.215	-0.873	-0.967	-0.947	-0.640	0.278	0.825	0.799	0.823	0.535	0.803	1.198	0.949	0.652	0.150	-0.237	0.030	-0.475	-0.752	-0.951	-74.219
0.617	0.006	-0.274	-0.147	-0.379	-0.687	-0.750	-0.584	0.115	-0.714	-0.701	-0.773	-0.587	0.281	0.729	0.692	0.685	0.487	0.749	1.099	0.907	0.663	0.004	-0.161	-0.036	-0.378	-0.556	-0.728	-70.312
0.341	-0.169	-0.354	-0.264	-0.490	-0.761	-0.614	-0.351	0.469	-0.493	-0.385	-0.552	-0.503	0.286	0.621	0.552	0.547	0.447	0.655	0.942	0.827	0.635	-0.139	-0.087	-0.143	-0.268	-0.329	-0.469	-66.406
0.020	-0.326	-0.458	-0.361	-0.568	-0.793	-0.448	-0.117	0.801	-0.233	-0.058	-0.311	-0.395	0.298	0.509	0.404	0.433	0.413	0.539	0.752	0.718	0.568	-0.273	-0.023	-0.277	-0.154	-0.090	-0.200	-62.500
-0.297	-0.454	-0.571	-0.432	-0.607	-0.787	-0.262	0.090	1.070	0.040	0.244	-0.075	-0.271	0.319	0.398	0.270	0.363	0.378	0.419	0.554	0.591	0.468	-0.393	0.024	-0.416	-0.042	0.143	0.058	-58.594
-0.568	-0.554	-0.684	-0.480	-0.606	-0.752	-0.069	0.253	1.250	0.299	0.492	0.132	-0.138	0.345	0.287	0.164	0.350	0.338	0.313	0.369	0.457	0.346	-0.492	0.050	-0.538	0.063	0.355	0.287	-54.688
-0.761	-0.636	-0.790	-0.515	-0.577	-0.705	0.118	0.364	1.330	0.521	0.669	0.294	-0.003	0.368	0.176	0.095	0.393	0.289	0.239	0.216	0.326	0.218	-0.564	0.060	-0.618	0.161	0.536	0.477	-50.781
-0.861	-0.712	-0.885	-0.551	-0.532	-0.668	0.283	0.423	1.314	0.686	0.767	0.399	0.126	0.380	0.066	0.062	0.485	0.232	0.205	0.108	0.208	0.100	-0.603	0.059	-0.640	0.249	0.678	0.618	-46.875
-0.869	-0.789	-0.964	-0.597	-0.488	-0.655	0.414	0.439	1.216	0.783	0.789	0.441	0.238	0.373	-0.038	0.062	0.613	0.171	0.214	0.048	0.113	0.009	-0.604	0.056	-0.592	0.325	0.777	0.701	-42.969
-0.802	-0.867	-1.023	-0.658	-0.455	-0.675	0.497	0.422	1.055	0.804	0.745	0.420	0.325	0.339	-0.129	0.089	0.759	0.114	0.263	0.037	0.044	-0.046	-0.566	0.058	-0.475	0.384	0.831	0.720	-39.062
-0.686	-0.937	-1.054	-0.728	-0.441	-0.722	0.525	0.385	0.850	0.749	0.648	0.338	0.374	0.278	-0.195	0.138	0.907	0.073	0.342	0.068	0.004	-0.059	-0.490	0.070	-0.301	0.418	0.836	0.670	-35.156
