FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.324	-0.358	-0.322	-0.090	-0.353	-0.235	0.206	-0.304	0.191	-0.290	-0.197	0.323	0.236	0.421	-0.353	1.105	0.323	-0.382	0.040	-0.247	0.054	0.364	0.088	0.604	0.460	0.163	-0.068	0.691	-199.219
0.334	-0.417	-0.258	-0.046	-0.308	-0.081	0.265	-0.363	0.298	-0.157	-0.184	0.257	0.231	0.417	-0.448	0.844	0.276	-0.310	0.102	-0.230	0.081	0.282	0.158	0.540	0.457	0.166	-0.022	0.631	-195.312
0.347	-0.460	-0.196	0.006	-0.254	0.058	0.315	-0.428	0.377	-0.038	-0.175	0.190	0.224	0.421	-0.528	0.606	0.233	-0.242	0.169	-0.202	0.117	0.210	0.227	0.479	0.445	0.158	0.017	0.563	-191.406
0.362	-0.474	-0.138	0.072	-0.183	0.170	0.350	-0.497	0.410	0.056	-0.172	0.123	0.214	0.436	-0.583	0.411	0.197	-0.181	0.242	-0.157	0.162	0.155	0.293	0.422	0.419	0.131	0.045	0.481	-187.500
0.380	-0.451	-0.088	0.152	-0.093	0.247	0.364	-0.572	0.387	0.117	-0.178	0.059	0.202	0.464	-0.608	0.272	0.170	-0.130	0.323	-0.091	0.218	0.124	0.353	0.373	0.377	0.084	0.058	0.384	-183.594
0.399	-0.391	-0.049	0.242	0.013	0.282	0.354	-0.647	0.313	0.140	-0.196	-0.003	0.188	0.504	-0.602	0.202	0.155	-0.091	0.410	-0.007	0.281	0.116	0.405	0.335	0.321	0.019	0.055	0.276	-179.688
0.421	-0.299	-0.022	0.334	0.124	0.278	0.320	-0.716	0.202	0.126	-0.230	-0.060	0.172	0.551	-0.570	0.199	0.151	-0.063	0.498	0.090	0.344	0.132	0.447	0.310	0.254	-0.055	0.037	0.164	-175.781
0.442	-0.186	-0.009	0.415	0.228	0.242	0.267	-0.770	0.076	0.082	-0.278	-0.112	0.156	0.596	-0.521	0.255	0.158	-0.046	0.578	0.187	0.399	0.166	0.478	0.299	0.187	-0.126	0.006	0.057	-171.875
0.461	-0.067	-0.013	0.472	0.311	0.185	0.202	-0.798	-0.040	0.018	-0.336	-0.154	0.142	0.629	-0.464	0.350	0.171	-0.036	0.642	0.271	0.432	0.211	0.495	0.302	0.128	-0.181	-0.034	-0.032	-167.969
0.472	0.044	-0.031	0.492	0.362	0.124	0.133	-0.792	-0.121	-0.051	-0.396	-0.180	0.131	0.638	-0.410	0.456	0.184	-0.032	0.681	0.329	0.435	0.261	0.495	0.314	0.089	-0.209	-0.076	-0.094	-164.062
0.471	0.133	-0.062	0.465	0.371	0.073	0.071	-0.748	-0.150	-0.111	-0.447	-0.185	0.125	0.616	-0.365	0.544	0.190	-0.033	0.689	0.351	0.401	0.307	0.476	0.331	0.077	-0.202	-0.115	-0.123	-160.156
0.453	0.190	-0.103	0.389	0.337	0.042	0.023	-0.667	-0.119	-0.149	-0.477	-0.163	0.122	0.558	-0.330	0.585	0.186	-0.037	0.661	0.335	0.329	0.344	0.439	0.347	0.096	-0.161	-0.144	-0.119	-156.250
0.417	0.209	-0.152	0.266	0.260	0.037	-0.007	-0.559	-0.033	-0.159	-0.477	-0.114	0.118	0.467	-0.302	0.560	0.170	-0.041	0.600	0.282	0.225	0.369	0.385	0.359	0.144	-0.091	-0.156	-0.086	-152.344
0.365	0.191	-0.206	0.107	0.146	0.052	-0.020	-0.436	0.097	-0.138	-0.442	-0.041	0.110	0.352	-0.274	0.464	0.144	-0.044	0.510	0.203	0.103	0.382	0.320	0.362	0.213	-0.003	-0.146	-0.034	-148.438
0.300	0.138	-0.262	-0.074	0.005	0.080	-0.019	-0.317	0.248	-0.093	-0.372	0.050	0.094	0.227	-0.238	0.304	0.114	-0.045	0.403	0.111	-0.023	0.384	0.249	0.355	0.293	0.091	-0.112	0.029	-144.531
0.228	0.060	-0.321	-0.257	-0.152	0.109	-0.011	-0.219	0.395	-0.030	-0.272	0.145	0.070	0.108	-0.189	0.102	0.089	-0.041	0.289	0.022	-0.137	0.379	0.181	0.342	0.371	0.177	-0.053	0.089	-140.625
0.156	-0.032	-0.381	-0.425	-0.309	0.125	-0.002	-0.154	0.513	0.037	-0.154	0.231	0.039	0.010	-0.126	-0.113	0.078	-0.032	0.181	-0.052	-0.226	0.372	0.122	0.325	0.435	0.246	0.029	0.139	-136.719
0.091	-0.126	-0.438	-0.561	-0.451	0.120	0.002	-0.132	0.585	0.100	-0.030	0.294	0.008	-0.054	-0.052	-0.311	0.088	-0.021	0.091	-0.100	-0.284	0.366	0.076	0.310	0.477	0.290	0.127	0.172	-132.812
0.038	-0.210	-0.489	-0.654	-0.564	0.090	-0.004	-0.153	0.600	0.150	0.085	0.325	-0.015	-0.077	0.024	-0.462	0.123	-0.008	0.026	-0.120	-0.310	0.363	0.047	0.299	0.490	0.308	0.236	0.185	-128.906
