FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.047	0.143	-1.732	1.682	0.579	-0.150	-0.130	-1.401	-1.449	-1.125	-1.453	-0.977	0.015	1.360	0.292	0.189	0.161	1.012	0.718	1.304	1.985	0.867	0.996	0.104	-0.755	-1.257	-0.522	-1.009	-199.219
-0.184	-0.060	-1.363	1.414	0.568	-0.115	-0.001	-1.241	-1.261	-0.879	-1.271	-0.771	0.117	1.287	0.165	0.025	-0.026	0.858	0.488	1.085	1.780	0.781	0.879	0.193	-0.644	-0.974	-0.326	-0.728	-195.312
-0.319	-0.253	-1.048	1.152	0.547	-0.105	0.121	-1.093	-1.070	-0.628	-1.078	-0.560	0.211	1.214	0.036	-0.135	-0.215	0.704	0.274	0.871	1.583	0.696	0.776	0.285	-0.520	-0.691	-0.129	-0.454	-191.406
-0.457	-0.429	-0.832	0.903	0.508	-0.134	0.233	-0.963	-0.870	-0.365	-0.865	-0.339	0.294	1.142	-0.094	-0.290	-0.407	0.554	0.087	0.666	1.402	0.612	0.694	0.388	-0.376	-0.408	0.069	-0.193	-187.500
-0.597	-0.585	-0.735	0.669	0.449	-0.207	0.334	-0.849	-0.660	-0.091	-0.632	-0.110	0.368	1.076	-0.225	-0.438	-0.601	0.412	-0.065	0.476	1.243	0.531	0.633	0.508	-0.206	-0.122	0.270	0.049	-183.594
-0.742	-0.721	-0.752	0.454	0.372	-0.314	0.423	-0.747	-0.443	0.186	-0.387	0.122	0.441	1.023	-0.360	-0.574	-0.788	0.282	-0.180	0.305	1.111	0.455	0.589	0.648	-0.010	0.164	0.473	0.268	-179.688
-0.888	-0.838	-0.856	0.260	0.286	-0.438	0.502	-0.653	-0.226	0.452	-0.147	0.343	0.525	0.990	-0.498	-0.695	-0.959	0.168	-0.257	0.157	1.011	0.387	0.552	0.810	0.204	0.445	0.676	0.459	-175.781
-1.030	-0.938	-1.009	0.091	0.201	-0.552	0.572	-0.559	-0.021	0.690	0.067	0.540	0.627	0.983	-0.634	-0.795	-1.103	0.074	-0.300	0.037	0.943	0.332	0.515	0.990	0.423	0.713	0.872	0.614	-171.875
-1.157	-1.018	-1.169	-0.051	0.131	-0.633	0.634	-0.460	0.159	0.883	0.231	0.695	0.753	1.003	-0.762	-0.870	-1.207	0.002	-0.314	-0.051	0.906	0.294	0.468	1.179	0.629	0.952	1.051	0.725	-167.969
-1.259	-1.071	-1.298	-0.161	0.085	-0.662	0.688	-0.353	0.303	1.019	0.330	0.793	0.898	1.045	-0.868	-0.913	-1.262	-0.047	-0.304	-0.105	0.897	0.274	0.408	1.362	0.801	1.144	1.199	0.785	-164.062
-1.322	-1.087	-1.367	-0.237	0.070	-0.629	0.732	-0.239	0.401	1.092	0.353	0.824	1.049	1.097	-0.941	-0.921	-1.262	-0.075	-0.275	-0.123	0.907	0.272	0.335	1.522	0.919	1.270	1.302	0.787	-160.156
-1.335	-1.057	-1.361	-0.279	0.088	-0.536	0.763	-0.121	0.451	1.103	0.303	0.786	1.185	1.147	-0.969	-0.890	-1.206	-0.081	-0.231	-0.105	0.927	0.286	0.254	1.636	0.966	1.312	1.344	0.726	-156.250
-1.291	-0.973	-1.277	-0.286	0.137	-0.397	0.777	-0.005	0.451	1.058	0.188	0.682	1.283	1.179	-0.943	-0.818	-1.099	-0.067	-0.173	-0.054	0.949	0.311	0.170	1.685	0.929	1.259	1.314	0.605	-152.344
-1.184	-0.833	-1.120	-0.262	0.210	-0.232	0.769	0.099	0.407	0.964	0.026	0.519	1.323	1.183	-0.862	-0.705	-0.947	-0.035	-0.102	0.028	0.966	0.341	0.094	1.655	0.801	1.104	1.207	0.426	-148.438
-1.015	-0.641	-0.907	-0.212	0.296	-0.062	0.734	0.178	0.321	0.829	-0.168	0.310	1.292	1.152	-0.730	-0.552	-0.759	0.011	-0.016	0.139	0.974	0.374	0.036	1.538	0.587	0.847	1.023	0.200	-144.531
-0.789	-0.407	-0.654	-0.141	0.385	0.091	0.669	0.220	0.198	0.655	-0.376	0.070	1.186	1.085	-0.557	-0.365	-0.540	0.066	0.090	0.273	0.974	0.408	0.005	1.332	0.296	0.502	0.768	-0.060	-140.625
-0.514	-0.147	-0.381	-0.057	0.467	0.214	0.571	0.215	0.041	0.444	-0.588	-0.188	1.012	0.988	-0.356	-0.149	-0.300	0.126	0.215	0.424	0.967	0.443	0.007	1.050	-0.049	0.089	0.459	-0.336	-136.719
-0.207	0.120	-0.109	0.035	0.533	0.300	0.439	0.157	-0.146	0.197	-0.792	-0.448	0.784	0.867	-0.141	0.084	-0.045	0.182	0.357	0.585	0.954	0.478	0.041	0.711	-0.419	-0.361	0.116	-0.608	-132.812
0.114	0.376	0.146	0.127	0.575	0.351	0.276	0.049	-0.356	-0.083	-0.983	-0.695	0.521	0.731	0.072	0.319	0.213	0.228	0.506	0.741	0.936	0.512	0.102	0.341	-0.779	-0.811	-0.233	-0.855	-128.906
0.429	0.603	0.371	0.212	0.588	0.373	0.087	-0.099	-0.578	-0.388	-1.151	-0.917	0.242	0.587	0.272	0.537	0.461	0.262	0.647	0.877	0.907	0.543	0.180	-0.030	-1.095	-1.219	-0.564	-1.058	-125.000
0.718	0.787	0.559	0.281	0.572	0.377	-0.120	-0.270	-0.797	-0.702	-1.288	-1.102	-0.033	0.441	0.444	0.719	0.681	0.282	0.763	0.974	0.859	0.565	0.261	-0.371	-1.335	-1.549	-0.851	-1.202	-121.094
0.961	0.919	0.711	0.327	0.526	0.370	-0.332	-0.443	-0.994	-1.004	-1.385	-1.240	-0.287	0.297	0.578	0.848	0.858	0.291	0.836	1.016	0.784	0.573	0.331	-0.657	-1.477	-1.774	-1.076	-1.280	-117.188
1.148	0.996	0.832	0.347	0.456	0.361	-0.537	-0.597	-1.152	-1.271	-1.435	-1.325	-0.506	0.158	0.667	0.913	0.978	0.293	0.853	0.992	0.676	0.563	0.379	-0.869	-1.513	-1.877	-1.226	-1.289	-113.281
1.269	1.022	0.927	0.340	0.372	0.355	-0.721	-0.714	-1.255	-1.482	-1.434	-1.355	-0.679	0.029	0.706	0.913	1.036	0.290	0.811	0.902	0.536	0.533	0.396	-1.000	-1.449	-1.857	-1.297	-1.234	-109.375
1.323	1.008	1.002	0.312	0.285	0.356	-0.867	-0.781	-1.295	-1.620	-1.381	-1.328	-0.797	-0.086	0.697	0.857	1.036	0.281	0.717	0.757	0.372	0.485	0.378	-1.050	-1.304	-1.725	-1.291	-1.125	-105.469
1.314	0.965	1.056	0.272	0.212	0.368	-0.966	-0.795	-1.270	-1.671	-1.280	-1.248	-0.856	-0.180	0.644	0.761	0.987	0.261	0.586	0.578	0.198	0.425	0.327	-1.029	-1.106	-1.506	-1.215	-0.973	-101.562
1.251	0.909	1.084	0.230	0.164	0.392	-1.006	-0.759	-1.185	-1.634	-1.135	-1.117	-0.853	-0.251	0.555	0.646	0.905	0.222	0.436	0.389	0.031	0.358	0.250	-0.951	-0.888	-1.229	-1.082	-0.790	-97.656
1.142	0.852	1.081	0.192	0.149	0.425	-0.983	-0.683	-1.052	-1.508	-0.954	-0.940	-0.794	-0.297	0.445	0.533	0.804	0.156	0.287	0.214	-0.118	0.289	0.154	-0.835	-0.680	-0.925	-0.905	-0.587	-93.750
1.001	0.799	1.039	0.162	0.166	0.460	-0.899	-0.579	-0.882	-1.304	-0.742	-0.725	-0.687	-0.323	0.326	0.434	0.696	0.058	0.150	0.069	-0.241	0.219	0.048	-0.701	-0.500	-0.621	-0.698	-0.374	-89.844
0.836	0.751	0.957	0.133	0.202	0.485	-0.758	-0.460	-0.687	-1.033	-0.503	-0.477	-0.544	-0.337	0.210	0.353	0.583	-0.074	0.031	-0.041	-0.344	0.144	-0.060	-0.564	-0.357	-0.334	-0.475	-0.155	-85.938
0.660	0.696	0.836	0.092	0.237	0.483	-0.573	-0.337	-0.477	-0.715	-0.241	-0.204	-0.383	-0.353	0.105	0.285	0.465	-0.237	-0.072	-0.125	-0.438	0.055	-0.163	-0.436	-0.241	-0.071	-0.247	0.068	-82.031
0.480	0.622	0.683	0.023	0.245	0.439	-0.357	-0.214	-0.255	-0.368	0.042	0.083	-0.223	-0.384	0.013	0.216	0.337	-0.424	-0.166	-0.198	-0.539	-0.056	-0.255	-0.323	-0.137	0.175	-0.022	0.294	-78.125
