FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-1.057	-1.404	-0.425	-0.525	0.163	0.287	0.524	0.559	0.208	0.466	0.499	0.237	0.204	0.124	-0.877	-0.940	-0.300	-0.279	-0.815	-0.018	0.488	-0.789	-0.445	-0.001	0.500	1.061	0.485	0.869	-199.219
-1.099	-1.037	-0.404	-0.325	0.178	0.278	0.448	0.470	0.389	0.464	0.664	0.384	0.183	0.104	-0.806	-0.723	-0.220	-0.344	-0.682	0.136	0.519	-0.771	-0.568	-0.110	0.313	0.690	0.348	0.698	-195.312
-1.138	-0.702	-0.366	-0.142	0.195	0.282	0.377	0.376	0.530	0.463	0.805	0.513	0.181	0.102	-0.747	-0.549	-0.177	-0.406	-0.578	0.254	0.547	-0.754	-0.676	-0.192	0.149	0.360	0.236	0.546	-191.406
-1.172	-0.424	-0.301	0.006	0.214	0.303	0.317	0.275	0.607	0.465	0.906	0.611	0.210	0.131	-0.711	-0.452	-0.194	-0.458	-0.523	0.309	0.566	-0.736	-0.755	-0.225	0.026	0.106	0.166	0.432	-187.500
-1.197	-0.222	-0.207	0.109	0.234	0.344	0.272	0.168	0.608	0.473	0.957	0.671	0.278	0.195	-0.704	-0.449	-0.285	-0.503	-0.527	0.283	0.573	-0.716	-0.796	-0.198	-0.050	-0.052	0.152	0.368	-183.594
-1.205	-0.102	-0.091	0.163	0.254	0.399	0.244	0.059	0.537	0.487	0.954	0.694	0.387	0.296	-0.726	-0.536	-0.448	-0.542	-0.588	0.176	0.567	-0.695	-0.794	-0.107	-0.083	-0.108	0.201	0.364	-179.688
-1.189	-0.058	0.033	0.170	0.272	0.458	0.232	-0.044	0.412	0.508	0.901	0.685	0.529	0.422	-0.772	-0.693	-0.663	-0.581	-0.692	-0.001	0.548	-0.669	-0.750	0.038	-0.086	-0.074	0.306	0.416	-175.781
-1.143	-0.076	0.146	0.140	0.285	0.508	0.233	-0.133	0.264	0.535	0.810	0.653	0.684	0.559	-0.830	-0.885	-0.897	-0.621	-0.815	-0.219	0.517	-0.636	-0.667	0.218	-0.075	0.029	0.452	0.515	-171.875
-1.070	-0.136	0.227	0.085	0.292	0.536	0.244	-0.200	0.125	0.563	0.697	0.604	0.830	0.686	-0.886	-1.069	-1.109	-0.660	-0.924	-0.444	0.478	-0.592	-0.551	0.410	-0.065	0.168	0.613	0.638	-167.969
-0.974	-0.216	0.260	0.022	0.293	0.534	0.260	-0.239	0.026	0.585	0.578	0.541	0.939	0.783	-0.923	-1.202	-1.255	-0.689	-0.986	-0.636	0.433	-0.531	-0.409	0.583	-0.067	0.312	0.756	0.757	-164.062
