FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.663	-1.105	-1.582	-0.594	-0.751	-0.469	0.406	0.306	0.526	0.273	1.013	1.345	0.121	-0.183	-1.617	-0.767	-0.146	-0.700	0.141	-0.406	-0.610	0.734	0.187	1.228	0.906	3.069	1.271	2.795	-199.219
-1.138	-1.153	-1.558	-0.685	-0.701	-0.421	0.699	0.681	1.200	0.825	1.660	1.811	0.276	-0.330	-1.751	-0.948	-0.447	-0.950	-0.035	-0.717	-0.745	0.521	0.065	1.176	0.656	2.722	1.407	2.881	-195.312
-1.547	-1.203	-1.534	-0.766	-0.642	-0.356	0.965	1.038	1.824	1.328	2.230	2.225	0.405	-0.474	-1.867	-1.117	-0.726	-1.159	-0.202	-1.010	-0.878	0.321	-0.049	1.115	0.429	2.386	1.514	2.942	-191.406
-1.834	-1.252	-1.505	-0.826	-0.574	-0.271	1.176	1.353	2.336	1.731	2.650	2.528	0.483	-0.608	-1.940	-1.256	-0.952	-1.290	-0.345	-1.258	-0.998	0.151	-0.143	1.037	0.244	2.062	1.564	2.943	-187.500
-1.963	-1.286	-1.460	-0.854	-0.495	-0.164	1.307	1.603	2.689	1.991	2.862	2.674	0.491	-0.723	-1.945	-1.342	-1.094	-1.318	-0.443	-1.437	-1.093	0.027	-0.205	0.940	0.114	1.749	1.532	2.855	-183.594
-1.922	-1.283	-1.380	-0.840	-0.410	-0.038	1.342	1.767	2.844	2.078	2.832	2.630	0.424	-0.808	-1.870	-1.353	-1.126	-1.234	-0.478	-1.521	-1.151	-0.036	-0.225	0.821	0.042	1.442	1.407	2.653	-179.688
-1.722	-1.221	-1.250	-0.775	-0.321	0.100	1.275	1.828	2.783	1.985	2.554	2.386	0.286	-0.854	-1.712	-1.270	-1.029	-1.046	-0.435	-1.494	-1.159	-0.031	-0.194	0.684	0.027	1.137	1.188	2.328	-175.781
-1.398	-1.082	-1.059	-0.657	-0.234	0.236	1.112	1.775	2.506	1.719	2.052	1.953	0.093	-0.849	-1.479	-1.086	-0.797	-0.777	-0.308	-1.348	-1.107	0.042	-0.109	0.536	0.057	0.830	0.891	1.885	-171.875
-0.998	-0.861	-0.810	-0.491	-0.156	0.356	0.868	1.610	2.035	1.310	1.378	1.371	-0.127	-0.787	-1.186	-0.804	-0.444	-0.458	-0.102	-1.091	-0.988	0.175	0.027	0.390	0.120	0.525	0.541	1.346	-167.969
-0.579	-0.570	-0.524	-0.290	-0.094	0.443	0.571	1.346	1.411	0.801	0.603	0.695	-0.344	-0.662	-0.853	-0.446	-0.003	-0.129	0.165	-0.747	-0.804	0.355	0.207	0.258	0.201	0.231	0.178	0.752	-164.062
-0.196	-0.239	-0.229	-0.075	-0.055	0.486	0.252	1.005	0.692	0.246	-0.191	-0.005	-0.525	-0.474	-0.502	-0.048	0.477	0.175	0.465	-0.352	-0.563	0.561	0.415	0.159	0.287	-0.038	-0.157	0.155	-160.156
0.106	0.090	0.034	0.126	-0.042	0.476	-0.053	0.619	-0.056	-0.298	-0.922	-0.657	-0.640	-0.229	-0.157	0.345	0.935	0.418	0.762	0.046	-0.281	0.770	0.629	0.108	0.368	-0.261	-0.420	-0.387	-156.250
0.297	0.370	0.229	0.288	-0.057	0.415	-0.309	0.225	-0.764	-0.776	-1.524	-1.196	-0.668	0.062	0.154	0.686	1.313	0.578	1.018	0.399	0.014	0.959	0.828	0.117	0.444	-0.417	-0.577	-0.817	-152.344
0.366	0.557	0.327	0.387	-0.096	0.312	-0.489	-0.144	-1.370	-1.141	-1.946	-1.571	-0.598	0.378	0.401	0.932	1.562	0.639	1.198	0.665	0.295	1.110	0.990	0.191	0.515	-0.489	-0.605	-1.090	-148.438
0.321	0.619	0.317	0.411	-0.152	0.181	-0.575	-0.455	-1.824	-1.361	-2.164	-1.754	-0.433	0.695	0.558	1.052	1.651	0.599	1.279	0.814	0.530	1.205	1.098	0.327	0.587	-0.464	-0.499	-1.178	-144.531
0.187	0.546	0.206	0.355	-0.214	0.040	-0.563	-0.688	-2.094	-1.419	-2.177	-1.739	-0.185	0.985	0.605	1.035	1.573	0.467	1.250	0.837	0.694	1.236	1.142	0.506	0.667	-0.340	-0.273	-1.079	-140.625
-0.003	0.350	0.021	0.232	-0.273	-0.093	-0.462	-0.829	-2.172	-1.318	-2.002	-1.545	0.116	1.218	0.535	0.886	1.341	0.262	1.117	0.745	0.772	1.199	1.118	0.705	0.754	-0.130	0.040	-0.813	-136.719
