FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.202	-0.014	0.564	0.561	0.660	1.859	-0.338	-0.715	-0.479	-0.849	-0.977	-1.357	-0.015	1.315	0.395	0.401	-0.012	-0.927	0.374	1.050	1.213	0.782	0.660	0.627	-0.704	-0.248	0.144	-0.191	-199.219
0.237	-0.047	0.494	0.322	0.341	1.182	-0.428	-0.778	-0.450	-0.759	-0.711	-1.082	-0.158	1.062	0.333	0.326	0.059	-0.886	0.466	0.929	1.035	0.727	0.751	0.553	-0.361	-0.110	0.189	-0.052	-195.312
0.254	-0.087	0.423	0.100	0.051	0.564	-0.494	-0.827	-0.410	-0.644	-0.441	-0.812	-0.264	0.836	0.268	0.251	0.127	-0.862	0.540	0.811	0.871	0.664	0.807	0.488	-0.070	0.021	0.241	0.078	-191.406
0.239	-0.139	0.351	-0.090	-0.183	0.058	-0.517	-0.852	-0.355	-0.488	-0.171	-0.557	-0.308	0.661	0.202	0.178	0.188	-0.864	0.580	0.698	0.733	0.593	0.806	0.438	0.132	0.136	0.301	0.188	-187.500
0.187	-0.202	0.273	-0.236	-0.345	-0.306	-0.486	-0.844	-0.283	-0.286	0.095	-0.326	-0.274	0.548	0.132	0.108	0.235	-0.896	0.579	0.593	0.628	0.516	0.732	0.409	0.226	0.234	0.372	0.274	-183.594
0.102	-0.274	0.184	-0.333	-0.427	-0.527	-0.401	-0.805	-0.197	-0.046	0.346	-0.126	-0.165	0.503	0.055	0.045	0.269	-0.960	0.541	0.499	0.560	0.438	0.587	0.404	0.224	0.315	0.451	0.332	-179.688
-0.002	-0.351	0.078	-0.381	-0.437	-0.626	-0.271	-0.741	-0.108	0.208	0.568	0.035	0.003	0.516	-0.027	-0.007	0.288	-1.046	0.475	0.418	0.528	0.366	0.385	0.424	0.153	0.383	0.534	0.362	-175.781
-0.109	-0.422	-0.043	-0.384	-0.386	-0.636	-0.119	-0.666	-0.035	0.443	0.744	0.151	0.204	0.573	-0.111	-0.043	0.298	-1.134	0.399	0.355	0.528	0.311	0.152	0.466	0.053	0.440	0.612	0.369	-171.875
-0.202	-0.478	-0.173	-0.349	-0.293	-0.593	0.028	-0.600	0.003	0.617	0.855	0.215	0.404	0.654	-0.188	-0.058	0.306	-1.198	0.330	0.317	0.554	0.284	-0.077	0.522	-0.036	0.481	0.672	0.352	-167.969
-0.268	-0.505	-0.295	-0.281	-0.176	-0.526	0.141	-0.561	-0.014	0.691	0.886	0.222	0.571	0.739	-0.243	-0.047	0.321	-1.207	0.285	0.309	0.598	0.293	-0.266	0.583	-0.090	0.497	0.700	0.312	-164.062
