FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.479	-0.549	-0.455	-0.148	0.525	0.626	1.152	1.504	0.503	1.741	2.030	1.684	0.906	0.775	-1.065	-1.510	-2.304	-0.719	-0.696	-0.789	-0.508	-0.268	0.208	-0.351	-1.047	-0.009	-0.577	-0.289	-199.219
-0.341	-0.451	-0.190	-0.145	0.387	0.498	0.830	1.393	0.195	1.299	1.445	1.421	0.712	0.604	-1.007	-1.445	-2.016	-0.764	-0.597	-0.751	-0.432	-0.158	0.189	-0.200	-0.648	0.276	-0.440	-0.197	-195.312
-0.206	-0.386	0.041	-0.151	0.252	0.381	0.523	1.292	-0.075	0.876	0.894	1.162	0.507	0.420	-0.957	-1.389	-1.736	-0.791	-0.500	-0.720	-0.376	-0.061	0.190	-0.070	-0.263	0.555	-0.314	-0.100	-191.406
-0.085	-0.376	0.211	-0.176	0.120	0.278	0.242	1.203	-0.274	0.490	0.413	0.917	0.284	0.216	-0.919	-1.349	-1.473	-0.789	-0.411	-0.705	-0.352	0.014	0.228	0.027	0.098	0.824	-0.202	0.014	-187.500
0.003	-0.432	0.304	-0.225	-0.010	0.185	-0.002	1.126	-0.377	0.159	0.031	0.700	0.045	-0.011	-0.891	-1.331	-1.233	-0.745	-0.335	-0.709	-0.370	0.060	0.309	0.084	0.421	1.080	-0.105	0.154	-183.594
0.042	-0.550	0.320	-0.301	-0.142	0.095	-0.203	1.056	-0.375	-0.104	-0.233	0.527	-0.200	-0.254	-0.873	-1.332	-1.015	-0.657	-0.275	-0.729	-0.426	0.076	0.430	0.102	0.698	1.316	-0.021	0.324	-179.688
0.019	-0.710	0.271	-0.401	-0.278	-0.005	-0.358	0.982	-0.271	-0.288	-0.367	0.413	-0.436	-0.502	-0.859	-1.348	-0.818	-0.525	-0.235	-0.760	-0.515	0.064	0.578	0.087	0.919	1.528	0.052	0.520	-175.781
-0.070	-0.886	0.175	-0.518	-0.419	-0.127	-0.466	0.893	-0.085	-0.393	-0.376	0.370	-0.640	-0.735	-0.845	-1.367	-0.637	-0.361	-0.215	-0.797	-0.622	0.032	0.733	0.052	1.081	1.711	0.121	0.738	-171.875
-0.217	-1.049	0.051	-0.643	-0.563	-0.278	-0.532	0.774	0.149	-0.425	-0.278	0.403	-0.792	-0.930	-0.825	-1.379	-0.471	-0.180	-0.216	-0.832	-0.731	-0.010	0.874	0.011	1.182	1.864	0.192	0.970	-167.969
-0.404	-1.170	-0.083	-0.762	-0.703	-0.456	-0.558	0.617	0.384	-0.398	-0.102	0.507	-0.876	-1.064	-0.792	-1.374	-0.320	-0.002	-0.233	-0.856	-0.826	-0.049	0.981	-0.019	1.226	1.986	0.268	1.203	-164.062
-0.599	-1.231	-0.212	-0.855	-0.826	-0.651	-0.551	0.416	0.573	-0.333	0.113	0.665	-0.883	-1.118	-0.742	-1.338	-0.186	0.149	-0.260	-0.861	-0.889	-0.074	1.039	-0.028	1.217	2.077	0.349	1.424	-160.156
