FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
1.441	-2.271	-1.491	-0.268	-0.214	-0.086	0.267	0.937	-0.078	1.437	0.095	0.242	0.107	-0.707	-0.030	-0.310	-0.492	-0.067	0.813	-0.179	0.513	-0.091	-0.043	0.098	-0.399	0.493	-0.114	-0.201	-199.219
1.032	-1.906	-1.085	-0.122	-0.252	-0.052	0.212	0.684	0.241	1.471	0.397	0.437	-0.032	-0.672	-0.205	-0.343	-0.276	-0.314	0.679	-0.235	0.287	-0.079	-0.129	0.072	-0.319	0.530	-0.030	-0.079	-195.312
0.637	-1.569	-0.699	0.008	-0.303	-0.041	0.144	0.418	0.496	1.477	0.653	0.597	-0.155	-0.616	-0.372	-0.372	-0.092	-0.512	0.566	-0.280	0.086	-0.046	-0.187	0.064	-0.204	0.578	0.060	0.037	-191.406
0.269	-1.278	-0.361	0.113	-0.372	-0.070	0.053	0.132	0.634	1.434	0.826	0.695	-0.246	-0.522	-0.514	-0.390	0.043	-0.632	0.489	-0.298	-0.067	0.020	-0.192	0.088	-0.036	0.641	0.157	0.138	-187.500
-0.061	-1.040	-0.085	0.191	-0.456	-0.141	-0.061	-0.171	0.629	1.336	0.895	0.720	-0.295	-0.378	-0.618	-0.393	0.116	-0.662	0.456	-0.283	-0.158	0.123	-0.137	0.146	0.188	0.715	0.258	0.215	-183.594
-0.337	-0.853	0.124	0.244	-0.542	-0.244	-0.190	-0.478	0.481	1.189	0.858	0.671	-0.298	-0.178	-0.683	-0.380	0.123	-0.602	0.465	-0.234	-0.185	0.250	-0.030	0.233	0.449	0.791	0.356	0.259	-179.688
-0.541	-0.710	0.268	0.276	-0.611	-0.355	-0.314	-0.766	0.220	1.012	0.734	0.563	-0.255	0.073	-0.710	-0.353	0.074	-0.472	0.504	-0.158	-0.155	0.383	0.106	0.333	0.711	0.854	0.437	0.262	-175.781
-0.655	-0.599	0.353	0.295	-0.646	-0.451	-0.415	-1.010	-0.106	0.828	0.551	0.418	-0.174	0.360	-0.705	-0.318	-0.015	-0.299	0.558	-0.067	-0.081	0.495	0.240	0.426	0.927	0.884	0.491	0.219	-171.875
-0.663	-0.506	0.388	0.308	-0.629	-0.510	-0.475	-1.189	-0.442	0.663	0.344	0.265	-0.064	0.659	-0.669	-0.275	-0.117	-0.118	0.612	0.028	0.018	0.565	0.342	0.489	1.053	0.865	0.506	0.129	-167.969
-0.562	-0.418	0.380	0.320	-0.552	-0.518	-0.483	-1.289	-0.739	0.532	0.145	0.129	0.059	0.938	-0.594	-0.225	-0.207	0.035	0.654	0.117	0.123	0.578	0.390	0.504	1.056	0.781	0.471	-0.005	-164.062
-0.361	-0.328	0.338	0.337	-0.418	-0.475	-0.438	-1.305	-0.960	0.444	-0.025	0.026	0.182	1.169	-0.471	-0.166	-0.257	0.137	0.681	0.195	0.220	0.529	0.372	0.456	0.919	0.624	0.383	-0.177	-160.156
-0.084	-0.230	0.274	0.364	-0.236	-0.385	-0.347	-1.245	-1.087	0.396	-0.153	-0.035	0.292	1.328	-0.295	-0.091	-0.250	0.175	0.692	0.260	0.298	0.422	0.292	0.340	0.652	0.391	0.239	-0.378	-156.250
0.235	-0.125	0.201	0.404	-0.024	-0.262	-0.227	-1.127	-1.121	0.375	-0.237	-0.060	0.379	1.404	-0.068	0.001	-0.178	0.154	0.692	0.315	0.351	0.273	0.164	0.162	0.279	0.090	0.045	-0.596	-152.344
