FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.933	0.872	-0.176	-0.318	-0.012	0.463	-0.355	-0.742	-0.768	-0.981	-1.206	-0.976	-0.032	0.747	-0.544	0.085	0.710	1.242	0.701	0.288	1.079	1.113	-0.291	0.141	-0.529	-0.611	-0.351	-0.674	-199.219
0.603	0.613	-0.064	-0.435	0.029	0.463	-0.251	-0.686	-0.672	-0.812	-0.940	-0.877	0.108	0.801	-0.847	-0.189	0.350	0.784	0.706	0.141	1.127	0.981	0.008	0.399	-0.298	-0.224	0.090	-0.388	-195.312
0.295	0.371	0.027	-0.537	0.067	0.460	-0.161	-0.650	-0.602	-0.667	-0.704	-0.784	0.231	0.847	-1.091	-0.433	0.034	0.377	0.710	0.005	1.169	0.861	0.284	0.636	-0.077	0.132	0.492	-0.130	-191.406
0.030	0.161	0.084	-0.608	0.100	0.452	-0.095	-0.649	-0.579	-0.562	-0.528	-0.709	0.324	0.879	-1.230	-0.619	-0.200	0.061	0.714	-0.103	1.199	0.762	0.519	0.830	0.121	0.428	0.822	0.075	-187.500
-0.174	-0.003	0.100	-0.640	0.126	0.438	-0.053	-0.681	-0.607	-0.506	-0.426	-0.656	0.380	0.893	-1.240	-0.726	-0.333	-0.143	0.715	-0.175	1.215	0.689	0.696	0.966	0.278	0.640	1.053	0.208	-183.594
-0.312	-0.110	0.077	-0.627	0.148	0.421	-0.029	-0.736	-0.674	-0.492	-0.399	-0.627	0.401	0.885	-1.123	-0.748	-0.367	-0.234	0.705	-0.203	1.217	0.643	0.804	1.034	0.379	0.751	1.171	0.260	-179.688
-0.384	-0.158	0.024	-0.569	0.171	0.405	-0.011	-0.788	-0.756	-0.504	-0.432	-0.619	0.393	0.858	-0.903	-0.689	-0.317	-0.232	0.674	-0.186	1.203	0.615	0.830	1.032	0.413	0.759	1.175	0.230	-175.781
-0.397	-0.145	-0.042	-0.472	0.201	0.398	0.016	-0.812	-0.824	-0.522	-0.499	-0.624	0.365	0.814	-0.625	-0.561	-0.215	-0.168	0.614	-0.128	1.176	0.594	0.770	0.964	0.375	0.666	1.074	0.131	-171.875
-0.363	-0.080	-0.100	-0.343	0.243	0.411	0.063	-0.784	-0.851	-0.526	-0.571	-0.631	0.327	0.757	-0.340	-0.383	-0.089	-0.076	0.521	-0.034	1.136	0.565	0.625	0.839	0.268	0.485	0.887	-0.020	-167.969
-0.294	0.029	-0.129	-0.190	0.299	0.450	0.132	-0.693	-0.823	-0.504	-0.620	-0.630	0.285	0.690	-0.093	-0.173	0.034	0.012	0.396	0.090	1.083	0.516	0.407	0.666	0.106	0.234	0.637	-0.200	-164.062
