FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.149	-0.183	-1.375	0.602	0.680	-0.149	0.286	-0.726	-0.928	-0.282	-0.209	0.117	0.650	0.859	-0.273	0.461	0.270	0.138	0.563	0.598	0.819	0.959	0.833	0.662	0.278	0.183	0.384	0.029	-199.219
-0.067	-0.099	-1.001	0.528	0.602	-0.066	0.012	-0.866	-1.159	-0.534	-0.476	-0.100	0.515	0.758	-0.110	0.545	0.361	0.208	0.642	0.681	0.816	1.014	0.850	0.629	0.351	0.063	0.263	-0.048	-195.312
0.009	-0.021	-0.653	0.459	0.520	0.007	-0.246	-0.989	-1.367	-0.768	-0.721	-0.299	0.386	0.652	0.048	0.614	0.442	0.270	0.708	0.743	0.799	1.054	0.862	0.595	0.416	-0.048	0.136	-0.106	-191.406
0.082	0.046	-0.349	0.397	0.432	0.061	-0.474	-1.082	-1.531	-0.968	-0.926	-0.464	0.268	0.537	0.196	0.655	0.504	0.319	0.751	0.769	0.762	1.071	0.863	0.556	0.463	-0.145	-0.001	-0.137	-187.500
0.157	0.103	-0.100	0.348	0.339	0.092	-0.661	-1.139	-1.640	-1.121	-1.080	-0.591	0.165	0.413	0.332	0.667	0.547	0.352	0.768	0.756	0.702	1.060	0.852	0.510	0.483	-0.224	-0.149	-0.137	-183.594
0.237	0.157	0.097	0.316	0.247	0.099	-0.802	-1.157	-1.689	-1.220	-1.181	-0.681	0.076	0.284	0.455	0.656	0.570	0.366	0.761	0.708	0.624	1.023	0.822	0.455	0.465	-0.289	-0.305	-0.116	-179.688
0.326	0.215	0.250	0.306	0.164	0.089	-0.895	-1.141	-1.683	-1.265	-1.233	-0.741	0.001	0.155	0.564	0.633	0.580	0.360	0.735	0.641	0.538	0.964	0.773	0.389	0.404	-0.343	-0.464	-0.089	-175.781
0.423	0.285	0.375	0.322	0.101	0.070	-0.939	-1.093	-1.628	-1.254	-1.242	-0.782	-0.061	0.034	0.658	0.613	0.579	0.334	0.698	0.570	0.456	0.890	0.701	0.312	0.300	-0.392	-0.614	-0.073	-171.875
0.520	0.368	0.482	0.364	0.067	0.053	-0.936	-1.019	-1.528	-1.193	-1.216	-0.814	-0.111	-0.069	0.731	0.603	0.570	0.288	0.654	0.511	0.389	0.807	0.610	0.227	0.156	-0.440	-0.745	-0.081	-167.969
0.605	0.464	0.580	0.426	0.068	0.047	-0.886	-0.919	-1.388	-1.084	-1.159	-0.842	-0.146	-0.148	0.775	0.606	0.550	0.221	0.606	0.473	0.344	0.718	0.502	0.137	-0.015	-0.487	-0.844	-0.121	-164.062
0.665	0.561	0.665	0.502	0.105	0.059	-0.792	-0.795	-1.205	-0.932	-1.072	-0.866	-0.164	-0.199	0.781	0.618	0.513	0.132	0.552	0.457	0.323	0.625	0.383	0.048	-0.199	-0.534	-0.902	-0.191	-160.156
