FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.763	-0.970	0.844	-0.988	-1.185	-0.409	-0.220	-0.607	0.225	0.094	0.931	0.150	0.505	0.737	-0.181	-1.007	-0.125	1.186	-0.342	-0.538	0.219	0.990	0.673	1.029	0.098	-0.108	0.292	-0.463	-199.219
-0.821	-0.962	0.261	-0.964	-0.946	-0.475	0.076	-0.509	0.227	0.286	0.942	0.318	0.699	0.879	-0.160	-0.887	-0.102	0.877	-0.250	-0.485	0.281	0.785	0.398	1.040	0.172	0.140	0.397	-0.264	-195.312
-0.873	-0.961	-0.264	-0.943	-0.719	-0.518	0.354	-0.397	0.241	0.469	0.963	0.481	0.866	0.987	-0.154	-0.790	-0.103	0.579	-0.187	-0.451	0.317	0.578	0.132	1.043	0.247	0.380	0.499	-0.066	-191.406
-0.905	-0.967	-0.681	-0.923	-0.516	-0.519	0.593	-0.264	0.276	0.631	0.990	0.628	0.984	1.039	-0.171	-0.722	-0.142	0.305	-0.171	-0.443	0.315	0.374	-0.123	1.029	0.325	0.597	0.593	0.120	-187.500
-0.905	-0.978	-0.959	-0.901	-0.344	-0.473	0.778	-0.105	0.331	0.758	1.016	0.744	1.039	1.024	-0.209	-0.688	-0.223	0.068	-0.206	-0.459	0.271	0.180	-0.362	0.991	0.405	0.779	0.673	0.283	-183.594
-0.864	-0.991	-1.093	-0.873	-0.211	-0.384	0.895	0.072	0.402	0.839	1.029	0.817	1.027	0.946	-0.262	-0.681	-0.337	-0.122	-0.284	-0.492	0.195	0.007	-0.579	0.928	0.482	0.909	0.731	0.408	-179.688
-0.777	-0.999	-1.097	-0.837	-0.117	-0.269	0.938	0.252	0.478	0.866	1.010	0.831	0.955	0.821	-0.316	-0.687	-0.465	-0.256	-0.386	-0.524	0.104	-0.129	-0.764	0.839	0.550	0.972	0.758	0.479	-175.781
-0.640	-0.992	-0.998	-0.785	-0.060	-0.149	0.908	0.417	0.542	0.832	0.944	0.777	0.837	0.674	-0.352	-0.686	-0.578	-0.328	-0.483	-0.535	0.023	-0.213	-0.907	0.727	0.598	0.953	0.747	0.481	-171.875
-0.454	-0.958	-0.830	-0.710	-0.032	-0.043	0.810	0.543	0.576	0.738	0.816	0.650	0.692	0.535	-0.351	-0.654	-0.644	-0.334	-0.543	-0.502	-0.021	-0.232	-0.995	0.599	0.614	0.844	0.691	0.405	-167.969
-0.226	-0.882	-0.629	-0.603	-0.021	0.036	0.658	0.613	0.565	0.587	0.624	0.451	0.542	0.430	-0.296	-0.570	-0.638	-0.276	-0.542	-0.406	-0.009	-0.180	-1.017	0.459	0.588	0.641	0.587	0.247	-164.062
0.033	-0.756	-0.424	-0.460	-0.013	0.085	0.469	0.617	0.502	0.392	0.371	0.194	0.403	0.374	-0.183	-0.424	-0.543	-0.162	-0.465	-0.242	0.069	-0.060	-0.969	0.315	0.514	0.351	0.437	0.013	-160.156
0.304	-0.577	-0.238	-0.282	0.005	0.107	0.265	0.557	0.390	0.170	0.079	-0.099	0.288	0.372	-0.015	-0.219	-0.364	-0.005	-0.315	-0.017	0.207	0.112	-0.850	0.172	0.393	-0.008	0.250	-0.280	-156.250
0.563	-0.354	-0.088	-0.078	0.040	0.114	0.069	0.448	0.245	-0.055	-0.223	-0.398	0.201	0.412	0.188	0.025	-0.123	0.175	-0.110	0.244	0.384	0.310	-0.668	0.036	0.233	-0.409	0.041	-0.603	-152.344
0.784	-0.107	0.020	0.133	0.094	0.117	-0.098	0.312	0.093	-0.256	-0.497	-0.667	0.143	0.475	0.397	0.276	0.143	0.356	0.116	0.502	0.566	0.503	-0.440	-0.088	0.049	-0.818	-0.173	-0.924	-148.438
0.944	0.138	0.087	0.326	0.163	0.126	-0.218	0.178	-0.037	-0.408	-0.704	-0.872	0.108	0.535	0.580	0.490	0.386	0.516	0.324	0.715	0.716	0.658	-0.187	-0.195	-0.143	-1.199	-0.370	-1.207	-144.531
1.026	0.349	0.118	0.477	0.237	0.142	-0.277	0.071	-0.116	-0.491	-0.813	-0.988	0.088	0.568	0.704	0.629	0.557	0.637	0.474	0.841	0.799	0.745	0.064	-0.279	-0.323	-1.515	-0.530	-1.420	-140.625
1.026	0.500	0.125	0.564	0.304	0.166	-0.272	0.010	-0.127	-0.493	-0.807	-1.001	0.078	0.559	0.749	0.663	0.618	0.704	0.538	0.855	0.795	0.746	0.283	-0.336	-0.475	-1.738	-0.639	-1.538	-136.719
0.951	0.572	0.120	0.574	0.354	0.191	-0.205	0.003	-0.065	-0.414	-0.690	-0.916	0.072	0.500	0.703	0.578	0.549	0.712	0.500	0.747	0.698	0.660	0.445	-0.363	-0.584	-1.845	-0.689	-1.551	-132.812
0.817	0.558	0.116	0.506	0.380	0.212	-0.090	0.049	0.062	-0.268	-0.481	-0.752	0.066	0.399	0.572	0.381	0.355	0.660	0.368	0.530	0.520	0.498	0.534	-0.360	-0.641	-1.826	-0.677	-1.461	-128.906
0.646	0.463	0.121	0.371	0.379	0.227	0.055	0.136	0.229	-0.080	-0.218	-0.537	0.059	0.267	0.374	0.098	0.062	0.554	0.162	0.232	0.287	0.286	0.544	-0.326	-0.639	-1.679	-0.608	-1.282	-125.000
