FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.140	-0.697	-0.769	-0.797	-0.502	-2.413	-0.172	-0.564	0.026	-0.309	-0.266	-0.742	0.446	0.832	0.166	0.332	0.938	2.147	0.789	1.167	0.923	0.503	0.543	0.279	0.086	-0.940	0.101	-1.104	-199.219
0.015	-0.531	-0.787	-0.411	-0.256	-1.828	-0.351	-0.711	-0.007	-0.441	-0.268	-0.691	0.354	0.733	-0.056	0.433	0.801	1.835	0.883	1.168	1.003	0.592	0.610	0.247	0.134	-0.849	-0.026	-0.928	-195.312
-0.112	-0.384	-0.814	-0.066	-0.032	-1.294	-0.514	-0.850	-0.044	-0.557	-0.266	-0.627	0.272	0.633	-0.269	0.508	0.663	1.555	0.958	1.152	1.060	0.670	0.664	0.224	0.180	-0.736	-0.116	-0.735	-191.406
-0.246	-0.273	-0.857	0.205	0.153	-0.850	-0.639	-0.969	-0.078	-0.637	-0.255	-0.542	0.212	0.533	-0.463	0.540	0.529	1.327	1.003	1.108	1.077	0.726	0.693	0.217	0.220	-0.587	-0.139	-0.514	-187.500
-0.388	-0.209	-0.913	0.384	0.289	-0.518	-0.710	-1.052	-0.105	-0.664	-0.229	-0.431	0.182	0.439	-0.631	0.520	0.404	1.155	1.007	1.030	1.047	0.755	0.691	0.231	0.249	-0.401	-0.081	-0.267	-183.594
-0.535	-0.190	-0.973	0.469	0.377	-0.293	-0.711	-1.084	-0.116	-0.627	-0.181	-0.297	0.185	0.357	-0.775	0.450	0.293	1.028	0.966	0.923	0.974	0.750	0.653	0.265	0.257	-0.189	0.056	-0.004	-179.688
-0.680	-0.210	-1.023	0.475	0.426	-0.157	-0.634	-1.050	-0.100	-0.520	-0.106	-0.146	0.221	0.294	-0.894	0.343	0.201	0.921	0.882	0.797	0.870	0.711	0.579	0.314	0.236	0.031	0.254	0.257	-175.781
-0.818	-0.257	-1.050	0.425	0.449	-0.081	-0.479	-0.938	-0.045	-0.345	-0.001	0.010	0.285	0.259	-0.994	0.220	0.130	0.808	0.762	0.668	0.753	0.639	0.473	0.368	0.178	0.231	0.481	0.491	-171.875
-0.942	-0.319	-1.049	0.345	0.458	-0.039	-0.252	-0.749	0.056	-0.108	0.139	0.160	0.367	0.255	-1.074	0.100	0.084	0.668	0.620	0.551	0.642	0.537	0.340	0.419	0.082	0.388	0.701	0.676	-167.969
-1.048	-0.384	-1.022	0.258	0.465	-0.009	0.029	-0.495	0.204	0.171	0.310	0.293	0.456	0.282	-1.135	0.004	0.063	0.488	0.474	0.459	0.552	0.414	0.192	0.458	-0.049	0.480	0.879	0.794	-164.062
