FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.056	-0.302	-0.921	-0.022	0.625	-0.096	-0.057	-0.323	-0.704	-1.115	-0.422	-0.259	0.508	0.672	0.406	0.210	-0.464	-1.085	0.049	0.835	1.017	0.642	0.215	0.502	-0.033	-0.324	0.044	-0.424	-199.219
0.116	-0.095	-0.799	0.128	0.577	-0.090	-0.066	-0.410	-0.841	-1.079	-0.603	-0.459	0.406	0.666	0.356	0.374	-0.252	-0.809	0.203	0.905	1.031	0.708	0.311	0.469	-0.041	-0.229	0.005	-0.452	-195.312
0.255	0.081	-0.688	0.249	0.525	-0.088	-0.058	-0.477	-0.947	-1.017	-0.750	-0.625	0.316	0.654	0.308	0.509	-0.078	-0.566	0.331	0.948	1.027	0.760	0.400	0.440	-0.046	-0.136	-0.025	-0.469	-191.406
0.338	0.200	-0.595	0.319	0.464	-0.095	-0.021	-0.510	-1.001	-0.911	-0.838	-0.735	0.246	0.631	0.263	0.591	0.036	-0.374	0.412	0.948	0.995	0.783	0.474	0.415	-0.047	-0.050	-0.043	-0.471	-187.500
0.354	0.251	-0.522	0.327	0.395	-0.113	0.049	-0.503	-0.992	-0.755	-0.852	-0.774	0.203	0.597	0.219	0.611	0.078	-0.243	0.439	0.897	0.933	0.772	0.527	0.394	-0.046	0.025	-0.044	-0.454	-183.594
0.306	0.236	-0.474	0.276	0.322	-0.142	0.150	-0.456	-0.921	-0.554	-0.790	-0.738	0.192	0.559	0.169	0.567	0.050	-0.176	0.412	0.800	0.847	0.728	0.555	0.378	-0.042	0.087	-0.027	-0.420	-179.688
0.210	0.168	-0.448	0.181	0.251	-0.177	0.271	-0.377	-0.803	-0.327	-0.663	-0.640	0.214	0.526	0.110	0.475	-0.033	-0.162	0.344	0.672	0.752	0.659	0.556	0.366	-0.038	0.135	0.006	-0.373	-175.781
0.090	0.072	-0.441	0.064	0.190	-0.212	0.395	-0.280	-0.660	-0.098	-0.494	-0.500	0.264	0.505	0.044	0.356	-0.141	-0.186	0.255	0.536	0.667	0.576	0.530	0.355	-0.039	0.164	0.047	-0.324	-171.875
-0.029	-0.024	-0.440	-0.046	0.147	-0.235	0.501	-0.184	-0.521	0.104	-0.313	-0.347	0.334	0.503	-0.021	0.239	-0.242	-0.223	0.170	0.419	0.609	0.493	0.480	0.340	-0.052	0.166	0.082	-0.289	-167.969
-0.123	-0.093	-0.432	-0.124	0.129	-0.238	0.568	-0.106	-0.410	0.252	-0.149	-0.211	0.408	0.520	-0.068	0.150	-0.301	-0.248	0.110	0.341	0.590	0.418	0.412	0.315	-0.089	0.131	0.096	-0.283	-164.062
-0.175	-0.117	-0.400	-0.154	0.137	-0.214	0.581	-0.060	-0.348	0.328	-0.029	-0.117	0.471	0.552	-0.079	0.109	-0.295	-0.241	0.088	0.315	0.612	0.359	0.332	0.274	-0.156	0.052	0.071	-0.320	-160.156
-0.173	-0.086	-0.330	-0.128	0.167	-0.164	0.531	-0.056	-0.342	0.323	0.034	-0.080	0.507	0.587	-0.040	0.125	-0.216	-0.191	0.110	0.343	0.668	0.315	0.247	0.213	-0.258	-0.078	-0.003	-0.405	-156.250
