FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.970	1.443	0.479	0.854	0.371	0.146	-1.403	-1.332	-1.701	-1.469	-1.625	-1.637	-0.504	0.326	0.133	1.586	1.135	0.302	0.710	1.110	1.004	0.604	0.264	-0.193	-0.401	-0.864	-0.882	-1.797	-199.219
0.865	1.119	0.413	0.642	0.221	0.140	-1.058	-1.009	-1.394	-1.080	-1.256	-1.215	-0.262	0.293	-0.035	1.183	0.560	0.116	0.435	0.791	0.825	0.514	0.270	0.103	-0.223	-0.599	-0.505	-1.338	-195.312
0.759	0.833	0.348	0.459	0.099	0.140	-0.732	-0.713	-1.099	-0.711	-0.905	-0.813	-0.042	0.260	-0.180	0.814	0.025	-0.059	0.161	0.504	0.661	0.404	0.253	0.349	-0.063	-0.346	-0.164	-0.897	-191.406
0.650	0.622	0.297	0.333	0.027	0.153	-0.444	-0.470	-0.831	-0.383	-0.591	-0.453	0.139	0.226	-0.292	0.512	-0.429	-0.212	-0.103	0.279	0.525	0.264	0.201	0.506	0.057	-0.124	0.109	-0.497	-187.500
0.541	0.507	0.272	0.279	0.019	0.182	-0.206	-0.292	-0.603	-0.113	-0.332	-0.158	0.265	0.194	-0.361	0.299	-0.768	-0.336	-0.347	0.131	0.425	0.092	0.111	0.550	0.122	0.050	0.289	-0.162	-183.594
0.440	0.490	0.278	0.300	0.078	0.228	-0.022	-0.182	-0.426	0.087	-0.146	0.056	0.333	0.165	-0.386	0.184	-0.977	-0.426	-0.556	0.067	0.364	-0.103	-0.014	0.477	0.124	0.162	0.367	0.089	-179.688
0.360	0.557	0.318	0.384	0.196	0.290	0.111	-0.130	-0.307	0.212	-0.041	0.179	0.344	0.142	-0.373	0.161	-1.054	-0.479	-0.716	0.078	0.339	-0.302	-0.158	0.299	0.066	0.202	0.345	0.243	-175.781
0.312	0.681	0.386	0.512	0.353	0.360	0.201	-0.121	-0.245	0.264	-0.021	0.209	0.310	0.129	-0.332	0.216	-1.012	-0.497	-0.815	0.146	0.345	-0.482	-0.301	0.050	-0.045	0.167	0.239	0.296	-171.875
0.304	0.830	0.474	0.659	0.528	0.428	0.255	-0.138	-0.239	0.251	-0.078	0.151	0.245	0.130	-0.274	0.324	-0.872	-0.483	-0.844	0.250	0.373	-0.619	-0.418	-0.229	-0.190	0.065	0.075	0.253	-167.969
0.336	0.970	0.570	0.801	0.696	0.484	0.281	-0.170	-0.281	0.184	-0.199	0.020	0.170	0.146	-0.210	0.460	-0.666	-0.439	-0.801	0.367	0.415	-0.692	-0.488	-0.493	-0.350	-0.089	-0.114	0.128	-164.062
0.399	1.078	0.663	0.919	0.834	0.515	0.281	-0.210	-0.361	0.077	-0.362	-0.165	0.102	0.180	-0.143	0.601	-0.426	-0.369	-0.691	0.479	0.463	-0.689	-0.496	-0.703	-0.502	-0.273	-0.297	-0.058	-160.156
0.478	1.137	0.738	1.001	0.929	0.513	0.257	-0.258	-0.466	-0.057	-0.543	-0.381	0.054	0.230	-0.070	0.727	-0.183	-0.275	-0.527	0.574	0.513	-0.607	-0.435	-0.831	-0.624	-0.459	-0.449	-0.277	-156.250
0.553	1.141	0.783	1.042	0.974	0.470	0.207	-0.319	-0.580	-0.207	-0.717	-0.604	0.032	0.294	0.017	0.825	0.037	-0.161	-0.328	0.646	0.562	-0.459	-0.314	-0.866	-0.702	-0.619	-0.552	-0.500	-152.344
0.603	1.093	0.782	1.040	0.970	0.387	0.132	-0.396	-0.689	-0.361	-0.864	-0.811	0.036	0.365	0.129	0.888	0.214	-0.031	-0.116	0.695	0.611	-0.264	-0.150	-0.811	-0.723	-0.729	-0.600	-0.700	-148.438
0.615	1.000	0.723	0.999	0.928	0.269	0.035	-0.488	-0.777	-0.507	-0.968	-0.982	0.061	0.439	0.267	0.912	0.339	0.106	0.088	0.725	0.659	-0.048	0.030	-0.683	-0.684	-0.771	-0.593	-0.851	-144.531
0.581	0.874	0.602	0.927	0.859	0.128	-0.074	-0.589	-0.833	-0.636	-1.021	-1.101	0.096	0.507	0.424	0.897	0.407	0.240	0.264	0.737	0.706	0.162	0.197	-0.507	-0.591	-0.738	-0.539	-0.937	-140.625
0.503	0.726	0.426	0.829	0.778	-0.021	-0.184	-0.686	-0.851	-0.737	-1.024	-1.159	0.132	0.563	0.580	0.844	0.427	0.358	0.401	0.736	0.749	0.341	0.328	-0.310	-0.453	-0.636	-0.450	-0.948	-136.719
0.390	0.570	0.215	0.714	0.694	-0.159	-0.283	-0.766	-0.829	-0.804	-0.982	-1.154	0.159	0.600	0.707	0.755	0.409	0.447	0.492	0.719	0.783	0.474	0.407	-0.116	-0.286	-0.480	-0.340	-0.883	-132.812
0.258	0.414	0.001	0.591	0.617	-0.266	-0.358	-0.813	-0.774	-0.830	-0.906	-1.089	0.173	0.613	0.778	0.636	0.367	0.498	0.538	0.683	0.799	0.557	0.431	0.057	-0.109	-0.295	-0.222	-0.752	-128.906
0.124	0.267	-0.180	0.465	0.549	-0.329	-0.401	-0.817	-0.693	-0.813	-0.807	-0.973	0.171	0.599	0.772	0.491	0.311	0.503	0.546	0.625	0.790	0.592	0.408	0.194	0.059	-0.110	-0.108	-0.573	-125.000
0.004	0.133	-0.298	0.344	0.492	-0.340	-0.408	-0.770	-0.599	-0.754	-0.693	-0.819	0.153	0.558	0.686	0.325	0.247	0.465	0.522	0.541	0.749	0.588	0.355	0.291	0.200	0.046	-0.008	-0.371	-121.094
