FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.489	-0.210	-0.532	-0.432	0.377	-0.245	-0.829	-0.340	-0.559	-0.296	-1.596	-1.012	0.968	1.113	-0.163	0.469	0.517	0.657	1.254	0.803	1.322	1.429	0.957	1.246	0.154	-0.610	0.495	-2.117	-199.219
-0.559	-0.334	-0.603	-0.548	0.218	-0.294	-0.513	-0.264	-0.414	-0.115	-1.321	-0.925	0.879	1.007	-0.244	0.285	0.290	0.531	0.969	0.668	1.224	1.277	0.963	1.218	0.385	-0.337	0.658	-1.762	-195.312
-0.630	-0.450	-0.663	-0.651	0.065	-0.339	-0.232	-0.199	-0.277	0.052	-1.051	-0.803	0.779	0.894	-0.317	0.109	0.076	0.410	0.695	0.537	1.116	1.119	0.953	1.171	0.601	-0.069	0.811	-1.400	-191.406
-0.704	-0.549	-0.702	-0.734	-0.073	-0.377	-0.020	-0.155	-0.158	0.195	-0.793	-0.620	0.665	0.767	-0.382	-0.048	-0.110	0.297	0.441	0.416	0.991	0.950	0.912	1.096	0.789	0.196	0.949	-1.019	-187.500
-0.781	-0.626	-0.720	-0.789	-0.191	-0.406	0.101	-0.144	-0.068	0.305	-0.551	-0.361	0.540	0.627	-0.441	-0.182	-0.256	0.197	0.217	0.310	0.849	0.773	0.836	0.995	0.941	0.455	1.074	-0.613	-183.594
-0.859	-0.677	-0.720	-0.812	-0.285	-0.428	0.125	-0.174	-0.019	0.379	-0.329	-0.032	0.412	0.480	-0.499	-0.288	-0.353	0.111	0.035	0.225	0.701	0.601	0.732	0.877	1.053	0.710	1.191	-0.177	-179.688
-0.938	-0.701	-0.714	-0.806	-0.353	-0.447	0.060	-0.250	-0.021	0.417	-0.133	0.349	0.297	0.337	-0.564	-0.365	-0.399	0.037	-0.100	0.165	0.561	0.447	0.615	0.761	1.128	0.960	1.311	0.283	-175.781
-1.012	-0.702	-0.711	-0.774	-0.393	-0.466	-0.068	-0.367	-0.076	0.424	0.032	0.752	0.212	0.214	-0.642	-0.415	-0.398	-0.030	-0.185	0.134	0.446	0.328	0.503	0.666	1.168	1.201	1.444	0.758	-171.875
-1.076	-0.684	-0.722	-0.726	-0.404	-0.485	-0.225	-0.518	-0.179	0.409	0.163	1.147	0.174	0.128	-0.734	-0.440	-0.362	-0.102	-0.226	0.130	0.370	0.253	0.407	0.609	1.177	1.426	1.595	1.229	-167.969
-1.123	-0.650	-0.750	-0.670	-0.385	-0.504	-0.369	-0.683	-0.318	0.382	0.262	1.502	0.191	0.089	-0.838	-0.446	-0.305	-0.186	-0.234	0.152	0.343	0.221	0.333	0.601	1.158	1.623	1.761	1.671	-164.062
-1.141	-0.604	-0.790	-0.613	-0.339	-0.517	-0.467	-0.839	-0.470	0.353	0.332	1.791	0.263	0.104	-0.947	-0.437	-0.248	-0.292	-0.228	0.192	0.362	0.224	0.273	0.640	1.109	1.776	1.930	2.056	-160.156
-1.123	-0.549	-0.829	-0.560	-0.268	-0.519	-0.490	-0.959	-0.609	0.330	0.379	1.991	0.381	0.168	-1.047	-0.418	-0.207	-0.424	-0.227	0.245	0.416	0.242	0.211	0.715	1.025	1.863	2.077	2.352	-156.250
-1.057	-0.483	-0.848	-0.511	-0.179	-0.501	-0.422	-1.017	-0.708	0.319	0.409	2.090	0.526	0.270	-1.125	-0.391	-0.197	-0.578	-0.250	0.301	0.488	0.252	0.132	0.805	0.902	1.866	2.174	2.529	-152.344
-0.938	-0.406	-0.827	-0.463	-0.078	-0.455	-0.262	-0.998	-0.745	0.317	0.425	2.076	0.673	0.396	-1.164	-0.359	-0.225	-0.746	-0.306	0.353	0.558	0.237	0.021	0.883	0.735	1.768	2.188	2.561	-148.438
-0.767	-0.313	-0.751	-0.406	0.028	-0.377	-0.022	-0.896	-0.709	0.320	0.427	1.949	0.798	0.528	-1.151	-0.322	-0.288	-0.912	-0.395	0.397	0.610	0.184	-0.119	0.922	0.524	1.561	2.095	2.430	-144.531
-0.551	-0.204	-0.614	-0.334	0.135	-0.263	0.273	-0.719	-0.601	0.317	0.408	1.712	0.877	0.650	-1.081	-0.280	-0.376	-1.057	-0.505	0.431	0.633	0.097	-0.275	0.896	0.275	1.247	1.880	2.132	-140.625
-0.304	-0.080	-0.420	-0.237	0.241	-0.118	0.586	-0.488	-0.434	0.299	0.360	1.374	0.894	0.749	-0.951	-0.230	-0.466	-1.160	-0.612	0.457	0.628	-0.012	-0.422	0.789	-0.000	0.842	1.544	1.676	-136.719
