FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
1.843	0.113	-0.448	-0.325	-0.094	-0.341	0.591	0.328	0.191	0.206	-0.901	-0.286	0.456	0.595	-2.217	-0.707	-0.180	-0.376	-0.279	-0.584	-0.422	-0.056	-0.420	0.417	0.791	0.468	0.328	0.280	-199.219
1.293	0.195	-0.262	-0.240	-0.115	-0.280	0.351	-0.042	-0.063	0.073	-0.726	-0.191	0.490	0.599	-1.550	-0.577	-0.105	-0.102	-0.250	-0.406	-0.266	0.097	-0.203	0.509	0.568	0.382	0.377	0.232	-195.312
0.804	0.247	-0.097	-0.176	-0.142	-0.229	0.132	-0.392	-0.314	-0.044	-0.568	-0.106	0.535	0.615	-0.936	-0.448	-0.044	0.125	-0.207	-0.236	-0.119	0.254	0.008	0.601	0.369	0.316	0.442	0.189	-191.406
0.419	0.253	0.033	-0.146	-0.177	-0.198	-0.049	-0.701	-0.551	-0.129	-0.442	-0.039	0.592	0.646	-0.424	-0.324	-0.004	0.274	-0.145	-0.082	0.012	0.412	0.203	0.691	0.210	0.287	0.532	0.155	-187.500
0.158	0.209	0.121	-0.153	-0.219	-0.187	-0.181	-0.955	-0.759	-0.176	-0.355	0.004	0.659	0.692	-0.037	-0.209	0.010	0.327	-0.065	0.048	0.119	0.565	0.374	0.767	0.101	0.298	0.640	0.129	-183.594
0.018	0.130	0.166	-0.190	-0.262	-0.195	-0.260	-1.140	-0.919	-0.182	-0.308	0.020	0.723	0.743	0.225	-0.106	-0.003	0.292	0.024	0.149	0.198	0.704	0.512	0.817	0.043	0.340	0.749	0.109	-179.688
-0.026	0.037	0.173	-0.240	-0.297	-0.211	-0.293	-1.249	-1.010	-0.154	-0.298	0.009	0.767	0.787	0.380	-0.019	-0.041	0.192	0.106	0.218	0.250	0.814	0.611	0.825	0.032	0.397	0.834	0.090	-175.781
-0.011	-0.044	0.149	-0.284	-0.315	-0.226	-0.291	-1.278	-1.015	-0.105	-0.315	-0.027	0.774	0.807	0.457	0.049	-0.097	0.061	0.164	0.256	0.275	0.883	0.664	0.781	0.057	0.450	0.871	0.069	-171.875
0.027	-0.089	0.102	-0.303	-0.311	-0.231	-0.268	-1.230	-0.926	-0.052	-0.348	-0.080	0.730	0.792	0.482	0.100	-0.161	-0.063	0.184	0.268	0.279	0.900	0.667	0.678	0.106	0.483	0.840	0.042	-167.969
0.059	-0.087	0.039	-0.288	-0.281	-0.220	-0.241	-1.114	-0.749	-0.010	-0.384	-0.142	0.628	0.735	0.474	0.136	-0.218	-0.150	0.160	0.262	0.268	0.860	0.618	0.524	0.162	0.486	0.738	0.012	-164.062
