FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.297	-0.474	-0.347	-0.597	0.251	0.283	0.356	0.832	1.047	0.828	0.561	0.657	0.792	0.964	0.173	-0.738	-2.200	-0.658	-0.893	-0.207	0.912	-0.197	-0.319	0.413	-0.098	-0.627	-0.220	-0.108	-199.219
-0.189	-0.193	-0.140	-0.337	0.365	0.320	0.373	0.724	0.851	0.687	0.357	0.388	0.795	1.011	0.315	-0.556	-2.056	-0.497	-0.869	0.004	1.048	-0.218	-0.541	0.185	-0.342	-0.793	-0.363	-0.333	-195.312
-0.081	0.074	0.044	-0.083	0.477	0.343	0.374	0.596	0.637	0.534	0.138	0.114	0.792	1.066	0.447	-0.361	-1.895	-0.329	-0.816	0.225	1.189	-0.214	-0.726	-0.018	-0.564	-0.948	-0.497	-0.552	-191.406
0.024	0.311	0.186	0.157	0.582	0.337	0.347	0.434	0.394	0.362	-0.106	-0.166	0.781	1.136	0.554	-0.146	-1.702	-0.149	-0.715	0.456	1.335	-0.169	-0.842	-0.174	-0.744	-1.078	-0.614	-0.757	-187.500
0.114	0.503	0.272	0.371	0.676	0.295	0.286	0.230	0.118	0.170	-0.377	-0.443	0.765	1.226	0.626	0.086	-1.472	0.037	-0.559	0.695	1.482	-0.069	-0.866	-0.264	-0.861	-1.164	-0.696	-0.933	-183.594
0.179	0.637	0.293	0.547	0.750	0.212	0.189	-0.014	-0.184	-0.036	-0.666	-0.704	0.749	1.330	0.650	0.322	-1.212	0.212	-0.350	0.930	1.620	0.086	-0.791	-0.274	-0.897	-1.187	-0.730	-1.061	-179.688
0.205	0.703	0.246	0.674	0.795	0.089	0.061	-0.288	-0.496	-0.241	-0.956	-0.928	0.740	1.441	0.620	0.547	-0.933	0.356	-0.103	1.146	1.737	0.288	-0.619	-0.200	-0.840	-1.132	-0.699	-1.124	-175.781
0.184	0.703	0.138	0.743	0.804	-0.067	-0.087	-0.572	-0.796	-0.430	-1.224	-1.098	0.747	1.546	0.535	0.741	-0.649	0.444	0.161	1.327	1.819	0.522	-0.369	-0.048	-0.689	-0.991	-0.598	-1.108	-171.875
0.110	0.646	-0.020	0.754	0.774	-0.248	-0.242	-0.844	-1.057	-0.586	-1.447	-1.199	0.771	1.631	0.397	0.890	-0.373	0.460	0.419	1.459	1.856	0.766	-0.071	0.166	-0.459	-0.769	-0.431	-1.012	-167.969
-0.014	0.547	-0.209	0.713	0.706	-0.440	-0.389	-1.079	-1.257	-0.696	-1.602	-1.225	0.812	1.684	0.219	0.987	-0.112	0.399	0.646	1.537	1.847	0.997	0.240	0.413	-0.175	-0.487	-0.214	-0.846	-164.062
