FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.445	0.228	0.479	0.294	-0.087	-0.138	-0.517	-0.746	-1.213	-0.613	-0.570	-0.372	-0.633	-0.097	0.787	0.897	0.016	-0.495	0.077	0.849	1.081	1.021	1.309	-0.032	0.879	-0.061	-0.323	-0.231	-199.219
0.528	0.322	0.343	0.289	0.054	-0.156	-0.325	-0.710	-1.088	-0.482	-0.768	-0.463	-0.340	0.114	0.464	0.991	0.257	-0.407	0.143	0.959	1.110	0.839	1.245	0.036	0.581	-0.200	-0.297	-0.417	-195.312
0.611	0.417	0.223	0.283	0.178	-0.174	-0.143	-0.680	-0.957	-0.347	-0.923	-0.533	-0.074	0.292	0.181	1.077	0.475	-0.319	0.200	1.054	1.123	0.661	1.178	0.086	0.303	-0.334	-0.275	-0.583	-191.406
0.694	0.505	0.129	0.274	0.275	-0.191	0.020	-0.656	-0.819	-0.209	-1.005	-0.566	0.144	0.412	-0.038	1.145	0.645	-0.229	0.238	1.122	1.108	0.496	1.105	0.109	0.066	-0.457	-0.261	-0.714	-187.500
0.772	0.578	0.069	0.264	0.341	-0.203	0.155	-0.635	-0.676	-0.070	-0.997	-0.554	0.299	0.461	-0.174	1.186	0.756	-0.141	0.251	1.151	1.059	0.354	1.024	0.097	-0.120	-0.561	-0.258	-0.800	-183.594
0.837	0.629	0.050	0.253	0.377	-0.202	0.258	-0.613	-0.531	0.061	-0.896	-0.498	0.383	0.436	-0.220	1.190	0.802	-0.060	0.235	1.135	0.973	0.239	0.938	0.048	-0.253	-0.647	-0.270	-0.841	-179.688
0.877	0.651	0.072	0.243	0.389	-0.181	0.323	-0.581	-0.392	0.175	-0.718	-0.410	0.395	0.347	-0.180	1.154	0.791	0.003	0.192	1.070	0.852	0.156	0.847	-0.035	-0.341	-0.713	-0.302	-0.843	-175.781
0.880	0.640	0.132	0.236	0.391	-0.132	0.351	-0.531	-0.265	0.263	-0.488	-0.304	0.346	0.214	-0.071	1.076	0.734	0.042	0.126	0.960	0.707	0.101	0.753	-0.141	-0.395	-0.762	-0.354	-0.820	-171.875
0.838	0.596	0.222	0.235	0.395	-0.050	0.342	-0.458	-0.154	0.317	-0.238	-0.198	0.247	0.061	0.077	0.960	0.648	0.054	0.047	0.814	0.550	0.074	0.655	-0.257	-0.429	-0.795	-0.421	-0.781	-167.969
0.750	0.526	0.329	0.239	0.411	0.063	0.300	-0.363	-0.065	0.332	-0.001	-0.108	0.117	-0.089	0.225	0.815	0.548	0.048	-0.035	0.645	0.398	0.070	0.557	-0.368	-0.455	-0.813	-0.497	-0.734	-164.062
