FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.613	1.535	1.095	1.113	0.413	0.239	-0.126	-0.604	-1.228	-0.721	-1.063	-1.093	-0.153	0.239	1.170	1.606	0.723	0.362	0.948	1.051	0.564	0.670	0.492	-0.234	-0.332	-1.284	-1.106	-1.192	-199.219
0.694	1.314	0.816	0.930	0.335	0.071	-0.066	-0.726	-1.289	-0.696	-1.127	-1.184	-0.037	0.367	1.237	1.533	0.788	0.465	0.974	1.012	0.676	0.683	0.529	-0.126	-0.301	-1.132	-0.919	-1.146	-195.312
0.755	1.108	0.562	0.762	0.263	-0.091	-0.011	-0.834	-1.339	-0.674	-1.181	-1.269	0.067	0.483	1.295	1.461	0.839	0.555	0.994	0.978	0.779	0.695	0.559	-0.027	-0.269	-0.989	-0.738	-1.096	-191.406
0.777	0.922	0.351	0.616	0.197	-0.241	0.038	-0.914	-1.363	-0.651	-1.214	-1.334	0.151	0.574	1.332	1.387	0.864	0.617	0.998	0.948	0.863	0.703	0.578	0.057	-0.231	-0.858	-0.568	-1.035	-187.500
0.747	0.758	0.189	0.496	0.139	-0.373	0.079	-0.951	-1.349	-0.624	-1.218	-1.369	0.207	0.629	1.334	1.304	0.851	0.640	0.981	0.916	0.917	0.706	0.582	0.123	-0.183	-0.735	-0.412	-0.956	-183.594
0.660	0.609	0.072	0.398	0.088	-0.482	0.116	-0.936	-1.286	-0.590	-1.184	-1.362	0.236	0.645	1.289	1.205	0.794	0.618	0.938	0.876	0.933	0.703	0.571	0.170	-0.121	-0.615	-0.272	-0.854	-179.688
0.518	0.466	-0.011	0.318	0.038	-0.564	0.148	-0.862	-1.169	-0.546	-1.109	-1.306	0.238	0.620	1.187	1.082	0.689	0.547	0.866	0.815	0.906	0.691	0.547	0.201	-0.043	-0.491	-0.147	-0.724	-175.781
0.331	0.319	-0.075	0.243	-0.013	-0.617	0.180	-0.731	-0.998	-0.489	-0.991	-1.196	0.219	0.553	1.026	0.929	0.542	0.434	0.768	0.724	0.831	0.668	0.514	0.219	0.053	-0.355	-0.040	-0.565	-171.875
0.113	0.160	-0.132	0.164	-0.070	-0.640	0.210	-0.547	-0.777	-0.418	-0.833	-1.033	0.181	0.449	0.812	0.743	0.360	0.289	0.644	0.594	0.707	0.627	0.477	0.224	0.165	-0.200	0.052	-0.379	-167.969
-0.116	-0.016	-0.190	0.071	-0.138	-0.636	0.238	-0.323	-0.515	-0.336	-0.640	-0.824	0.127	0.309	0.558	0.527	0.157	0.129	0.498	0.421	0.535	0.564	0.436	0.219	0.288	-0.025	0.126	-0.173	-164.062
-0.336	-0.204	-0.250	-0.040	-0.218	-0.609	0.260	-0.074	-0.226	-0.244	-0.423	-0.580	0.057	0.140	0.285	0.289	-0.054	-0.029	0.338	0.208	0.318	0.471	0.392	0.200	0.413	0.164	0.179	0.044	-160.156
-0.525	-0.394	-0.302	-0.168	-0.307	-0.565	0.272	0.181	0.075	-0.149	-0.191	-0.316	-0.028	-0.053	0.017	0.042	-0.258	-0.167	0.169	-0.035	0.067	0.344	0.342	0.167	0.527	0.355	0.211	0.257	-156.250
-0.664	-0.570	-0.335	-0.304	-0.399	-0.506	0.269	0.423	0.367	-0.056	0.041	-0.052	-0.127	-0.260	-0.223	-0.199	-0.439	-0.272	0.000	-0.291	-0.207	0.182	0.283	0.115	0.615	0.532	0.216	0.451	-152.344
-0.741	-0.713	-0.336	-0.435	-0.487	-0.436	0.253	0.637	0.634	0.027	0.259	0.197	-0.239	-0.468	-0.416	-0.415	-0.590	-0.340	-0.160	-0.540	-0.486	-0.010	0.212	0.046	0.663	0.675	0.193	0.609	-148.438
-0.752	-0.809	-0.296	-0.545	-0.559	-0.357	0.223	0.809	0.857	0.094	0.452	0.413	-0.357	-0.661	-0.550	-0.593	-0.701	-0.370	-0.303	-0.760	-0.748	-0.219	0.128	-0.039	0.663	0.766	0.141	0.721	-144.531
-0.701	-0.845	-0.217	-0.618	-0.604	-0.272	0.188	0.930	1.025	0.143	0.611	0.587	-0.470	-0.819	-0.623	-0.721	-0.772	-0.368	-0.421	-0.929	-0.970	-0.426	0.032	-0.131	0.612	0.794	0.064	0.779	-140.625
-0.601	-0.820	-0.108	-0.644	-0.612	-0.182	0.154	0.997	1.131	0.173	0.728	0.714	-0.564	-0.922	-0.643	-0.790	-0.802	-0.345	-0.506	-1.030	-1.130	-0.610	-0.069	-0.219	0.516	0.754	-0.034	0.786	-136.719
-0.474	-0.740	0.010	-0.618	-0.578	-0.091	0.132	1.011	1.171	0.189	0.805	0.798	-0.622	-0.955	-0.625	-0.799	-0.795	-0.315	-0.556	-1.054	-1.210	-0.747	-0.166	-0.290	0.386	0.651	-0.145	0.751	-132.812
-0.342	-0.617	0.114	-0.540	-0.497	-0.001	0.130	0.975	1.150	0.196	0.844	0.845	-0.628	-0.906	-0.586	-0.749	-0.756	-0.288	-0.567	-0.998	-1.198	-0.820	-0.252	-0.330	0.240	0.499	-0.260	0.686	-128.906
-0.227	-0.469	0.182	-0.419	-0.372	0.085	0.153	0.896	1.076	0.200	0.850	0.867	-0.573	-0.774	-0.539	-0.648	-0.692	-0.275	-0.542	-0.865	-1.096	-0.821	-0.319	-0.332	0.094	0.316	-0.369	0.610	-125.000
-0.145	-0.314	0.200	-0.267	-0.210	0.163	0.202	0.781	0.958	0.207	0.832	0.873	-0.454	-0.569	-0.496	-0.505	-0.609	-0.278	-0.484	-0.670	-0.912	-0.752	-0.364	-0.292	-0.039	0.123	-0.462	0.534	-121.094
-0.107	-0.170	0.165	-0.101	-0.025	0.233	0.271	0.641	0.810	0.219	0.796	0.870	-0.278	-0.311	-0.460	-0.337	-0.514	-0.296	-0.401	-0.433	-0.668	-0.624	-0.386	-0.214	-0.150	-0.057	-0.530	0.470	-117.188
-0.111	-0.049	0.084	0.061	0.166	0.291	0.351	0.485	0.645	0.236	0.748	0.861	-0.063	-0.026	-0.431	-0.161	-0.414	-0.324	-0.301	-0.179	-0.392	-0.459	-0.389	-0.109	-0.234	-0.209	-0.566	0.420	-113.281
-0.149	0.041	-0.026	0.202	0.343	0.336	0.428	0.323	0.476	0.256	0.689	0.843	0.168	0.258	-0.406	0.005	-0.312	-0.350	-0.190	0.065	-0.114	-0.280	-0.377	0.011	-0.288	-0.322	-0.565	0.383	-109.375
-0.206	0.097	-0.144	0.310	0.489	0.366	0.488	0.163	0.314	0.272	0.622	0.808	0.387	0.513	-0.381	0.145	-0.213	-0.366	-0.078	0.277	0.138	-0.109	-0.354	0.130	-0.313	-0.389	-0.525	0.353	-105.469
-0.266	0.120	-0.249	0.375	0.587	0.380	0.518	0.016	0.170	0.281	0.547	0.750	0.569	0.717	-0.355	0.249	-0.117	-0.364	0.032	0.438	0.341	0.037	-0.323	0.239	-0.311	-0.413	-0.448	0.323	-101.562
-0.313	0.117	-0.326	0.394	0.630	0.378	0.509	-0.110	0.053	0.277	0.466	0.660	0.695	0.857	-0.327	0.309	-0.028	-0.340	0.132	0.539	0.481	0.147	-0.286	0.327	-0.288	-0.399	-0.337	0.286	-97.656
-0.339	0.096	-0.363	0.371	0.617	0.361	0.459	-0.207	-0.031	0.261	0.382	0.540	0.754	0.927	-0.299	0.325	0.052	-0.296	0.218	0.576	0.555	0.217	-0.245	0.390	-0.250	-0.354	-0.201	0.239	-93.750
-0.336	0.064	-0.357	0.312	0.554	0.331	0.369	-0.271	-0.082	0.232	0.300	0.392	0.745	0.929	-0.274	0.298	0.117	-0.239	0.281	0.554	0.565	0.249	-0.201	0.428	-0.205	-0.286	-0.051	0.182	-89.844
-0.305	0.031	-0.310	0.228	0.455	0.293	0.247	-0.301	-0.101	0.195	0.225	0.227	0.675	0.871	-0.254	0.235	0.159	-0.177	0.315	0.481	0.519	0.247	-0.154	0.441	-0.162	-0.203	0.098	0.117	-85.938
-0.249	0.001	-0.225	0.130	0.337	0.253	0.104	-0.300	-0.097	0.150	0.158	0.060	0.555	0.763	-0.239	0.144	0.174	-0.120	0.314	0.369	0.431	0.219	-0.108	0.434	-0.124	-0.110	0.232	0.048	-82.031
-0.170	-0.018	-0.111	0.031	0.214	0.214	-0.050	-0.276	-0.081	0.098	0.101	-0.096	0.403	0.617	-0.228	0.036	0.161	-0.071	0.276	0.233	0.312	0.170	-0.064	0.408	-0.094	-0.012	0.337	-0.021	-78.125
-0.072	-0.025	0.022	-0.060	0.101	0.179	-0.205	-0.238	-0.068	0.036	0.049	-0.228	0.234	0.442	-0.214	-0.077	0.125	-0.030	0.204	0.089	0.178	0.108	-0.026	0.365	-0.069	0.085	0.405	-0.085	-74.219
0.040	-0.021	0.161	-0.137	0.003	0.151	-0.351	-0.196	-0.066	-0.035	-0.002	-0.324	0.064	0.250	-0.195	-0.186	0.074	0.005	0.103	-0.050	0.037	0.036	0.001	0.308	-0.046	0.177	0.433	-0.141	-70.312
0.160	-0.010	0.294	-0.197	-0.078	0.126	-0.482	-0.157	-0.084	-0.118	-0.053	-0.380	-0.096	0.049	-0.165	-0.282	0.020	0.040	-0.016	-0.172	-0.101	-0.042	0.017	0.236	-0.020	0.263	0.426	-0.185	-66.406
0.281	0.002	0.407	-0.241	-0.144	0.101	-0.592	-0.127	-0.120	-0.205	-0.104	-0.389	-0.236	-0.152	-0.127	-0.360	-0.027	0.079	-0.142	-0.272	-0.229	-0.121	0.018	0.153	0.012	0.338	0.397	-0.211	-62.500
0.390	0.006	0.485	-0.275	-0.201	0.072	-0.674	-0.104	-0.166	-0.287	-0.149	-0.352	-0.348	-0.343	-0.084	-0.423	-0.061	0.123	-0.264	-0.349	-0.343	-0.200	0.007	0.062	0.053	0.404	0.364	-0.212	-58.594
0.474	-0.005	0.519	-0.305	-0.254	0.035	-0.725	-0.087	-0.208	-0.349	-0.180	-0.269	-0.428	-0.515	-0.043	-0.473	-0.077	0.168	-0.373	-0.405	-0.439	-0.275	-0.015	-0.031	0.100	0.459	0.346	-0.183	-54.688
0.519	-0.034	0.504	-0.335	-0.306	-0.008	-0.742	-0.071	-0.234	-0.375	-0.189	-0.147	-0.471	-0.658	-0.013	-0.515	-0.079	0.207	-0.461	-0.442	-0.511	-0.340	-0.046	-0.118	0.150	0.503	0.354	-0.125	-50.781
0.518	-0.079	0.440	-0.364	-0.354	-0.056	-0.723	-0.055	-0.232	-0.355	-0.170	0.005	-0.478	-0.762	0.001	-0.552	-0.070	0.231	-0.525	-0.466	-0.555	-0.391	-0.081	-0.193	0.194	0.530	0.393	-0.041	-46.875
0.469	-0.134	0.335	-0.391	-0.391	-0.100	-0.670	-0.035	-0.195	-0.284	-0.121	0.171	-0.449	-0.819	-0.005	-0.584	-0.056	0.233	-0.564	-0.475	-0.565	-0.424	-0.117	-0.252	0.224	0.538	0.454	0.056	-42.969
0.381	-0.185	0.202	-0.405	-0.407	-0.130	-0.589	-0.012	-0.125	-0.166	-0.048	0.332	-0.390	-0.823	-0.029	-0.608	-0.039	0.209	-0.579	-0.469	-0.539	-0.433	-0.152	-0.291	0.230	0.519	0.523	0.150	-39.062
0.267	-0.222	0.057	-0.398	-0.391	-0.136	-0.487	0.014	-0.028	-0.013	0.040	0.466	-0.308	-0.775	-0.067	-0.618	-0.023	0.161	-0.573	-0.445	-0.476	-0.417	-0.184	-0.314	0.204	0.469	0.577	0.223	-35.156
0.144	-0.233	-0.079	-0.361	-0.336	-0.108	-0.375	0.042	0.084	0.159	0.128	0.556	-0.211	-0.679	-0.114	-0.609	-0.008	0.099	-0.551	-0.402	-0.376	-0.376	-0.213	-0.322	0.139	0.386	0.597	0.258	-31.250
0.030	-0.212	-0.192	-0.291	-0.237	-0.043	-0.262	0.069	0.199	0.334	0.205	0.591	-0.108	-0.541	-0.164	-0.578	0.009	0.033	-0.517	-0.339	-0.245	-0.314	-0.239	-0.321	0.035	0.272	0.573	0.247	-27.344
-0.062	-0.160	-0.269	-0.189	-0.099	0.057	-0.158	0.094	0.304	0.494	0.263	0.565	-0.003	-0.376	-0.213	-0.527	0.029	-0.025	-0.476	-0.259	-0.094	-0.236	-0.261	-0.312	-0.100	0.136	0.502	0.190	-23.438
-0.125	-0.086	-0.308	-0.064	0.067	0.181	-0.070	0.113	0.388	0.629	0.295	0.485	0.098	-0.197	-0.261	-0.463	0.052	-0.066	-0.434	-0.168	0.067	-0.150	-0.279	-0.299	-0.256	-0.008	0.396	0.098	-19.531
-0.160	-0.001	-0.309	0.072	0.247	0.317	-0.003	0.125	0.445	0.734	0.303	0.365	0.195	-0.018	-0.306	-0.393	0.079	-0.087	-0.395	-0.074	0.224	-0.065	-0.291	-0.280	-0.415	-0.143	0.271	-0.010	-15.625
