FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-2.119	0.533	1.084	1.062	0.068	0.284	0.423	0.953	0.430	0.182	-0.023	0.213	1.134	0.276	1.636	-0.301	-0.906	-0.198	-1.767	-0.116	-0.200	-0.801	-0.876	-0.022	-0.348	0.185	0.939	-0.576	-199.219
-1.620	0.349	0.545	0.814	0.076	0.233	0.559	0.860	0.707	0.453	0.359	0.587	1.173	0.535	1.133	-0.350	-0.968	-0.448	-1.709	-0.125	-0.063	-0.604	-0.774	-0.065	-0.462	-0.026	0.618	-0.501	-195.312
-1.145	0.177	0.055	0.574	0.074	0.175	0.674	0.742	0.931	0.690	0.707	0.919	1.199	0.775	0.699	-0.383	-0.992	-0.651	-1.647	-0.123	0.067	-0.413	-0.677	-0.105	-0.579	-0.226	0.316	-0.440	-191.406
-0.713	0.028	-0.344	0.351	0.055	0.107	0.752	0.583	1.066	0.860	0.989	1.173	1.201	0.978	0.375	-0.386	-0.950	-0.770	-1.578	-0.100	0.187	-0.233	-0.584	-0.141	-0.694	-0.404	0.049	-0.402	-187.500
-0.337	-0.091	-0.618	0.151	0.017	0.029	0.779	0.377	1.091	0.940	1.182	1.322	1.171	1.136	0.180	-0.352	-0.825	-0.784	-1.497	-0.046	0.294	-0.069	-0.493	-0.169	-0.801	-0.548	-0.169	-0.392	-183.594
-0.028	-0.178	-0.753	-0.017	-0.032	-0.053	0.751	0.129	1.004	0.919	1.275	1.359	1.103	1.246	0.111	-0.280	-0.619	-0.694	-1.404	0.043	0.389	0.077	-0.398	-0.187	-0.888	-0.654	-0.327	-0.406	-179.688
0.205	-0.229	-0.749	-0.144	-0.082	-0.131	0.671	-0.147	0.824	0.796	1.267	1.287	1.000	1.315	0.149	-0.176	-0.352	-0.521	-1.298	0.171	0.473	0.203	-0.292	-0.193	-0.942	-0.720	-0.424	-0.439	-175.781
0.354	-0.242	-0.620	-0.222	-0.118	-0.190	0.547	-0.430	0.579	0.582	1.166	1.121	0.865	1.353	0.264	-0.046	-0.050	-0.296	-1.180	0.333	0.549	0.309	-0.172	-0.188	-0.955	-0.752	-0.466	-0.485	-171.875
0.413	-0.212	-0.394	-0.246	-0.125	-0.218	0.389	-0.694	0.301	0.295	0.988	0.885	0.704	1.368	0.426	0.101	0.256	-0.055	-1.052	0.520	0.620	0.394	-0.040	-0.176	-0.923	-0.759	-0.467	-0.538	-167.969
0.383	-0.136	-0.110	-0.217	-0.096	-0.204	0.212	-0.915	0.024	-0.040	0.751	0.604	0.527	1.369	0.603	0.256	0.537	0.170	-0.918	0.719	0.686	0.460	0.098	-0.160	-0.850	-0.753	-0.448	-0.595	-164.062
