FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.209	0.890	-0.064	0.160	0.099	-0.403	0.323	0.034	0.768	0.426	0.503	-0.088	-0.094	-0.226	-0.065	0.252	0.681	0.698	0.899	0.484	0.390	0.464	0.093	-0.383	-0.691	-0.707	-0.385	-0.286	-199.219
0.328	0.629	0.046	0.115	-0.009	-0.631	0.305	-0.185	0.436	0.274	0.343	-0.076	0.236	0.140	-0.222	0.312	0.643	0.367	0.861	0.589	0.588	0.559	0.185	0.001	-0.611	-0.593	-0.108	-0.142	-195.312
0.432	0.394	0.114	0.088	-0.083	-0.821	0.291	-0.374	0.124	0.132	0.193	-0.068	0.545	0.490	-0.362	0.370	0.594	0.070	0.809	0.691	0.783	0.631	0.258	0.348	-0.555	-0.491	0.142	-0.014	-191.406
0.515	0.207	0.113	0.093	-0.095	-0.945	0.290	-0.510	-0.145	0.013	0.063	-0.067	0.815	0.812	-0.476	0.423	0.528	-0.169	0.736	0.785	0.970	0.664	0.292	0.629	-0.545	-0.413	0.342	0.080	-187.500
0.568	0.076	0.037	0.135	-0.027	-0.978	0.306	-0.573	-0.354	-0.073	-0.035	-0.074	1.030	1.092	-0.560	0.465	0.439	-0.340	0.637	0.865	1.143	0.647	0.274	0.821	-0.594	-0.369	0.478	0.131	-183.594
0.580	-0.001	-0.100	0.213	0.125	-0.903	0.343	-0.555	-0.490	-0.121	-0.094	-0.087	1.183	1.322	-0.613	0.490	0.329	-0.450	0.511	0.925	1.293	0.578	0.198	0.917	-0.697	-0.360	0.541	0.135	-179.688
0.540	-0.039	-0.264	0.317	0.351	-0.720	0.403	-0.457	-0.550	-0.128	-0.110	-0.106	1.273	1.494	-0.640	0.491	0.202	-0.513	0.363	0.957	1.411	0.466	0.067	0.920	-0.839	-0.384	0.535	0.094	-175.781
0.442	-0.053	-0.413	0.433	0.629	-0.442	0.480	-0.293	-0.539	-0.098	-0.086	-0.127	1.303	1.607	-0.648	0.464	0.071	-0.547	0.207	0.960	1.489	0.328	-0.105	0.847	-0.994	-0.435	0.472	0.018	-171.875
0.285	-0.055	-0.507	0.544	0.925	-0.102	0.565	-0.091	-0.473	-0.040	-0.033	-0.148	1.281	1.661	-0.639	0.411	-0.051	-0.569	0.059	0.931	1.521	0.187	-0.294	0.723	-1.134	-0.500	0.367	-0.080	-167.969
0.081	-0.050	-0.521	0.635	1.198	0.256	0.642	0.116	-0.374	0.030	0.033	-0.169	1.220	1.660	-0.618	0.338	-0.146	-0.585	-0.058	0.876	1.505	0.073	-0.470	0.579	-1.234	-0.568	0.243	-0.184	-164.062
-0.147	-0.039	-0.444	0.691	1.409	0.582	0.695	0.290	-0.267	0.096	0.093	-0.190	1.129	1.611	-0.587	0.257	-0.199	-0.592	-0.125	0.800	1.443	0.008	-0.601	0.442	-1.277	-0.626	0.118	-0.280	-160.156
