FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
1.108	0.933	0.466	1.010	0.895	0.472	-0.474	-0.368	-0.661	-0.830	-1.170	-0.625	-0.379	0.319	0.759	1.250	1.047	-0.069	1.000	1.413	0.325	-0.032	0.049	-0.834	-0.650	-0.385	-0.692	-0.752	-199.219
0.810	0.491	0.245	0.721	0.649	0.251	-0.191	-0.259	-0.333	-0.453	-0.750	-0.348	-0.005	0.426	0.354	0.925	0.784	-0.375	0.820	1.119	0.310	-0.018	-0.011	-0.437	-0.485	-0.194	-0.373	-0.457	-195.312
0.537	0.078	0.023	0.452	0.422	0.038	0.069	-0.164	-0.033	-0.096	-0.357	-0.086	0.344	0.526	-0.015	0.624	0.532	-0.659	0.643	0.845	0.292	-0.008	-0.066	-0.065	-0.324	-0.015	-0.070	-0.167	-191.406
0.309	-0.273	-0.193	0.223	0.231	-0.153	0.289	-0.093	0.217	0.222	-0.015	0.148	0.648	0.614	-0.320	0.367	0.299	-0.910	0.472	0.608	0.268	-0.007	-0.114	0.261	-0.174	0.145	0.208	0.113	-187.500
0.136	-0.542	-0.395	0.046	0.087	-0.309	0.458	-0.050	0.402	0.487	0.258	0.342	0.891	0.687	-0.544	0.163	0.091	-1.115	0.309	0.418	0.237	-0.018	-0.155	0.524	-0.040	0.277	0.450	0.380	-183.594
0.022	-0.715	-0.571	-0.068	-0.003	-0.417	0.572	-0.034	0.515	0.690	0.455	0.489	1.063	0.739	-0.683	0.019	-0.085	-1.264	0.154	0.280	0.204	-0.038	-0.190	0.713	0.069	0.379	0.648	0.625	-179.688
-0.040	-0.789	-0.710	-0.120	-0.040	-0.469	0.632	-0.038	0.558	0.824	0.572	0.582	1.157	0.768	-0.741	-0.072	-0.225	-1.352	0.010	0.190	0.172	-0.064	-0.218	0.826	0.148	0.448	0.798	0.839	-175.781
-0.057	-0.770	-0.796	-0.114	-0.032	-0.459	0.645	-0.054	0.539	0.888	0.611	0.622	1.175	0.772	-0.732	-0.115	-0.326	-1.376	-0.121	0.143	0.148	-0.090	-0.240	0.864	0.193	0.485	0.898	1.012	-171.875
-0.036	-0.672	-0.818	-0.063	0.006	-0.391	0.618	-0.071	0.470	0.883	0.582	0.611	1.126	0.753	-0.669	-0.123	-0.388	-1.342	-0.237	0.128	0.138	-0.111	-0.259	0.835	0.203	0.493	0.947	1.134	-167.969
0.019	-0.514	-0.770	0.020	0.055	-0.276	0.559	-0.086	0.362	0.810	0.495	0.555	1.026	0.716	-0.569	-0.104	-0.410	-1.256	-0.331	0.135	0.148	-0.124	-0.275	0.751	0.180	0.475	0.948	1.199	-164.062
0.104	-0.317	-0.654	0.120	0.101	-0.128	0.476	-0.096	0.225	0.676	0.361	0.463	0.892	0.668	-0.445	-0.067	-0.396	-1.130	-0.397	0.158	0.179	-0.126	-0.290	0.627	0.132	0.438	0.904	1.205	-160.156
0.218	-0.103	-0.481	0.223	0.129	0.032	0.369	-0.105	0.066	0.488	0.193	0.346	0.741	0.613	-0.304	-0.013	-0.349	-0.977	-0.425	0.190	0.231	-0.118	-0.299	0.477	0.065	0.384	0.821	1.154	-156.250
0.355	0.107	-0.268	0.319	0.136	0.184	0.240	-0.118	-0.108	0.258	0.001	0.214	0.583	0.554	-0.150	0.056	-0.272	-0.804	-0.405	0.231	0.299	-0.098	-0.299	0.314	-0.011	0.318	0.701	1.053	-152.344
0.509	0.298	-0.041	0.403	0.122	0.311	0.089	-0.140	-0.293	-0.001	-0.205	0.074	0.423	0.493	0.018	0.143	-0.166	-0.616	-0.330	0.281	0.374	-0.067	-0.281	0.145	-0.090	0.238	0.548	0.911	-148.438
0.667	0.454	0.175	0.470	0.092	0.399	-0.083	-0.173	-0.480	-0.271	-0.416	-0.068	0.256	0.425	0.203	0.250	-0.031	-0.411	-0.194	0.343	0.446	-0.024	-0.238	-0.021	-0.166	0.145	0.362	0.736	-144.531
0.815	0.568	0.359	0.516	0.054	0.443	-0.269	-0.215	-0.657	-0.533	-0.621	-0.210	0.078	0.347	0.409	0.376	0.131	-0.189	-0.000	0.415	0.505	0.031	-0.168	-0.184	-0.236	0.035	0.149	0.538	-140.625
0.938	0.634	0.495	0.541	0.017	0.445	-0.457	-0.258	-0.810	-0.768	-0.810	-0.349	-0.115	0.256	0.633	0.514	0.317	0.049	0.241	0.495	0.540	0.095	-0.071	-0.340	-0.300	-0.092	-0.086	0.326	-136.719
1.020	0.654	0.576	0.543	-0.013	0.415	-0.628	-0.289	-0.925	-0.954	-0.970	-0.485	-0.318	0.153	0.864	0.657	0.521	0.293	0.510	0.576	0.545	0.162	0.040	-0.487	-0.361	-0.235	-0.331	0.109	-132.812
1.048	0.634	0.605	0.525	-0.027	0.367	-0.759	-0.296	-0.984	-1.070	-1.085	-0.613	-0.519	0.045	1.082	0.790	0.726	0.523	0.779	0.652	0.518	0.225	0.150	-0.622	-0.422	-0.392	-0.572	-0.105	-128.906
