FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.570	0.089	-0.434	-0.094	-0.594	-0.733	-0.438	-1.388	-1.464	-1.343	-1.239	-0.638	1.398	0.463	0.808	1.016	1.449	0.853	1.345	1.145	0.572	0.734	0.823	0.525	0.425	0.479	0.243	0.133	-199.219
0.652	0.243	-0.292	0.159	-0.239	-0.506	-0.254	-1.272	-1.312	-1.167	-1.133	-0.432	1.447	0.700	0.765	1.097	1.173	0.663	1.124	1.315	0.941	0.493	0.545	0.355	-0.164	0.031	0.085	-0.238	-195.312
0.717	0.381	-0.163	0.380	0.076	-0.298	-0.074	-1.143	-1.155	-0.987	-1.014	-0.226	1.478	0.906	0.716	1.156	0.911	0.481	0.909	1.451	1.253	0.271	0.281	0.197	-0.707	-0.381	-0.063	-0.580	-191.406
0.751	0.488	-0.055	0.546	0.321	-0.121	0.097	-0.992	-0.994	-0.803	-0.874	-0.025	1.479	1.058	0.656	1.172	0.674	0.318	0.711	1.530	1.468	0.082	0.049	0.060	-1.162	-0.728	-0.190	-0.870	-187.500
0.749	0.556	0.024	0.644	0.482	0.018	0.248	-0.821	-0.834	-0.619	-0.716	0.168	1.440	1.144	0.587	1.139	0.475	0.181	0.541	1.540	1.568	-0.057	-0.138	-0.048	-1.503	-0.988	-0.288	-1.096	-183.594
0.716	0.584	0.070	0.676	0.559	0.118	0.371	-0.639	-0.686	-0.447	-0.550	0.347	1.358	1.166	0.515	1.057	0.322	0.077	0.415	1.488	1.557	-0.134	-0.268	-0.125	-1.722	-1.157	-0.358	-1.255	-179.688
0.664	0.578	0.084	0.655	0.569	0.184	0.458	-0.461	-0.563	-0.300	-0.391	0.509	1.235	1.137	0.450	0.941	0.222	0.011	0.345	1.392	1.465	-0.144	-0.332	-0.173	-1.825	-1.239	-0.400	-1.354	-175.781
0.608	0.549	0.072	0.604	0.537	0.226	0.505	-0.304	-0.480	-0.190	-0.258	0.644	1.081	1.077	0.400	0.806	0.175	-0.018	0.338	1.280	1.330	-0.087	-0.330	-0.196	-1.833	-1.252	-0.422	-1.404	-171.875
0.559	0.507	0.042	0.546	0.492	0.255	0.512	-0.181	-0.442	-0.123	-0.164	0.744	0.909	1.005	0.373	0.672	0.175	-0.012	0.395	1.175	1.191	0.024	-0.268	-0.202	-1.770	-1.215	-0.427	-1.418	-167.969
0.525	0.465	0.002	0.500	0.458	0.279	0.484	-0.098	-0.450	-0.099	-0.117	0.799	0.734	0.936	0.370	0.552	0.212	0.024	0.501	1.096	1.080	0.169	-0.159	-0.197	-1.662	-1.147	-0.421	-1.406	-164.062
0.503	0.432	-0.037	0.477	0.449	0.302	0.430	-0.052	-0.494	-0.107	-0.115	0.802	0.568	0.879	0.389	0.454	0.274	0.079	0.635	1.048	1.011	0.322	-0.024	-0.186	-1.529	-1.064	-0.404	-1.372	-160.156
0.486	0.412	-0.070	0.479	0.466	0.322	0.362	-0.033	-0.557	-0.134	-0.147	0.748	0.424	0.831	0.421	0.379	0.344	0.144	0.771	1.025	0.979	0.455	0.114	-0.172	-1.386	-0.975	-0.377	-1.312	-156.250
