FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.554	-1.101	-0.452	-0.653	-0.367	-1.222	-0.599	-0.824	-0.976	-0.282	-0.252	-0.044	0.522	0.694	-1.066	-0.620	-0.177	-0.081	0.327	0.208	0.720	1.026	0.691	1.373	1.006	1.147	1.056	0.751	-199.219
0.285	-0.820	-0.599	-0.462	-0.229	-0.911	-0.357	-0.392	-0.549	-0.166	-0.100	-0.024	0.436	0.611	-0.971	-0.608	-0.190	-0.096	0.218	0.170	0.623	0.865	0.542	1.213	0.722	0.920	0.917	0.643	-195.312
0.063	-0.583	-0.708	-0.297	-0.110	-0.619	-0.138	-0.004	-0.165	-0.058	0.032	-0.007	0.356	0.528	-0.858	-0.606	-0.218	-0.113	0.111	0.130	0.527	0.706	0.398	1.058	0.457	0.700	0.782	0.544	-191.406
-0.075	-0.412	-0.747	-0.171	-0.023	-0.366	0.037	0.298	0.135	0.027	0.128	0.002	0.283	0.447	-0.716	-0.613	-0.264	-0.132	0.016	0.092	0.437	0.552	0.264	0.908	0.223	0.488	0.652	0.458	-187.500
-0.107	-0.316	-0.699	-0.087	0.026	-0.165	0.148	0.483	0.321	0.076	0.171	-0.000	0.217	0.372	-0.539	-0.622	-0.326	-0.149	-0.060	0.067	0.360	0.410	0.146	0.766	0.027	0.284	0.524	0.383	-183.594
-0.036	-0.280	-0.567	-0.038	0.039	-0.024	0.184	0.535	0.378	0.078	0.155	-0.018	0.156	0.307	-0.329	-0.617	-0.388	-0.157	-0.106	0.071	0.308	0.290	0.053	0.630	-0.132	0.090	0.398	0.315	-179.688
0.118	-0.274	-0.371	-0.007	0.027	0.054	0.140	0.456	0.309	0.021	0.078	-0.053	0.097	0.258	-0.098	-0.578	-0.428	-0.149	-0.112	0.119	0.291	0.203	-0.010	0.500	-0.259	-0.095	0.269	0.245	-175.781
0.325	-0.259	-0.140	0.031	0.006	0.077	0.022	0.262	0.131	-0.096	-0.054	-0.109	0.035	0.230	0.136	-0.486	-0.424	-0.120	-0.069	0.225	0.319	0.157	-0.037	0.372	-0.365	-0.274	0.130	0.161	-171.875
0.545	-0.197	0.095	0.099	-0.006	0.054	-0.152	-0.016	-0.126	-0.267	-0.227	-0.190	-0.033	0.225	0.348	-0.328	-0.358	-0.066	0.024	0.395	0.395	0.159	-0.029	0.246	-0.463	-0.451	-0.023	0.052	-167.969
0.747	-0.061	0.306	0.212	0.009	0.002	-0.360	-0.338	-0.420	-0.478	-0.424	-0.294	-0.109	0.243	0.518	-0.102	-0.222	0.010	0.163	0.624	0.516	0.207	0.009	0.119	-0.563	-0.631	-0.194	-0.092	-164.062
0.904	0.153	0.479	0.375	0.063	-0.061	-0.570	-0.658	-0.711	-0.702	-0.622	-0.419	-0.191	0.277	0.627	0.179	-0.026	0.097	0.332	0.893	0.668	0.292	0.066	-0.007	-0.669	-0.815	-0.382	-0.274	-160.156
1.001	0.428	0.606	0.578	0.160	-0.118	-0.751	-0.933	-0.955	-0.908	-0.797	-0.555	-0.274	0.321	0.666	0.488	0.208	0.182	0.510	1.173	0.834	0.398	0.127	-0.129	-0.782	-0.998	-0.578	-0.485	-156.250
1.035	0.729	0.687	0.798	0.291	-0.155	-0.876	-1.124	-1.117	-1.064	-0.925	-0.689	-0.352	0.362	0.634	0.789	0.446	0.251	0.669	1.428	0.989	0.505	0.178	-0.239	-0.892	-1.167	-0.768	-0.711	-152.344
1.009	1.008	0.727	1.006	0.441	-0.166	-0.927	-1.205	-1.171	-1.143	-0.988	-0.804	-0.415	0.392	0.540	1.043	0.651	0.290	0.785	1.624	1.111	0.591	0.203	-0.331	-0.985	-1.304	-0.931	-0.926	-148.438
0.932	1.219	0.728	1.171	0.590	-0.149	-0.893	-1.163	-1.106	-1.129	-0.976	-0.882	-0.455	0.405	0.401	1.216	0.791	0.291	0.835	1.733	1.183	0.638	0.194	-0.393	-1.046	-1.387	-1.045	-1.103	-144.531
0.816	1.326	0.689	1.266	0.715	-0.109	-0.779	-1.004	-0.926	-1.018	-0.889	-0.911	-0.465	0.398	0.238	1.289	0.844	0.252	0.810	1.741	1.196	0.633	0.146	-0.419	-1.060	-1.396	-1.094	-1.216	-140.625
0.674	1.313	0.609	1.277	0.799	-0.053	-0.596	-0.749	-0.649	-0.823	-0.737	-0.883	-0.441	0.372	0.072	1.258	0.803	0.178	0.708	1.649	1.149	0.571	0.060	-0.407	-1.015	-1.317	-1.069	-1.246	-136.719
0.515	1.185	0.491	1.202	0.828	0.006	-0.367	-0.429	-0.308	-0.567	-0.538	-0.797	-0.382	0.335	-0.076	1.135	0.675	0.079	0.539	1.474	1.050	0.456	-0.055	-0.358	-0.912	-1.151	-0.972	-1.186	-132.812
0.352	0.964	0.341	1.051	0.800	0.060	-0.115	-0.085	0.058	-0.280	-0.316	-0.660	-0.291	0.293	-0.191	0.945	0.480	-0.032	0.322	1.240	0.913	0.297	-0.190	-0.285	-0.758	-0.909	-0.817	-1.040	-128.906
