FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
-0.296	-0.717	0.306	0.050	0.821	-0.673	0.286	0.431	-0.905	0.124	0.276	-0.170	0.880	1.618	0.300	0.117	0.122	-0.585	0.122	1.432	1.709	0.122	-1.166	-0.238	0.244	-0.517	-0.035	-0.839	-199.219
-0.332	-0.599	0.107	0.138	0.858	-0.365	0.119	0.133	-0.896	-0.221	0.142	-0.030	0.828	1.519	0.361	0.188	0.324	-0.709	0.363	1.398	1.701	0.341	-0.555	-0.291	-0.037	-0.460	-0.082	-0.692	-195.312
-0.344	-0.481	-0.073	0.213	0.875	-0.092	-0.046	-0.143	-0.900	-0.546	-0.004	0.088	0.762	1.410	0.416	0.253	0.506	-0.809	0.585	1.352	1.677	0.539	0.005	-0.322	-0.279	-0.391	-0.133	-0.560	-191.406
-0.321	-0.370	-0.218	0.266	0.858	0.116	-0.201	-0.374	-0.923	-0.828	-0.166	0.165	0.676	1.286	0.459	0.302	0.650	-0.870	0.775	1.285	1.622	0.702	0.475	-0.317	-0.452	-0.303	-0.187	-0.453	-187.500
-0.260	-0.270	-0.317	0.287	0.796	0.240	-0.339	-0.547	-0.968	-1.053	-0.342	0.191	0.568	1.146	0.485	0.328	0.744	-0.886	0.919	1.192	1.528	0.818	0.830	-0.263	-0.537	-0.189	-0.238	-0.374	-183.594
-0.169	-0.188	-0.362	0.274	0.690	0.275	-0.454	-0.659	-1.029	-1.211	-0.523	0.167	0.445	0.991	0.493	0.328	0.781	-0.861	1.010	1.074	1.396	0.884	1.057	-0.158	-0.530	-0.045	-0.274	-0.320	-179.688
-0.068	-0.131	-0.353	0.230	0.546	0.227	-0.538	-0.715	-1.095	-1.299	-0.692	0.101	0.319	0.830	0.482	0.300	0.760	-0.802	1.043	0.938	1.232	0.902	1.157	-0.010	-0.441	0.123	-0.281	-0.281	-175.781
0.022	-0.103	-0.297	0.162	0.380	0.115	-0.584	-0.723	-1.148	-1.315	-0.829	0.005	0.204	0.671	0.454	0.245	0.688	-0.720	1.018	0.793	1.052	0.877	1.145	0.166	-0.291	0.305	-0.247	-0.248	-171.875
0.077	-0.108	-0.207	0.079	0.212	-0.035	-0.583	-0.690	-1.171	-1.258	-0.918	-0.104	0.115	0.526	0.412	0.167	0.575	-0.629	0.942	0.648	0.871	0.817	1.040	0.349	-0.109	0.483	-0.166	-0.213	-167.969
0.079	-0.145	-0.099	-0.008	0.060	-0.196	-0.530	-0.620	-1.147	-1.129	-0.943	-0.209	0.061	0.405	0.359	0.069	0.438	-0.540	0.824	0.511	0.703	0.731	0.865	0.515	0.076	0.634	-0.043	-0.173	-164.062
