FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.134	0.881	0.875	0.634	0.243	0.030	0.485	0.087	-0.249	0.152	0.272	-0.005	0.513	0.828	0.095	0.798	0.050	-0.857	-0.149	0.646	0.741	-0.181	-1.021	0.042	-1.448	-0.873	-0.173	-0.653	-199.219
0.032	0.393	0.573	0.255	0.013	-0.102	0.431	0.030	-0.067	0.300	0.527	0.242	0.591	0.757	-0.080	0.230	-0.235	-0.771	-0.227	0.241	0.532	0.049	-0.699	0.325	-0.967	-0.489	0.040	-0.364	-195.312
-0.069	-0.060	0.285	-0.105	-0.191	-0.228	0.395	-0.014	0.116	0.445	0.771	0.491	0.669	0.701	-0.242	-0.293	-0.504	-0.689	-0.303	-0.128	0.349	0.251	-0.413	0.581	-0.527	-0.122	0.250	-0.071	-191.406
-0.168	-0.442	0.024	-0.420	-0.346	-0.339	0.393	-0.037	0.296	0.585	0.992	0.740	0.748	0.675	-0.380	-0.732	-0.743	-0.619	-0.374	-0.430	0.213	0.400	-0.194	0.786	-0.166	0.212	0.451	0.228	-187.500
-0.265	-0.732	-0.203	-0.673	-0.435	-0.429	0.435	-0.038	0.471	0.722	1.183	0.988	0.830	0.685	-0.485	-1.061	-0.936	-0.571	-0.438	-0.643	0.138	0.484	-0.060	0.928	0.090	0.497	0.641	0.529	-183.594
-0.361	-0.926	-0.393	-0.857	-0.454	-0.491	0.523	-0.015	0.636	0.857	1.338	1.230	0.915	0.733	-0.556	-1.267	-1.067	-0.560	-0.489	-0.757	0.127	0.499	-0.015	1.001	0.228	0.721	0.815	0.827	-179.688
-0.459	-1.034	-0.547	-0.970	-0.411	-0.522	0.653	0.029	0.786	0.992	1.453	1.461	1.003	0.810	-0.594	-1.352	-1.127	-0.597	-0.522	-0.777	0.176	0.454	-0.047	1.011	0.251	0.875	0.966	1.110	-175.781
-0.559	-1.075	-0.664	-1.019	-0.320	-0.521	0.810	0.086	0.912	1.124	1.525	1.668	1.092	0.905	-0.604	-1.333	-1.112	-0.685	-0.535	-0.719	0.267	0.367	-0.136	0.973	0.175	0.955	1.088	1.364	-171.875
-0.656	-1.070	-0.744	-1.012	-0.202	-0.486	0.977	0.145	1.003	1.246	1.546	1.834	1.178	1.001	-0.594	-1.237	-1.033	-0.816	-0.530	-0.610	0.379	0.259	-0.252	0.904	0.029	0.961	1.175	1.570	-167.969
-0.740	-1.038	-0.788	-0.958	-0.077	-0.423	1.129	0.195	1.047	1.348	1.507	1.942	1.254	1.080	-0.569	-1.096	-0.908	-0.968	-0.513	-0.479	0.486	0.150	-0.370	0.826	-0.150	0.902	1.224	1.711	-164.062
-0.800	-0.988	-0.798	-0.869	0.036	-0.338	1.242	0.223	1.035	1.414	1.399	1.974	1.313	1.128	-0.536	-0.942	-0.765	-1.113	-0.491	-0.354	0.566	0.056	-0.462	0.756	-0.324	0.793	1.232	1.776	-160.156
-0.823	-0.923	-0.782	-0.755	0.120	-0.243	1.297	0.219	0.956	1.427	1.216	1.918	1.345	1.132	-0.498	-0.802	-0.635	-1.217	-0.471	-0.258	0.603	-0.011	-0.509	0.711	-0.455	0.659	1.202	1.761	-156.250
-0.803	-0.844	-0.752	-0.627	0.162	-0.154	1.278	0.179	0.812	1.373	0.958	1.772	1.343	1.086	-0.458	-0.694	-0.541	-1.251	-0.456	-0.205	0.587	-0.046	-0.497	0.697	-0.514	0.526	1.142	1.671	-152.344
-0.737	-0.752	-0.719	-0.501	0.156	-0.083	1.180	0.106	0.610	1.247	0.635	1.545	1.299	0.991	-0.418	-0.625	-0.498	-1.200	-0.443	-0.198	0.519	-0.049	-0.421	0.716	-0.483	0.422	1.059	1.523	-148.438
-0.631	-0.653	-0.692	-0.393	0.096	-0.045	1.009	0.012	0.371	1.051	0.270	1.256	1.212	0.852	-0.379	-0.598	-0.507	-1.060	-0.426	-0.235	0.408	-0.022	-0.283	0.758	-0.358	0.369	0.962	1.336	-144.531
-0.497	-0.561	-0.672	-0.319	-0.013	-0.048	0.777	-0.085	0.121	0.800	-0.106	0.933	1.081	0.681	-0.343	-0.604	-0.555	-0.843	-0.396	-0.305	0.266	0.027	-0.096	0.812	-0.151	0.375	0.858	1.133	-140.625
-0.351	-0.495	-0.657	-0.296	-0.165	-0.095	0.509	-0.168	-0.105	0.519	-0.453	0.605	0.915	0.492	-0.311	-0.631	-0.621	-0.576	-0.345	-0.393	0.111	0.091	0.118	0.857	0.114	0.439	0.751	0.932	-136.719
-0.208	-0.470	-0.638	-0.332	-0.345	-0.185	0.232	-0.219	-0.277	0.238	-0.730	0.305	0.722	0.300	-0.285	-0.666	-0.677	-0.290	-0.271	-0.481	-0.036	0.159	0.330	0.875	0.402	0.543	0.640	0.745	-132.812
-0.084	-0.498	-0.607	-0.426	-0.533	-0.307	-0.027	-0.225	-0.371	-0.012	-0.901	0.057	0.516	0.122	-0.261	-0.693	-0.697	-0.019	-0.173	-0.550	-0.159	0.224	0.511	0.850	0.676	0.661	0.524	0.577	-128.906
0.012	-0.578	-0.562	-0.566	-0.705	-0.447	-0.242	-0.186	-0.375	-0.206	-0.943	-0.122	0.312	-0.029	-0.239	-0.699	-0.663	0.207	-0.061	-0.584	-0.243	0.276	0.636	0.771	0.898	0.761	0.400	0.423	-125.000
