FP1	F3	F7	FC3	C3	C5	P3	P7	PO7	PO3	O1	Oz	Pz	CPz	FP2	Fz	F4	F8	FC4	FCz	Cz	C4	C6	P4	P8	PO8	PO4	O2	time
0.657	1.156	1.194	1.478	0.837	1.103	0.632	1.050	1.373	0.473	0.100	-0.541	-0.581	-0.296	-0.250	0.032	-0.434	-0.560	-1.048	0.463	-0.013	-1.607	-1.298	-1.522	-1.358	-1.749	-1.007	-0.978	-199.219
0.465	0.985	0.793	1.318	0.768	0.963	0.710	0.737	1.197	0.599	0.236	-0.248	-0.309	-0.018	-0.461	0.139	-0.386	-0.657	-0.889	0.534	0.156	-1.326	-1.240	-1.209	-1.204	-1.241	-0.622	-0.493	-195.312
0.285	0.816	0.438	1.158	0.708	0.839	0.767	0.448	1.016	0.695	0.345	0.017	-0.064	0.228	-0.658	0.214	-0.350	-0.742	-0.745	0.574	0.302	-1.059	-1.166	-0.904	-1.044	-0.750	-0.259	-0.046	-191.406
0.125	0.649	0.164	0.997	0.664	0.742	0.788	0.207	0.828	0.738	0.409	0.235	0.139	0.419	-0.830	0.235	-0.334	-0.805	-0.630	0.563	0.409	-0.820	-1.066	-0.615	-0.870	-0.291	0.064	0.330	-187.500
-0.009	0.488	-0.012	0.836	0.639	0.678	0.765	0.027	0.631	0.712	0.412	0.387	0.287	0.544	-0.965	0.193	-0.339	-0.841	-0.550	0.494	0.471	-0.618	-0.938	-0.353	-0.683	0.117	0.328	0.613	-183.594
-0.110	0.341	-0.085	0.680	0.633	0.647	0.698	-0.087	0.422	0.614	0.345	0.464	0.380	0.600	-1.057	0.094	-0.361	-0.845	-0.503	0.375	0.490	-0.460	-0.787	-0.126	-0.486	0.456	0.525	0.789	-179.688
-0.175	0.213	-0.071	0.535	0.640	0.641	0.591	-0.141	0.203	0.448	0.212	0.466	0.427	0.597	-1.100	-0.042	-0.390	-0.820	-0.484	0.226	0.476	-0.345	-0.623	0.058	-0.286	0.714	0.649	0.861	-175.781
-0.206	0.110	-0.001	0.403	0.651	0.646	0.458	-0.151	-0.024	0.235	0.025	0.403	0.440	0.554	-1.094	-0.187	-0.413	-0.771	-0.479	0.076	0.444	-0.269	-0.461	0.194	-0.092	0.884	0.709	0.844	-171.875
-0.211	0.031	0.087	0.287	0.652	0.644	0.312	-0.136	-0.248	0.003	-0.189	0.300	0.440	0.493	-1.041	-0.314	-0.417	-0.705	-0.475	-0.050	0.407	-0.222	-0.318	0.288	0.087	0.971	0.718	0.767	-167.969
-0.203	-0.030	0.152	0.183	0.628	0.614	0.168	-0.117	-0.452	-0.216	-0.399	0.187	0.444	0.435	-0.951	-0.404	-0.395	-0.633	-0.459	-0.129	0.377	-0.191	-0.205	0.349	0.247	0.989	0.702	0.665	-164.062
-0.200	-0.086	0.158	0.084	0.567	0.541	0.039	-0.109	-0.619	-0.387	-0.570	0.099	0.469	0.396	-0.836	-0.445	-0.346	-0.564	-0.422	-0.154	0.363	-0.161	-0.128	0.392	0.384	0.957	0.684	0.573	-160.156
-0.219	-0.148	0.081	-0.018	0.461	0.414	-0.068	-0.124	-0.732	-0.486	-0.672	0.064	0.521	0.386	-0.710	-0.440	-0.273	-0.505	-0.359	-0.126	0.366	-0.116	-0.084	0.436	0.501	0.901	0.688	0.520	-156.250
-0.273	-0.226	-0.082	-0.130	0.306	0.230	-0.149	-0.167	-0.781	-0.498	-0.687	0.102	0.601	0.403	-0.590	-0.399	-0.185	-0.458	-0.269	-0.057	0.382	-0.044	-0.061	0.496	0.599	0.846	0.730	0.524	-152.344
-0.361	-0.324	-0.321	-0.253	0.110	-0.004	-0.207	-0.239	-0.768	-0.423	-0.613	0.214	0.700	0.440	-0.486	-0.338	-0.090	-0.423	-0.153	0.035	0.406	0.062	-0.041	0.581	0.685	0.810	0.812	0.586	-148.438
-0.474	-0.435	-0.606	-0.382	-0.115	-0.270	-0.246	-0.336	-0.706	-0.278	-0.465	0.388	0.803	0.479	-0.403	-0.270	0.002	-0.394	-0.018	0.129	0.428	0.201	-0.007	0.690	0.761	0.803	0.927	0.694	-144.531
-0.590	-0.546	-0.899	-0.504	-0.349	-0.544	-0.273	-0.450	-0.618	-0.089	-0.275	0.592	0.890	0.506	-0.341	-0.207	0.088	-0.365	0.129	0.209	0.441	0.366	0.054	0.815	0.829	0.825	1.056	0.825	-140.625
-0.686	-0.638	-1.157	-0.604	-0.569	-0.799	-0.293	-0.572	-0.531	0.111	-0.079	0.791	0.945	0.506	-0.294	-0.152	0.163	-0.329	0.277	0.265	0.438	0.540	0.146	0.937	0.891	0.868	1.176	0.948	-136.719
